District,Rice (in Q),Dal (in Q),Salt (in Q),M. Oil (in L),Cattle Feed - Green Fooder (in Q),Cattle Feed - Wheat Bran (in Q),Cattle Feed - Rice Bran (in Q),Date
Darrang,14.64,2.55,0.76,76,0,0,205,27-06-2022
Tamulpur,16.26,2.88,0.9,9,0,0,0,27-06-2022
Nagaon,842.71,849.61,257.02,945.18,0,930,0,27-06-2022
Lakhimpur,0.18,0.03,0.1,1,0,0,0,27-06-2022
Karimganj,68.48,35.29,10.59,39,0,0,50,27-06-2022
Kamrup,2014.06,345.85,102.08,11887.5,0,2016.2,0,27-06-2022
Hailakandi,599.41,109.38,33.95,3395.44,0,0,0,27-06-2022
Dima-Hasao,16.17,1.54,0.77,77,0,0,0,27-06-2022
Barpeta,2130,0,0,0,0,0,0,27-06-2022
Morigaon,598.91,106.46,31.94,2983.83,0,12,68,27-06-2022
Lakhimpur,0.96,0.17,0.05,5.13,0,0,380,28-06-2022
Tinsukia,7.6,1.48,0.45,45,0,0,0,28-06-2022
Tamulpur,5,0.75,0.22,22,0,0,0,28-06-2022
Sonitpur,2.82,0.51,0.15,0,0,0,0,28-06-2022
Nalbari,11.85,2.04,0.61,61.2,0,0,0,28-06-2022
Nagaon,474.64,85.37,25.61,2561.13,0,301.38,1462.5,28-06-2022
Morigaon,163.89,28.8,8.67,6831.54,0,0,100,28-06-2022
Karimganj,43.88,8.27,3.16,1259,0,45,60,28-06-2022
Hailakandi,17.55,3.33,1.01,101.12,0,0,0,28-06-2022
Hojai,8.5,1.5,0.5,50,0,0,100,28-06-2022
Kamrup,305,102,40,400,0,200,0,28-06-2022
Barpeta,0,0,0,0,0,217,0,28-06-2022
Biswanath,104.81,19.16,0,0,0,280.08,0,28-06-2022
Bongaigaon,165.2,30.3,9.09,908.28,0,134.66,0,28-06-2022
Bajali,1,1.8,1,48,0,200,0,28-06-2022
Chirang,14.35,2.63,0.8,79.92,120,50,0,28-06-2022
Darrang,263.14,49.05,14.71,1471.5,0,0,578.5,28-06-2022
Dhemaji,19.27,3.52,1.05,105.93,0,0,0,28-06-2022
Dima-Hasao,4.2,0.2,0.2,20,0,0,0,28-06-2022
Cachar,0,0,0,0,0,0,197.4,28-06-2022
Morigaon,1557.43,278.6,83.58,8357.85,0,381.2,100,29-06-2022
Lakhimpur,200.35,36.17,10.86,1085.2,0,0,0,29-06-2022
Karimganj,1412.4,249.41,82.92,0,0,0,136.45,29-06-2022
Kamrup,375,107,8,1080,0,360,0,29-06-2022
Hojai,62,3,1,62,0,0,25,29-06-2022
Hailakandi,537.91,83.09,30.41,3041,0,0,0,29-06-2022
Dibrugarh,4.98,0.92,0.28,27.5,0,1.73,0,29-06-2022
Dhubri,107.62,20.23,6.08,606.84,0,4935.3,0,29-06-2022
Dhemaji,142.39,26.03,7.8,781.02,0,0,0,29-06-2022
Chirang,36.11,6.52,1.93,192.61,0,0,0,29-06-2022
Cachar,7696.84,1473.31,2813.77,39879.52,0,0,680,29-06-2022
Biswanath,518.12,93.84,0.7,69.66,0,959.56,0,29-06-2022
Udalguri,10.26,1.85,0.56,55.62,0,0,0,29-06-2022
Dima-Hasao,19.52,1.3,0.94,0.65,0,0,0,29-06-2022
Darrang,59.56,11.1,3.33,333,0,0,556.7,29-06-2022
Tinsukia,223.45,40.9,12.25,1225,0,0,0,29-06-2022
Nagaon,2102.5,317.8,95.34,2670.1,0,0,500,29-06-2022
Chirang,3.89,0.71,0.21,21.33,0,0,0,30-06-2022
Dima-Hasao,49.77,4.74,1.71,237,0,0,0,30-06-2022
Dibrugarh,90.78,16.71,5.01,1.54,0,0,0,30-06-2022
Dhemaji,1120.92,202.47,60.72,3018.37,0,0,145.59,30-06-2022
Lakhimpur,403.79,73.11,21.95,2194.23,0,0,0,30-06-2022
Karimganj,192.96,33.65,9.34,21.5,0,0,0,30-06-2022
Kamrup,8.25,62.65,0.5,2577,0,0,0,30-06-2022
Biswanath,455.49,84.79,0.12,11.52,0,537.08,0,30-06-2022
Cachar,1014.48,229.51,62.8,8140.19,0,0,0,30-06-2022
Hailakandi,46.55,8.76,2.63,262.68,0,50,0,30-06-2022
Hojai,0,0,0,0,0,0,50,30-06-2022
Majuli,0,0,0,0,0,100,0,30-06-2022
Darrang,263,57.6,19,1540,0,0,270,30-06-2022
Morigaon,129.33,23.45,7.03,703.35,0,148,440,30-06-2022
Nagaon,3992.36,29.48,8.84,884.43,0,250,200,30-06-2022
Sonitpur,2.9,0.53,0.16,0.16,0,0,0,30-06-2022
Tamulpur,2.79,0.5,0.15,14.85,0,0,0,30-06-2022
Tinsukia,160.62,32.35,9.71,716.57,0,0,0,30-06-2022
Kamrup,0,0,0,0,0,195,0,01-07-2022
Hojai,48,7.2,1.5,182,0,0,25,01-07-2022
Hailakandi,2.82,0.52,0.16,16,0,0,0,01-07-2022
Karimganj,25.86,4.75,1.41,93.54,0,0,28,01-07-2022
Bajali,0,0,0,0,0,678.8,0,01-07-2022
Biswanath,39.31,7.04,0,0,0,358,0,01-07-2022
Karbi Anglong West,722.14,137.19,41.07,4106.61,0,0,200,01-07-2022
Lakhimpur,180.23,33.24,9.96,164.33,7,0,391.55,01-07-2022
Majuli,0,0,0,0,0,50,150,01-07-2022
Morigaon,133.33,24.17,7.25,724.86,0,380,0,01-07-2022
Nagaon,219.39,40.12,12.04,1203.48,0,410,0,01-07-2022
Sonitpur,37.97,6.97,2.09,1.56,0,40.34,0,01-07-2022
Tinsukia,47.35,8.83,2.65,265.14,0,0,0,01-07-2022
Dibrugarh,157.96,28.11,8.37,160.2,0,52.5,0,01-07-2022
Dhemaji,183.02,33.17,10.65,487.17,0,0,0,01-07-2022
Darrang,212.55,38.94,11.68,1168,0,8,86.1,01-07-2022
Cachar,4479.25,924.29,279.16,19791.99,0,0,0,01-07-2022
Dima-Hasao,95.36,10.47,0.44,331,0,0,0,01-07-2022
Chirang,17.46,2.99,1.55,133.03,0,40,0,02-07-2022
Darrang,111.48,110.85,8.73,2122,0,0,0,02-07-2022
Sonitpur,37.44,6.92,2.08,142.5,0,8.5,0,02-07-2022
Hailakandi,0,0,0,0,0,25,0,02-07-2022
Dhemaji,0,0,0,0,0,1911.22,0,02-07-2022
Dibrugarh,125.95,23.07,6.2,188.01,0,227.5,0,02-07-2022
Dima-Hasao,1.95,0.16,0,5,0,0,0,02-07-2022
Karimganj,61,11.16,3.31,312.3,0,320,354,02-07-2022
Lakhimpur,354.04,64.15,19.24,1924,20,0,721.46,02-07-2022
Morigaon,609.49,111,33.3,946.49,0,660,0,02-07-2022
Sivasagar,106.71,19.39,5.82,0,0,0,0,02-07-2022
Charaideo,0.84,0.15,0.5,0.5,0,0,0,02-07-2022
Cachar,145.37,27.17,7.32,732,0,0,0,02-07-2022
Biswanath,53.89,10.21,0,0,0,295,0,02-07-2022
Tamulpur,31.59,6.03,1.81,180,0,0,0,02-07-2022
Tinsukia,26.35,4.8,1.45,145.75,0,0,0,02-07-2022
Sonitpur,0,0,0,0,0,23.58,0,03-07-2022
Biswanath,4.26,0.78,0,0,0,0,0,03-07-2022
Sivasagar,0,0,0,0,0,100,0,03-07-2022
Nagaon,0,0,0,0,0,300,0,03-07-2022
Morigaon,107.4,19.73,5.92,591.84,0,100,0,03-07-2022
Lakhimpur,0,0,0,0,0,0,243,03-07-2022
Cachar,0,0,0,0,0,0,3696.09,03-07-2022
Dibrugarh,116.62,20.86,6.27,238.6,0,3.85,50.4,03-07-2022
Tinsukia,0.66,0.12,0.03,3,0,0,0,03-07-2022
Udalguri,10.2,1.8,0.54,54,0,0,0,03-07-2022
Karimganj,243.82,45.08,13.52,1352,0,252,0,03-07-2022
Hailakandi,70.51,13.19,3.95,395,0,25,0,03-07-2022
Morigaon,140.3,24.71,11.89,741.42,0,207.57,0,04-07-2022
Lakhimpur,0,0,0,0,0,0,295.72,04-07-2022
Karimganj,213.96,39.9,11.93,21.6,0,0,0,04-07-2022
Sonitpur,0,0,0,0,0,73.6,0,04-07-2022
Dibrugarh,0,0,0,0,0,25.2,0,04-07-2022
Hailakandi,19.47,3.55,1.07,107,0,0,0,04-07-2022
Darrang,0,0,0,0,0,40,170,04-07-2022
Chirang,5.55,1.02,0.31,31,0,0,0,04-07-2022
Biswanath,0.1,0.06,0,0,0,0,0,04-07-2022
Dibrugarh,33.93,5.82,1.91,180.3,0,130.2,58.36,05-07-2022
Chirang,0.31,0.06,0.02,2,0,0,0,05-07-2022
Nagaon,1139.75,206.7,62.1,0,0,0,0,05-07-2022
Barpeta,213,0,0,0,0,0,0,05-07-2022
Morigaon,3.2,0.6,0.18,17.91,0,146.8,68,05-07-2022
Lakhimpur,0,0,0,0,0,0,133,05-07-2022
Karimganj,137.99,24.99,12.85,582.8,0,355.94,130,05-07-2022
Sivasagar,2.79,0.54,0.16,0,0,0,0,05-07-2022
Darrang,0.5,0.08,0.03,2.5,0,0,0,06-07-2022
Dibrugarh,0,0,0,0,0,108.5,0,06-07-2022
Karimganj,128.56,25.09,6.15,30,0,0,0,06-07-2022
Lakhimpur,0.67,0.12,0.04,3.6,0,0,0,06-07-2022
Morigaon,202.2,36.11,10.83,1083.33,0,0,0,06-07-2022
Sivasagar,138.4,25.65,8.44,0,0,0,0,06-07-2022
Biswanath,11.43,2.09,0,0,0,0,0,06-07-2022
Tamulpur,17.46,1.85,0.55,55.35,0,0,0,07-07-2022
Morigaon,189.77,33.23,9.97,996.84,0,0,0,07-07-2022
Hailakandi,0,0,0,0,0,21.6,0,07-07-2022
Sivasagar,39.6,7.47,2.24,0,0,29,0,07-07-2022
Karimganj,55.75,7.09,19.59,52,0,0,0,07-07-2022
Dibrugarh,0.31,0.17,0,0,0,133.11,0,07-07-2022
Chirang,5.94,1.07,0.32,32.13,0,0,0,08-07-2022
Dima-Hasao,24.36,2,0.02,27,0,0,0,08-07-2022
Dibrugarh,22.74,3.88,1.16,40.4,0,60.55,45,08-07-2022
Hailakandi,5.28,1.06,0.32,32,0,0,0,08-07-2022
Sivasagar,25.27,4.61,1.38,0,0,0,0,08-07-2022
Karimganj,10,1,0.2,10,0,585.4,139.65,08-07-2022
Hailakandi,61.05,11.5,3.45,345,0,8.4,0,09-07-2022
Karimganj,145.14,25.89,7.77,0,0,194,0,09-07-2022
Nagaon,1139.75,206.7,62.1,0,0,0,0,10-07-2022
Tamulpur,15.03,2.7,0.81,81,0,0,0,10-07-2022
Biswanath,9.49,1.74,0,0,0,0,0,11-07-2022
Dima-Hasao,8.4,0.7,0.7,60,0,0,0,11-07-2022
Cachar,44.5,8.9,2.67,267,0,0,0,11-07-2022
Morigaon,304.22,54.97,16.49,1649.16,0,0,0,12-07-2022
Cachar,6,0.54,0.16,16.29,0,0,0,13-07-2022
Dima-Hasao,50.61,4.82,2.33,252,0,0,0,13-07-2022
Tamulpur,15.03,2.7,0.81,81,0,0,0,14-07-2022
Chirang,2.54,0.53,0.14,13.7,0,0,0,16-07-2022
Dima-Hasao,39.48,6.52,1.29,117.5,0,170.6,0,16-07-2022
Dima-Hasao,2.04,0.34,0,0,0,0,0,18-07-2022
Biswanath,21.26,3.87,0,0,0,500.1,0,18-07-2022
Dima-Hasao,1.08,0.18,0,18,0,0,0,19-07-2022
Dima-Hasao,0.3,0.03,0,2.5,0,0,0,20-07-2022
Tinsukia,31.15,5.6,1.68,168.88,0,0,0,21-07-2022
Dima-Hasao,11.88,10.89,0,5,0,0,0,23-07-2022
Tamulpur,15.03,2.7,0.81,81,0,0,0,25-07-2022
Dima-Hasao,0.25,0.3,0,0,0,0,0,26-07-2022
Charaideo,124.38,22.8,6.83,6.83,0,0,0,28-07-2022
Charaideo,15.94,2.94,0.88,0.88,0,0,0,29-07-2022
Dhemaji,33.46,6.26,1.87,187,0,0,0,31-07-2022
Lakhimpur,4.21,0.87,0.26,26.16,0,0,0,01-08-2022
Dhemaji,377.9,59.02,17.54,1726.18,0,0,0,01-08-2022
Chirang,21.19,3.93,1.18,118.02,0,0,0,01-08-2022
Lakhimpur,3.01,0.56,0.17,16.92,0,0,200,02-08-2022
Chirang,44.18,8.82,2.65,264.51,0,0,0,02-08-2022
Dhemaji,47.05,8.75,2.62,261.55,0,0,0,02-08-2022
Udalguri,19.22,3.39,1.02,101.55,0,0,0,02-08-2022
Dhemaji,1.12,0.2,0.6,6,0,0,882.99,03-08-2022
Udalguri,5.67,1.11,0.33,33.2,0,0,45,03-08-2022
Bajali,6.5,1.15,0.47,36.5,0,0,0,04-08-2022
Udalguri,8.79,1.55,0.46,46.37,0,0,0,04-08-2022
Udalguri,2.21,0.39,0.12,12,0,0,0,05-08-2022
Udalguri,0.36,0.12,0.04,4,0,0,0,10-08-2022
Dima-Hasao,2.5,0.3,0.8,39,0,0,0,29-05-2022
Nagaon,0,0,0,0,0,392,0,29-05-2022
Darrang,0,0,0,0,0,16,0,17-10-2022
Dhemaji,0,0,0,0,0,222.62,0,08-09-2022
Dhemaji,12.61,2.45,0.73,0,0,0,0,09-09-2022
Golaghat,23.27,4.16,1.25,0,0,0,0,14-09-2022
Dhemaji,111.21,20.18,6.05,605,0,0,0,11-10-2022
Dhemaji,241.48,42.47,12.72,1199.35,0,0,0,12-10-2022
Dibrugarh,63.13,11.57,3.47,186,0,0,0,12-10-2022
Lakhimpur,150.68,28.13,8.44,844,0,0,0,12-10-2022
Dibrugarh,0,0,0,0,0,77.58,0,13-10-2022
Lakhimpur,223.45,41.56,12.63,1262.63,0,0,148,13-10-2022
Lakhimpur,191,35.22,10.57,1057,0,0,0,14-10-2022
Tinsukia,42.99,7.99,2.39,239,0,0,0,14-10-2022
Dima-Hasao,2.5,0.3,0.8,39,0,0,0,29-05-2022
Nagaon,0,0,0,0,0,392,0,29-05-2022
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
