District,RevenueCircle,Number of centers,Date
Darrang,sipajhar,38,2022-06-22
Darrang,mangaldoi,55,2022-06-22
Darrang,patharighat,16,2022-06-22
Cachar,katigorah,0,2022-06-22
Cachar,lakhipur,0,2022-06-22
Cachar,silchar,83,2022-06-22
Cachar,sonai,0,2022-06-22
Cachar,udharbond,0,2022-06-22
Dibrugarh,chabua,1,2022-06-22
Dima-Hasao,haflong,9,2022-06-22
Goalpara,matia,3,2022-06-22
Goalpara,lakhipur,50,2022-06-22
Goalpara,balijana,27,2022-06-22
Golaghat,bokakhat,4,2022-06-22
Hailakandi,hailakandi,11,2022-06-22
Hailakandi,lala,2,2022-06-22
Hailakandi,algapur,10,2022-06-22
Hailakandi,katlicherra,4,2022-06-22
Dhubri,dhubri,0,2022-06-22
Dhubri,bilasipara,21,2022-06-22
Dhubri,athani,0,2022-06-22
Dhubri,south,23,2022-06-22
Kamrup,rangia,2,2022-06-22
Kamrup,north,4,2022-06-22
Kamrup,kamalpur,25,2022-06-22
Kamrup,kayan,0,2022-06-22
Kamrup,hajo,0,2022-06-22
Morigaon,morigaon,7,2022-06-23
Morigaon,mayong,13,2022-06-23
Morigaon,mikirbheta,3,2022-06-23
Karbi Anglong West,donkamokam,3,2022-06-23
Karimganj,nilambazar,22,2022-06-23
Karimganj,badarpur,6,2022-06-23
Karimganj,karimganj,17,2022-06-23
Karimganj,patherkandi,12,2022-06-23
Karimganj,rk,25,2022-06-23
Lakhimpur,bihpuria,2,2022-06-23
Lakhimpur,north,1,2022-06-23
Lakhimpur,nowboicha,2,2022-06-23
Lakhimpur,kadam,2,2022-06-23
Majuli,majuli,1,2022-06-23
Tinsukia,tinsukia,2,2022-06-23
Sonitpur,dhekiajuli,2,2022-06-23
South Salmara,mankachar,27,2022-06-23
South Salmara,south,8,2022-06-23
Tamulpur,goreswar,7,2022-06-23
Tamulpur,tamulpur,2,2022-06-23
Kamrup (M),chandrapur,3,2022-06-23
Udalguri,udalguri,13,2022-06-23
Udalguri,mazbat,0,2022-06-23
Nalbari,paschim,0,2022-06-23
Nalbari,barbhag,0,2022-06-23
Nalbari,tihu,0,2022-06-23
Nalbari,barkhetri,4,2022-06-23
Nalbari,nalbari,0,2022-06-23
Kamrup,rangia,1,2022-06-23
Kamrup,hajo,0,2022-06-23
Kamrup,kayan,10,2022-06-23
Kamrup,kamalpur,25,2022-06-23
Kamrup,north,4,2022-06-23
Kamrup,palashbari,3,2022-06-23
Kamrup,chamaria,2,2022-06-23
Nagaon,nagaon,34,2022-06-23
Nagaon,kampur,0,2022-06-23
Nagaon,raha,0,2022-06-23
Hailakandi,algapur,4,2022-06-23
Hailakandi,hailakandi,6,2022-06-23
Hailakandi,lala,6,2022-06-23
Hojai,hojai,17,2022-06-23
Hojai,doboka,6,2022-06-23
Hojai,lanka,2,2022-06-23
Bajali,sarupeta,1,2022-06-23
Bajali,bajali,21,2022-06-23
Baksa,barnagar,8,2022-06-23
Barpeta,barpeta,0,2022-06-23
Barpeta,baghbar,1,2022-06-23
Barpeta,chenga,10,2022-06-23
Barpeta,sarthebari,5,2022-06-23
Barpeta,kalgachia,9,2022-06-23
Bongaigaon,boitamari,1,2022-06-23
Bongaigaon,manikpur,0,2022-06-23
Bongaigaon,srijangram,33,2022-06-23
Cachar,katigorah,0,2022-06-23
Cachar,silchar,85,2022-06-23
Cachar,sonai,0,2022-06-23
Cachar,lakhipur,0,2022-06-23
Cachar,udharbond,0,2022-06-23
Goalpara,matia,0,2022-06-23
Goalpara,lakhipur,43,2022-06-23
Goalpara,balijana,26,2022-06-23
Darrang,mangaldoi,31,2022-06-23
Darrang,sipajhar,12,2022-06-23
Darrang,dalgaon,0,2022-06-23
Darrang,patharighat,10,2022-06-23
Chirang,bijni,0,2022-06-23
Chirang,bengtal,0,2022-06-23
Dhemaji,jonai,11,2022-06-23
Dhemaji,dhemaji,1,2022-06-23
Dhubri,bilasipara,0,2022-06-23
Dhubri,dhubri,11,2022-06-23
Dibrugarh,chabua,5,2022-06-23
Dibrugarh,dibrugarh,1,2022-06-23
Dima-Hasao,haflong,2,2022-06-23
Golaghat,bokakhat,5,2022-06-23
Karbi Anglong West,donkamokam,3,2022-06-24
Karimganj,karimganj,0,2022-06-24
Karimganj,badarpur,23,2022-06-24
Karimganj,nilambazar,7,2022-06-24
Karimganj,patherkandi,0,2022-06-24
Karimganj,rk,25,2022-06-24
Lakhimpur,bihpuria,5,2022-06-24
Lakhimpur,north,1,2022-06-24
Lakhimpur,nowboicha,2,2022-06-24
Morigaon,morigaon,26,2022-06-24
Morigaon,mayong,2,2022-06-24
Nalbari,paschim,0,2022-06-24
Nalbari,barbhag,0,2022-06-24
Nalbari,tihu,0,2022-06-24
Nalbari,nalbari,0,2022-06-24
Nalbari,barkhetri,3,2022-06-24
Kamrup,rangia,1,2022-06-24
Kamrup,kayan,0,2022-06-24
Kamrup,kamalpur,15,2022-06-24
Kamrup,north,0,2022-06-24
Kamrup,hajo,21,2022-06-24
Kamrup,chamaria,2,2022-06-24
Sonitpur,dhekiajuli,0,2022-06-24
Sonitpur,tezpur,1,2022-06-24
South Salmara,mankachar,16,2022-06-24
South Salmara,south,8,2022-06-24
Tamulpur,tamulpur,1,2022-06-24
Udalguri,udalguri,2,2022-06-24
Udalguri,khairabari,1,2022-06-24
Nagaon,kampur,0,2022-06-24
Nagaon,nagaon,0,2022-06-24
Nagaon,raha,39,2022-06-24
Hojai,hojai,12,2022-06-24
Hojai,doboka,5,2022-06-24
Dhubri,bilasipara,21,2022-06-24
Dhubri,dhubri,0,2022-06-24
Goalpara,matia,0,2022-06-24
Goalpara,lakhipur,0,2022-06-24
Goalpara,balijana,0,2022-06-24
Dima-Hasao,haflong,6,2022-06-24
Dhemaji,jonai,2,2022-06-24
Dhemaji,sissiborgaon,5,2022-06-24
Dhemaji,dhemaji,4,2022-06-24
Darrang,sipajhar,43,2022-06-24
Darrang,mangaldoi,20,2022-06-24
Darrang,patharighat,1,2022-06-24
Darrang,dalgaon,7,2022-06-24
Chirang,bijni,0,2022-06-24
Bongaigaon,srijangram,0,2022-06-24
Barpeta,barpeta,0,2022-06-24
Barpeta,baghbar,1,2022-06-24
Barpeta,chenga,7,2022-06-24
Barpeta,sarthebari,4,2022-06-24
Barpeta,kalgachia,41,2022-06-24
Baksa,baganpara,2,2022-06-24
Baksa,jalah,1,2022-06-24
Bajali,sarupeta,1,2022-06-24
Bajali,bajali,8,2022-06-24
Hailakandi,hailakandi,8,2022-06-24
Hailakandi,algapur,6,2022-06-24
Cachar,katigorah,0,2022-06-24
Cachar,lakhipur,0,2022-06-24
Cachar,silchar,0,2022-06-24
Cachar,sonai,0,2022-06-24
Cachar,udharbond,0,2022-06-24
Cachar,sonai,0,2022-06-27
Cachar,silchar,88,2022-06-27
Cachar,lakhipur,0,2022-06-27
Cachar,katigorah,16,2022-06-27
Barpeta,baghbar,1,2022-06-27
Barpeta,barpeta,0,2022-06-27
Barpeta,chenga,2,2022-06-27
Baksa,jalah,1,2022-06-27
Darrang,sipajhar,4,2022-06-27
Darrang,mangaldoi,0,2022-06-27
Lakhimpur,dhakuakhana,1,2022-06-27
Hailakandi,hailakandi,2,2022-06-27
Hailakandi,algapur,4,2022-06-27
Kamrup,kayan,0,2022-06-27
Kamrup,hajo,14,2022-06-27
Kamrup,kamalpur,2,2022-06-27
Kamrup,north,2,2022-06-27
Kamrup,rangia,1,2022-06-27
Kamrup,chamaria,1,2022-06-27
Dima-Hasao,haflong,2,2022-06-27
Karimganj,nilambazar,0,2022-06-27
Karimganj,karimganj,0,2022-06-27
Karimganj,badarpur,2,2022-06-27
Karimganj,patherkandi,0,2022-06-27
Goalpara,lakhipur,0,2022-06-27
Udalguri,udalguri,0,2022-06-27
Chirang,bijni,0,2022-06-27
Sonitpur,dhekiajuli,0,2022-06-27
Nalbari,paschim,0,2022-06-27
Nalbari,barbhag,0,2022-06-27
Nagaon,nagaon,8,2022-06-27
Nagaon,kampur,0,2022-06-27
Nagaon,raha,0,2022-06-27
Morigaon,morigaon,12,2022-06-27
Morigaon,mikirbheta,10,2022-06-27
Morigaon,mayong,1,2022-06-27
Tamulpur,goreswar,1,2022-06-27
Majuli,majuli,2,2022-06-27
Udalguri,udalguri,0,2022-06-28
Bajali,sarupeta,1,2022-06-28
Tinsukia,doomdooma,1,2022-06-28
Tamulpur,goreswar,1,2022-06-28
Sonitpur,dhekiajuli,0,2022-06-28
Cachar,katigorah,0,2022-06-28
Cachar,sonai,0,2022-06-28
Cachar,silchar,0,2022-06-28
Cachar,lakhipur,0,2022-06-28
Morigaon,morigaon,0,2022-06-28
Morigaon,mikirbheta,9,2022-06-28
Morigaon,mayong,1,2022-06-28
Biswanath,halem,2,2022-06-28
Biswanath,gohpur,0,2022-06-28
Bongaigaon,manikpur,6,2022-06-28
Bongaigaon,srijangram,5,2022-06-28
Chirang,bijni,4,2022-06-28
Chirang,bengtal,0,2022-06-28
Chirang,sidli,3,2022-06-28
Darrang,mangaldoi,0,2022-06-28
Darrang,sipajhar,4,2022-06-28
Dhemaji,dhemaji,0,2022-06-28
Dhemaji,sissiborgaon,1,2022-06-28
Dima-Hasao,haflong,1,2022-06-28
Nalbari,paschim,0,2022-06-28
Nalbari,barbhag,0,2022-06-28
Goalpara,lakhipur,0,2022-06-28
Hojai,hojai,7,2022-06-28
Kamrup,north,0,2022-06-28
Kamrup,kayan,0,2022-06-28
Kamrup,kamalpur,0,2022-06-28
Kamrup,hajo,6,2022-06-28
Karimganj,nilambazar,0,2022-06-28
Karimganj,karimganj,0,2022-06-28
Karimganj,rk,0,2022-06-28
Karimganj,badarpur,0,2022-06-28
Karimganj,patherkandi,10,2022-06-28
Lakhimpur,dhakuakhana,1,2022-06-28
Lakhimpur,bihpuria,4,2022-06-28
Majuli,ujani,2,2022-06-28
Hailakandi,hailakandi,1,2022-06-28
Hailakandi,algapur,1,2022-06-28
Nagaon,nagaon,0,2022-06-28
Nagaon,raha,0,2022-06-28
Nagaon,kampur,0,2022-06-28
Barpeta,barpeta,0,2022-06-28
Barpeta,baghbar,0,2022-06-28
Barpeta,chenga,0,2022-06-28
Barpeta,sarthebari,1,2022-06-28
Sonitpur,dhekiajuli,0,2022-06-29
Bajali,sarupeta,0,2022-06-29
Barpeta,barpeta,0,2022-06-29
Barpeta,baghbar,0,2022-06-29
Barpeta,chenga,0,2022-06-29
Tamulpur,goreswar,0,2022-06-29
Cachar,silchar,67,2022-06-29
Cachar,lakhipur,0,2022-06-29
Cachar,sonai,0,2022-06-29
Cachar,katigorah,16,2022-06-29
Chirang,bijni,0,2022-06-29
Chirang,bengtal,0,2022-06-29
Darrang,mangaldoi,0,2022-06-29
Darrang,sipajhar,4,2022-06-29
Dhemaji,dhemaji,6,2022-06-29
Dhemaji,sissiborgaon,2,2022-06-29
Dibrugarh,moran,1,2022-06-29
Dima-Hasao,haflong,3,2022-06-29
Hailakandi,algapur,1,2022-06-29
Hojai,hojai,5,2022-06-29
Hojai,lanka,2,2022-06-29
Kamrup,hajo,4,2022-06-29
Kamrup,kayan,0,2022-06-29
Kamrup,north,2,2022-06-29
Biswanath,halem,2,2022-06-29
Biswanath,gohpur,0,2022-06-29
Biswanath,biswanath,4,2022-06-29
Lakhimpur,narayanpur,12,2022-06-29
Lakhimpur,subansiri,8,2022-06-29
Lakhimpur,north,1,2022-06-29
Nalbari,paschim,0,2022-06-29
Nalbari,barbhag,0,2022-06-29
Tinsukia,doomdooma,5,2022-06-29
Tinsukia,tinsukia,7,2022-06-29
Udalguri,udalguri,0,2022-06-29
Karimganj,nilambazar,18,2022-06-29
Karimganj,badarpur,0,2022-06-29
Karimganj,karimganj,0,2022-06-29
Karimganj,rk,0,2022-06-29
Nagaon,kampur,0,2022-06-29
Nagaon,nagaon,34,2022-06-29
Nagaon,raha,45,2022-06-29
Morigaon,morigaon,15,2022-06-29
Morigaon,mikirbheta,14,2022-06-29
Majuli,majuli,1,2022-06-29
Majuli,ujani,1,2022-06-29
Tinsukia,doomdooma,2,2022-06-30
Tinsukia,tinsukia,17,2022-06-30
Tinsukia,sadiya,2,2022-06-30
Tamulpur,goreswar,2,2022-06-30
Sonitpur,dhekiajuli,1,2022-06-30
Nalbari,paschim,0,2022-06-30
Nalbari,barbhag,0,2022-06-30
Kamrup,kayan,0,2022-06-30
Kamrup,north,1,2022-06-30
Kamrup,hajo,3,2022-06-30
Morigaon,morigaon,11,2022-06-30
Morigaon,mikirbheta,15,2022-06-30
Majuli,majuli,10,2022-06-30
Lakhimpur,subansiri,6,2022-06-30
Lakhimpur,narayanpur,10,2022-06-30
Lakhimpur,dhakuakhana,2,2022-06-30
Lakhimpur,bihpuria,2,2022-06-30
Lakhimpur,nowboicha,6,2022-06-30
Karimganj,nilambazar,2,2022-06-30
Karimganj,karimganj,0,2022-06-30
Karimganj,rk,0,2022-06-30
Karimganj,badarpur,2,2022-06-30
Udalguri,udalguri,0,2022-06-30
Nagaon,nagaon,14,2022-06-30
Nagaon,raha,0,2022-06-30
Nagaon,kampur,97,2022-06-30
Hojai,hojai,3,2022-06-30
Dima-Hasao,haflong,4,2022-06-30
Biswanath,halem,19,2022-06-30
Biswanath,biswanath,1,2022-06-30
Cachar,silchar,0,2022-06-30
Cachar,katigorah,0,2022-06-30
Cachar,sonai,79,2022-06-30
Cachar,lakhipur,0,2022-06-30
Chirang,bengtal,0,2022-06-30
Chirang,bijni,0,2022-06-30
Hailakandi,hailakandi,0,2022-06-30
Barpeta,barpeta,0,2022-06-30
Barpeta,baghbar,0,2022-06-30
Barpeta,chenga,0,2022-06-30
Darrang,mangaldoi,14,2022-06-30
Darrang,sipajhar,0,2022-06-30
Dhemaji,dhemaji,3,2022-06-30
Dhemaji,sissiborgaon,5,2022-06-30
Dhemaji,gogamukh,7,2022-06-30
Dhemaji,jonai,12,2022-06-30
Dibrugarh,chabua,1,2022-06-30
Dibrugarh,tengakhat,2,2022-06-30
Bajali,sarupeta,0,2022-06-30
Kamrup,kayan,0,2022-01-07
Kamrup,hajo,3,2022-01-07
Kamrup,north,0,2022-01-07
Hojai,hojai,0,2022-01-07
Karimganj,nilambazar,0,2022-01-07
Karimganj,badarpur,0,2022-01-07
Karimganj,rk,0,2022-01-07
Karimganj,karimganj,0,2022-01-07
Karimganj,patherkandi,3,2022-01-07
Lakhimpur,narayanpur,1,2022-01-07
Lakhimpur,subansiri,20,2022-01-07
Lakhimpur,dhakuakhana,1,2022-01-07
Lakhimpur,bihpuria,4,2022-01-07
Lakhimpur,nowboicha,2,2022-01-07
Bajali,sarupeta,1,2022-01-07
Majuli,majuli,4,2022-01-07
Majuli,ujani,8,2022-01-07
Morigaon,morigaon,11,2022-01-07
Morigaon,mikirbheta,5,2022-01-07
Morigaon,bhuragaon,0,2022-01-07
Morigaon,mayong,0,2022-01-07
Nagaon,kampur,0,2022-01-07
Nagaon,raha,0,2022-01-07
Nagaon,nagaon,14,2022-01-07
Nalbari,paschim,0,2022-01-07
Nalbari,barbhag,0,2022-01-07
Udalguri,udalguri,0,2022-01-07
Tinsukia,tinsukia,4,2022-01-07
Tinsukia,doomdooma,0,2022-01-07
Karbi Anglong West,donkamokam,34,2022-01-07
Sonitpur,dhekiajuli,1,2022-01-07
Sonitpur,thelamara,1,2022-01-07
Sonitpur,tezpur,1,2022-01-07
Dima-Hasao,haflong,8,2022-01-07
Barpeta,barpeta,0,2022-01-07
Barpeta,chenga,0,2022-01-07
Dibrugarh,dibrugarh,4,2022-01-07
Dibrugarh,chabua,6,2022-01-07
Dibrugarh,tengakhat,4,2022-01-07
Dibrugarh,moran,7,2022-01-07
Dibrugarh,tingkhong,1,2022-01-07
Hailakandi,algapur,0,2022-01-07
Hailakandi,hailakandi,0,2022-01-07
Tamulpur,goreswar,0,2022-01-07
Darrang,sipajhar,3,2022-01-07
Chirang,bijni,0,2022-01-07
Cachar,sonai,0,2022-01-07
Cachar,katigorah,77,2022-01-07
Cachar,silchar,68,2022-01-07
Cachar,lakhipur,0,2022-01-07
Biswanath,halem,5,2022-01-07
Dhemaji,dhemaji,2,2022-01-07
Dhemaji,gogamukh,4,2022-01-07
Dhemaji,jonai,21,2022-01-07
Dhemaji,sissiborgaon,3,2022-01-07
Chirang,bijni,0,2022-02-07
Bajali,sarupeta,0,2022-02-07
Dibrugarh,dibrugarh,4,2022-02-07
Dibrugarh,chabua,2,2022-02-07
Dibrugarh,moran,6,2022-02-07
Dibrugarh,dibrugarh,9,2022-02-07
Dhemaji,sissiborgaon,3,2022-02-07
Dhemaji,jonai,6,2022-02-07
Barpeta,barpeta,0,2022-02-07
Barpeta,chenga,0,2022-02-07
Darrang,mangaldoi,12,2022-02-07
Darrang,sipajhar,6,2022-02-07
Tinsukia,tinsukia,2,2022-02-07
Tinsukia,doomdooma,4,2022-02-07
Dima-Hasao,haflong,2,2022-02-07
Hailakandi,algapur,0,2022-02-07
Hojai,hojai,7,2022-02-07
Karimganj,nilambazar,1,2022-02-07
Karimganj,karimganj,0,2022-02-07
Karimganj,rk,0,2022-02-07
Karimganj,badarpur,0,2022-02-07
Karimganj,patherkandi,12,2022-02-07
Udalguri,udalguri,0,2022-02-07
Kamrup,north,0,2022-02-07
Kamrup,kayan,0,2022-02-07
Kamrup,hajo,0,2022-02-07
Morigaon,mikirbheta,0,2022-02-07
Morigaon,morigaon,13,2022-02-07
Morigaon,bhuragaon,15,2022-02-07
Nagaon,nagaon,0,2022-02-07
Nagaon,kampur,0,2022-02-07
Nagaon,raha,0,2022-02-07
Nalbari,paschim,0,2022-02-07
Sivasagar,demow,6,2022-02-07
Sonitpur,dhekiajuli,1,2022-02-07
Sonitpur,chariduar,2,2022-02-07
Sonitpur,tezpur,1,2022-02-07
Tamulpur,goreswar,3,2022-02-07
Biswanath,halem,2,2022-02-07
Biswanath,gohpur,2,2022-02-07
Cachar,silchar,0,2022-02-07
Cachar,sonai,0,2022-02-07
Cachar,lakhipur,0,2022-02-07
Cachar,katigorah,0,2022-02-07
Lakhimpur,subansiri,5,2022-02-07
Lakhimpur,bihpuria,6,2022-02-07
Lakhimpur,narayanpur,4,2022-02-07
Lakhimpur,nowboicha,1,2022-02-07
Charaideo,sonari,1,2022-02-07
Nalbari,paschim,0,2022-03-07
Nagaon,nagaon,0,2022-03-07
Nagaon,raha,0,2022-03-07
Nagaon,kampur,0,2022-03-07
Dima-Hasao,haflong,0,2022-03-07
Morigaon,bhuragaon,0,2022-03-07
Morigaon,morigaon,8,2022-03-07
Morigaon,mikirbheta,6,2022-03-07
Lakhimpur,narayanpur,3,2022-03-07
Lakhimpur,nowboicha,2,2022-03-07
Sivasagar,demow,4,2022-03-07
Dibrugarh,dibrugarh,3,2022-03-07
Dibrugarh,dibrugarh,4,2022-03-07
Dibrugarh,moran,3,2022-03-07
Dibrugarh,naharkatia,2,2022-03-07
Dibrugarh,tengakhat,1,2022-03-07
Kamrup,north,0,2022-03-07
Kamrup,kayan,0,2022-03-07
Kamrup,hajo,0,2022-03-07
Cachar,katigorah,0,2022-03-07
Cachar,lakhipur,0,2022-03-07
Cachar,sonai,0,2022-03-07
Cachar,silchar,0,2022-03-07
Chirang,bijni,0,2022-03-07
Karimganj,nilambazar,0,2022-03-07
Karimganj,rk,0,2022-03-07
Karimganj,karimganj,4,2022-03-07
Karimganj,badarpur,0,2022-03-07
Hojai,hojai,1,2022-03-07
Tinsukia,tinsukia,0,2022-03-07
Tinsukia,doomdooma,0,2022-03-07
Hailakandi,algapur,2,2022-03-07
Udalguri,udalguri,0,2022-03-07
Udalguri,mazbat,1,2022-03-07
Tamulpur,goreswar,0,2022-03-07
Goalpara,lakhipur,3,2022-03-07
Biswanath,halem,1,2022-03-07
Barpeta,barpeta,0,2022-03-07
Barpeta,chenga,0,2022-03-07
Bajali,sarupeta,0,2022-03-07
Bajali,sarupeta,0,2022-04-07
Barpeta,barpeta,0,2022-04-07
Biswanath,halem,1,2022-04-07
Cachar,katigorah,0,2022-04-07
Cachar,silchar,0,2022-04-07
Cachar,sonai,0,2022-04-07
Cachar,lakhipur,0,2022-04-07
Chirang,bijni,0,2022-04-07
Darrang,mangaldoi,13,2022-04-07
Dibrugarh,dibrugarh,0,2022-04-07
Tamulpur,goreswar,0,2022-04-07
Udalguri,udalguri,0,2022-04-07
Hojai,hojai,2,2022-04-07
Kamrup,kayan,0,2022-04-07
Kamrup,north,0,2022-04-07
Kamrup,hajo,0,2022-04-07
Karimganj,karimganj,5,2022-04-07
Karimganj,nilambazar,0,2022-04-07
Karimganj,badarpur,0,2022-04-07
Karimganj,rk,0,2022-04-07
Lakhimpur,subansiri,2,2022-04-07
Lakhimpur,bihpuria,5,2022-04-07
Lakhimpur,north,1,2022-04-07
Morigaon,mikirbheta,4,2022-04-07
Morigaon,bhuragaon,0,2022-04-07
Morigaon,morigaon,15,2022-04-07
Nagaon,nagaon,0,2022-04-07
Nagaon,kampur,0,2022-04-07
Nagaon,raha,0,2022-04-07
Sonitpur,tezpur,3,2022-04-07
Dima-Hasao,haflong,0,2022-04-07
Hailakandi,algapur,0,2022-04-07
Dibrugarh,dibrugarh,0,2022-05-07
Dibrugarh,moran,1,2022-05-07
Dibrugarh,chabua,1,2022-05-07
Dibrugarh,dibrugarh,4,2022-05-07
Barpeta,barpeta,0,2022-05-07
Barpeta,baghbar,1,2022-05-07
Bajali,sarupeta,0,2022-05-07
Tamulpur,goreswar,0,2022-05-07
Sivasagar,demow,1,2022-05-07
Morigaon,mikirbheta,2,2022-05-07
Morigaon,morigaon,0,2022-05-07
Morigaon,bhuragaon,0,2022-05-07
Lakhimpur,subansiri,3,2022-05-07
Karimganj,nilambazar,0,2022-05-07
Karimganj,karimganj,0,2022-05-07
Karimganj,rk,0,2022-05-07
Karimganj,badarpur,0,2022-05-07
Karimganj,patherkandi,6,2022-05-07
Nagaon,nagaon,0,2022-05-07
Nagaon,raha,60,2022-05-07
Nagaon,kampur,0,2022-05-07
Hailakandi,algapur,0,2022-05-07
Dima-Hasao,haflong,0,2022-05-07
Darrang,sipajhar,5,2022-05-07
Chirang,bijni,0,2022-05-07
Cachar,sonai,0,2022-05-07
Cachar,lakhipur,0,2022-05-07
Cachar,silchar,0,2022-05-07
Cachar,katigorah,0,2022-05-07
Kamrup,kayan,0,2022-05-07
Kamrup,north,0,2022-05-07
Kamrup,kayan,0,2022-06-07
Kamrup,north,0,2022-06-07
Tamulpur,goreswar,0,2022-06-07
Nagaon,kampur,0,2022-06-07
Nagaon,nagaon,0,2022-06-07
Nagaon,raha,0,2022-06-07
Morigaon,morigaon,0,2022-06-07
Morigaon,bhuragaon,0,2022-06-07
Lakhimpur,subansiri,3,2022-06-07
Karimganj,nilambazar,8,2022-06-07
Karimganj,rk,0,2022-06-07
Karimganj,karimganj,0,2022-06-07
Karimganj,badarpur,0,2022-06-07
Hailakandi,algapur,0,2022-06-07
Biswanath,gohpur,2,2022-06-07
Dibrugarh,dibrugarh,0,2022-06-07
Dibrugarh,chabua,2,2022-06-07
Dhemaji,jonai,4,2022-06-07
Darrang,sipajhar,1,2022-06-07
Chirang,bijni,0,2022-06-07
Cachar,silchar,0,2022-06-07
Cachar,katigorah,0,2022-06-07
Cachar,sonai,0,2022-06-07
Cachar,lakhipur,0,2022-06-07
Bajali,sarupeta,0,2022-06-07
Dima-Hasao,haflong,0,2022-06-07
Sivasagar,sivsagar,1,2022-06-07
Sivasagar,demow,8,2022-06-07
Bajali,sarupeta,0,2022-07-07
Nagaon,kampur,0,2022-07-07
Nagaon,raha,0,2022-07-07
Dibrugarh,dibrugarh,0,2022-07-07
Dibrugarh,dibrugarh,1,2022-07-07
Sivasagar,sivsagar,2,2022-07-07
Sivasagar,demow,5,2022-07-07
Dima-Hasao,haflong,0,2022-07-07
Hailakandi,algapur,0,2022-07-07
Hailakandi,hailakandi,10,2022-07-07
Chirang,bijni,0,2022-07-07
Kamrup,kayan,0,2022-07-07
Kamrup,north,0,2022-07-07
Cachar,lakhipur,0,2022-07-07
Cachar,silchar,0,2022-07-07
Cachar,sonai,0,2022-07-07
Cachar,katigorah,0,2022-07-07
Morigaon,morigaon,20,2022-07-07
Tamulpur,goreswar,1,2022-07-07
Karimganj,rk,0,2022-07-07
Karimganj,karimganj,0,2022-07-07
Karimganj,nilambazar,0,2022-07-07
Karimganj,badarpur,0,2022-07-07
Dibrugarh,dibrugarh,1,2022-08-07
Dibrugarh,naharkatia,5,2022-08-07
Cachar,sonai,0,2022-08-07
Cachar,silchar,0,2022-08-07
Cachar,lakhipur,0,2022-08-07
Cachar,katigorah,0,2022-08-07
Bajali,sarupeta,0,2022-08-07
Dima-Hasao,haflong,4,2022-08-07
Karimganj,nilambazar,0,2022-08-07
Karimganj,karimganj,0,2022-08-07
Karimganj,badarpur,0,2022-08-07
Karimganj,patherkandi,4,2022-08-07
Chirang,bijni,0,2022-08-07
Kamrup,kayan,0,2022-08-07
Kamrup,north,0,2022-08-07
Morigaon,morigaon,0,2022-08-07
Nagaon,raha,0,2022-08-07
Sivasagar,demow,5,2022-08-07
Tamulpur,goreswar,0,2022-08-07
Hailakandi,algapur,0,2022-08-07
Bajali,sarupeta,0,2022-09-07
Tamulpur,goreswar,0,2022-09-07
Morigaon,morigaon,0,2022-09-07
Cachar,silchar,0,2022-09-07
Cachar,lakhipur,0,2022-09-07
Cachar,katigorah,0,2022-09-07
Chirang,bijni,0,2022-09-07
Karimganj,nilambazar,0,2022-09-07
Karimganj,karimganj,11,2022-09-07
Karimganj,badarpur,0,2022-09-07
Dima-Hasao,haflong,0,2022-09-07
Hailakandi,algapur,0,2022-09-07
Kamrup,kayan,0,2022-09-07
Dima-Hasao,haflong,0,2022-10-07
Chirang,bijni,0,2022-10-07
Tamulpur,goreswar,2,2022-10-07
Kamrup,kayan,0,2022-10-07
Morigaon,morigaon,0,2022-10-07
Nagaon,raha,46,2022-10-07
Cachar,silchar,0,2022-10-07
Cachar,lakhipur,0,2022-10-07
Cachar,katigorah,0,2022-10-07
Bajali,sarupeta,0,2022-10-07
Morigaon,morigaon,0,2022-11-07
Bajali,sarupeta,0,2022-11-07
Dima-Hasao,haflong,6,2022-11-07
Biswanath,halem,1,2022-11-07
Cachar,silchar,0,2022-11-07
Cachar,katigorah,0,2022-11-07
Cachar,lakhipur,0,2022-11-07
Chirang,bijni,0,2022-11-07
Tamulpur,goreswar,0,2022-11-07
Kamrup,kayan,0,2022-11-07
Morigaon,morigaon,0,2022-12-07
Dima-Hasao,haflong,0,2022-12-07
Cachar,silchar,0,2022-12-07
Cachar,lakhipur,0,2022-12-07
Cachar,katigorah,0,2022-12-07
Tamulpur,goreswar,0,2022-12-07
Chirang,bijni,0,2022-12-07
Dima-Hasao,haflong,0,2022-07-14
Cachar,silchar,0,2022-07-14
Cachar,katigorah,0,2022-07-14
Chirang,bijni,0,2022-07-14
Tamulpur,goreswar,2,2022-07-14
Morigaon,morigaon,0,2022-07-14
Morigaon,morigaon,0,2022-07-15
Cachar,silchar,0,2022-07-15
Chirang,bijni,0,2022-07-15
Dima-Hasao,haflong,0,2022-07-15
Cachar,silchar,0,2022-07-16
Chirang,bijni,0,2022-07-16
Dima-Hasao,haflong,6,2022-07-16
Morigaon,morigaon,0,2022-07-16
Cachar,silchar,0,2022-07-17
Dima-Hasao,haflong,0,2022-07-17
Morigaon,morigaon,0,2022-07-17
Dima-Hasao,haflong,1,2022-07-18
Biswanath,gohpur,3,2022-07-18
Cachar,silchar,0,2022-07-18
Morigaon,morigaon,0,2022-07-18
Morigaon,morigaon,0,2022-07-19
Dima-Hasao,haflong,1,2022-07-19
Cachar,silchar,0,2022-07-19
Cachar,silchar,0,2022-07-20
Dima-Hasao,haflong,1,2022-07-20
Morigaon,morigaon,0,2022-07-20
