District,RevenueCircle,Number of inmates,Date
Udalguri,Harisinga,0,2022-06-30
Udalguri,Kalaigaon,0,2022-06-30
Udalguri,Udalguri,271,2022-06-30
Bajali,Sarupeta,1005,2022-06-30
Bajali,Bajali,0,2022-06-30
Barpeta,Barpeta,5659,2022-06-30
Barpeta,Baghbar,983,2022-06-30
Barpeta,Chenga,827,2022-06-30
Barpeta,Kalgachia,0,2022-06-30
Barpeta,Sarthebari,65,2022-06-30
Cachar,Udharbond,0,2022-06-30
Cachar,Silchar,168398,2022-06-30
Cachar,Katigorah,44238,2022-06-30
Cachar,Sonai,42324,2022-06-30
Cachar,Lakhipur,2878,2022-06-30
Tamulpur,Goreswar,102,2022-06-30
Nalbari,Paschim,45,2022-06-30
Nalbari,Barbhag,19,2022-06-30
Nagaon,Kaliabor,0,2022-06-30
Nagaon,Samaguri,0,2022-06-30
Nagaon,Nagaon,14416,2022-06-30
Nagaon,Raha,1591,2022-06-30
Nagaon,Kampur,4980,2022-06-30
Morigaon,Mikirbheta,0,2022-06-30
Morigaon,Bhuragaon,0,2022-06-30
Morigaon,Morigaon,175,2022-06-30
Morigaon,Mayong,0,2022-06-30
Biswanath,Biswanath,0,2022-06-30
Biswanath,Gohpur,0,2022-06-30
Biswanath,Halem,44,2022-06-30
Karimganj,Nilambazar,413,2022-06-30
Karimganj,Badarpur,1013,2022-06-30
Karimganj,Karimganj,8089,2022-06-30
Karimganj,Rk,1562,2022-06-30
Kamrup,Nagarbera,0,2022-06-30
Kamrup,Chamaria,0,2022-06-30
Kamrup,Hajo,1210,2022-06-30
Kamrup,Kayan,40,2022-06-30
Kamrup,North,535,2022-06-30
Hojai,Hojai,382,2022-06-30
Hojai,Lanka,0,2022-06-30
Hailakandi,Algapur,0,2022-06-30
Hailakandi,Lala,0,2022-06-30
Hailakandi,Katlicherra,0,2022-06-30
Hailakandi,Hailakandi,78,2022-06-30
Dima-Hasao,Haflong,1432,2022-06-30
Dhemaji,Sissiborgaon,0,2022-06-30
Dhemaji,Gogamukh,0,2022-06-30
Dhemaji,Jonai,0,2022-06-30
Dhemaji,Dhemaji,279,2022-06-30
Darrang,Dalgaon,0,2022-06-30
Darrang,Patharighat,0,2022-06-30
Darrang,Mangaldoi,265,2022-06-30
Darrang,Sipajhar,522,2022-06-30
Chirang,Bengtal,237,2022-06-30
Chirang,Bijni,626,2022-06-30
Tinsukia,Sadiya,0,2022-06-30
Tinsukia,Doomdooma,158,2022-06-30
Tinsukia,Tinsukia,203,2022-06-30
Lakhimpur,Dhakuakhana,0,2022-06-30
Lakhimpur,Bihpuria,0,2022-06-30
Lakhimpur,North,0,2022-06-30
Lakhimpur,Kadam,0,2022-06-30
Lakhimpur,Nowboicha,0,2022-06-30
Lakhimpur,Subansiri,95,2022-06-30
Lakhimpur,Narayanpur,406,2022-06-30
Bajali,Sarupeta,1280,2022-01-07
Bajali,Bajali,0,2022-01-07
Tamulpur,Goreswar,102,2022-01-07
Cachar,Sonai,20450,2022-01-07
Cachar,Katigorah,44238,2022-01-07
Cachar,Silchar,168398,2022-01-07
Cachar,Lakhipur,2575,2022-01-07
Cachar,Udharbond,0,2022-01-07
Chirang,Bengtal,0,2022-01-07
Chirang,Bijni,648,2022-01-07
Tinsukia,Sadiya,0,2022-01-07
Tinsukia,Tinsukia,209,2022-01-07
Tinsukia,Doomdooma,157,2022-01-07
Nalbari,Barbhag,19,2022-01-07
Nalbari,Paschim,45,2022-01-07
Darrang,Mangaldoi,0,2022-01-07
Darrang,Dalgaon,0,2022-01-07
Darrang,Patharighat,0,2022-01-07
Darrang,Sipajhar,522,01-07-2022
Nagaon,Kaliabor,0,01-07-2022
Nagaon,Samaguri,0,01-07-2022
Nagaon,Rupahi,0,01-07-2022
Nagaon,Kampur,4980,01-07-2022
Nagaon,Raha,1591,01-07-2022
Nagaon,Nagaon,8446,01-07-2022
Biswanath,Gohpur,0,01-07-2022
Biswanath,Halem,44,01-07-2022
Dhemaji,Gogamukh,0,01-07-2022
Dhemaji,Jonai,0,01-07-2022
Dhemaji,Sissiborgaon,0,01-07-2022
Dhemaji,Dhemaji,394,01-07-2022
Morigaon,Morigaon,23931,01-07-2022
Morigaon,Mikirbheta,928,01-07-2022
Morigaon,Bhuragaon,2915,01-07-2022
Morigaon,Mayong,578,01-07-2022
Lakhimpur,Dhakuakhana,0,01-07-2022
Lakhimpur,Bihpuria,0,01-07-2022
Lakhimpur,Kadam,0,01-07-2022
Lakhimpur,Nowboicha,0,01-07-2022
Lakhimpur,North,0,01-07-2022
Lakhimpur,Narayanpur,222,01-07-2022
Lakhimpur,Subansiri,95,01-07-2022
Karimganj,Nilambazar,413,01-07-2022
Karimganj,Badarpur,952,01-07-2022
Karimganj,Patherkandi,0,01-07-2022
Karimganj,Rk,1069,01-07-2022
Karimganj,Karimganj,5662,01-07-2022
Kamrup,Nagarbera,0,01-07-2022
Kamrup,Chamaria,0,01-07-2022
Kamrup,Hajo,810,01-07-2022
Kamrup,Kayan,40,01-07-2022
Kamrup,North,245,01-07-2022
Hojai,Lanka,0,01-07-2022
Hojai,Hojai,295,01-07-2022
Hailakandi,Lala,0,01-07-2022
Hailakandi,Algapur,3497,01-07-2022
Hailakandi,Katlicherra,0,01-07-2022
Hailakandi,Hailakandi,2365,01-07-2022
Dibrugarh,Chabua,0,01-07-2022
Dibrugarh,Tengakhat,0,01-07-2022
Dibrugarh,Naharkatia,0,01-07-2022
Dibrugarh,Moran,0,01-07-2022
Dibrugarh,Dibrugarh,0,01-07-2022
Dibrugarh,Tingkhong,0,01-07-2022
Dibrugarh,Dibrugarh,184,01-07-2022
Udalguri,Khairabari,0,01-07-2022
Udalguri,Harisinga,0,01-07-2022
Udalguri,Kalaigaon,0,01-07-2022
Udalguri,Udalguri,214,01-07-2022
Dima-Hasao,Haflong,1382,01-07-2022
Barpeta,Barpeta,3253,01-07-2022
Barpeta,Sarthebari,0,01-07-2022
Barpeta,Kalgachia,0,01-07-2022
Barpeta,Chenga,336,01-07-2022
Dibrugarh,Chabua,0,02-07-2022
Dibrugarh,Moran,0,02-07-2022
Dibrugarh,Dibrugarh,0,02-07-2022
Dibrugarh,Naharkatia,0,02-07-2022
Dibrugarh,Tengakhat,0,02-07-2022
Dibrugarh,Tingkhong,0,02-07-2022
Dibrugarh,Dibrugarh,203,02-07-2022
Dima-Hasao,Haflong,1421,02-07-2022
Udalguri,Khairabari,0,02-07-2022
Udalguri,Harisinga,0,02-07-2022
Udalguri,Kalaigaon,0,02-07-2022
Udalguri,Udalguri,309,02-07-2022
Tinsukia,Margherita,0,02-07-2022
Tinsukia,Tinsukia,203,02-07-2022
Tinsukia,Doomdooma,155,02-07-2022
Bajali,Bajali,0,02-07-2022
Bajali,Sarupeta,1280,02-07-2022
Tamulpur,Goreswar,102,02-07-2022
Nalbari,Paschim,26,02-07-2022
Biswanath,Gohpur,0,02-07-2022
Biswanath,Halem,44,02-07-2022
Barpeta,Barpeta,3249,02-07-2022
Barpeta,Baghbar,0,02-07-2022
Barpeta,Kalgachia,0,02-07-2022
Barpeta,Chenga,158,02-07-2022
Barpeta,Sarthebari,0,02-07-2022
Nagaon,Kaliabor,0,02-07-2022
Nagaon,Samaguri,0,02-07-2022
Nagaon,Rupahi,0,02-07-2022
Nagaon,Nagaon,6351,02-07-2022
Nagaon,Kampur,4980,02-07-2022
Nagaon,Raha,1591,02-07-2022
Morigaon,Mikirbheta,928,02-07-2022
Morigaon,Morigaon,482,02-07-2022
Morigaon,Mayong,0,02-07-2022
Morigaon,Laharighat,0,02-07-2022
Morigaon,Bhuragaon,3697,02-07-2022
Karimganj,Nilambazar,368,02-07-2022
Karimganj,Badarpur,824,02-07-2022
Karimganj,Patherkandi,0,02-07-2022
Karimganj,Karimganj,3770,02-07-2022
Karimganj,Rk,880,02-07-2022
Kamrup,Chamaria,0,02-07-2022
Kamrup,Hajo,752,02-07-2022
Kamrup,North,175,02-07-2022
Kamrup,Kayan,38,02-07-2022
Hojai,Lanka,0,02-07-2022
Hojai,Hojai,408,02-07-2022
Hailakandi,Katlicherra,0,02-07-2022
Hailakandi,Lala,0,02-07-2022
Hailakandi,Hailakandi,0,02-07-2022
Hailakandi,Algapur,2136,02-07-2022
Chirang,Bijni,648,02-07-2022
Cachar,Udharbond,0,02-07-2022
Cachar,Silchar,143368,02-07-2022
Cachar,Sonai,20450,02-07-2022
Cachar,Lakhipur,2075,02-07-2022
Cachar,Katigorah,76264,02-07-2022
Bajali,Sarupeta,1280,03-07-2022
Tinsukia,Tinsukia,40,03-07-2022
Tinsukia,Doomdooma,14,03-07-2022
Udalguri,Khairabari,0,03-07-2022
Udalguri,Harisinga,0,03-07-2022
Udalguri,Kalaigaon,0,03-07-2022
Udalguri,Udalguri,309,03-07-2022
Hailakandi,Lala,0,03-07-2022
Hailakandi,Algapur,1996,03-07-2022
Hailakandi,Katlicherra,0,03-07-2022
Hailakandi,Hailakandi,0,03-07-2022
Karimganj,Nilambazar,368,03-07-2022
Karimganj,Badarpur,727,03-07-2022
Karimganj,Rk,892,03-07-2022
Karimganj,Karimganj,2575,03-07-2022
Dima-Hasao,Haflong,1409,03-07-2022
Kamrup,North,115,03-07-2022
Kamrup,Kayan,38,03-07-2022
Kamrup,Hajo,539,03-07-2022
Nagaon,Samaguri,0,03-07-2022
Nagaon,Rupahi,0,03-07-2022
Nagaon,Nagaon,5606,03-07-2022
Nagaon,Raha,1591,03-07-2022
Nagaon,Kampur,4980,03-07-2022
Morigaon,Mikirbheta,0,03-07-2022
Morigaon,Mayong,0,03-07-2022
Morigaon,Morigaon,21817,03-07-2022
Morigaon,Laharighat,0,03-07-2022
Morigaon,Bhuragaon,4019,03-07-2022
Chirang,Bijni,580,03-07-2022
Cachar,Katigorah,76249,03-07-2022
Cachar,Lakhipur,2075,03-07-2022
Cachar,Udharbond,0,03-07-2022
Cachar,Sonai,16897,03-07-2022
Cachar,Silchar,130348,03-07-2022
Barpeta,Barpeta,2784,03-07-2022
Barpeta,Kalgachia,0,03-07-2022
Barpeta,Chenga,103,03-07-2022
Barpeta,Baghbar,0,03-07-2022
Nalbari,Paschim,26,03-07-2022
Tamulpur,Goreswar,102,03-07-2022
Dibrugarh,Dibrugarh,0,03-07-2022
Dibrugarh,Moran,0,03-07-2022
Dibrugarh,Chabua,0,03-07-2022
Dibrugarh,Naharkatia,0,03-07-2022
Dibrugarh,Tingkhong,0,03-07-2022
Dibrugarh,Tengakhat,0,03-07-2022
Dibrugarh,Dibrugarh,215,03-07-2022
Hojai,Lanka,0,03-07-2022
Hojai,Hojai,366,03-07-2022
Udalguri,Harisinga,0,04-07-2022
Udalguri,Kalaigaon,0,04-07-2022
Udalguri,Udalguri,309,04-07-2022
Nagaon,Samaguri,0,04-07-2022
Nagaon,Nagaon,4689,04-07-2022
Nagaon,Kampur,4980,04-07-2022
Nagaon,Raha,1591,04-07-2022
Tamulpur,Tamulpur,0,04-07-2022
Tamulpur,Goreswar,102,04-07-2022
Karimganj,Nilambazar,368,04-07-2022
Karimganj,Badarpur,654,04-07-2022
Karimganj,Karimganj,2109,04-07-2022
Karimganj,Rk,892,04-07-2022
Bajali,Sarupeta,1280,04-07-2022
Barpeta,Barpeta,1694,04-07-2022
Barpeta,Baghbar,0,04-07-2022
Barpeta,Kalgachia,0,04-07-2022
Cachar,Katigorah,65295,04-07-2022
Cachar,Silchar,43365,04-07-2022
Cachar,Udharbond,0,04-07-2022
Cachar,Sonai,16897,04-07-2022
Cachar,Lakhipur,1550,04-07-2022
Chirang,Bijni,580,04-07-2022
Morigaon,Mikirbheta,928,04-07-2022
Morigaon,Mayong,0,04-07-2022
Morigaon,Laharighat,0,04-07-2022
Morigaon,Morigaon,573,04-07-2022
Morigaon,Bhuragaon,4019,04-07-2022
Dima-Hasao,Haflong,1396,04-07-2022
Dibrugarh,Moran,0,04-07-2022
Dibrugarh,Tengakhat,0,04-07-2022
Dibrugarh,Chabua,0,04-07-2022
Dibrugarh,Dibrugarh,0,04-07-2022
Dibrugarh,Naharkatia,0,04-07-2022
Dibrugarh,Tingkhong,0,04-07-2022
Dibrugarh,Dibrugarh,215,04-07-2022
Hailakandi,Lala,0,04-07-2022
Hailakandi,Katlicherra,0,04-07-2022
Hailakandi,Algapur,1075,04-07-2022
Hojai,Lanka,0,04-07-2022
Hojai,Hojai,548,04-07-2022
Kamrup,North,100,04-07-2022
Kamrup,Kayan,38,04-07-2022
Kamrup,Hajo,24,04-07-2022
Cachar,Udharbond,0,05-07-2022
Cachar,Sonai,13766,05-07-2022
Cachar,Lakhipur,1550,05-07-2022
Cachar,Silchar,43359,05-07-2022
Cachar,Katigorah,65295,05-07-2022
Chirang,Bengtal,0,05-07-2022
Chirang,Bijni,513,05-07-2022
Dibrugarh,Moran,0,05-07-2022
Dibrugarh,Chabua,0,05-07-2022
Dibrugarh,Tingkhong,0,05-07-2022
Dibrugarh,Naharkatia,0,05-07-2022
Dibrugarh,Dibrugarh,0,05-07-2022
Dibrugarh,Dibrugarh,190,05-07-2022
Bajali,Sarupeta,1280,05-07-2022
Hailakandi,Hailakandi,0,05-07-2022
Hailakandi,Lala,0,05-07-2022
Hailakandi,Katlicherra,0,05-07-2022
Hailakandi,Algapur,1075,05-07-2022
Kamrup,Kayan,38,05-07-2022
Kamrup,North,100,05-07-2022
Karimganj,Nilambazar,368,05-07-2022
Karimganj,Badarpur,654,05-07-2022
Karimganj,Patherkandi,0,05-07-2022
Karimganj,Karimganj,1567,05-07-2022
Karimganj,Rk,718,05-07-2022
Morigaon,Mikirbheta,1620,05-07-2022
Morigaon,Morigaon,573,05-07-2022
Morigaon,Mayong,0,05-07-2022
Morigaon,Bhuragaon,3325,05-07-2022
Nagaon,Samaguri,0,05-07-2022
Nagaon,Nagaon,3956,05-07-2022
Nagaon,Raha,1591,05-07-2022
Nagaon,Kampur,4980,05-07-2022
Barpeta,Barpeta,95,05-07-2022
Barpeta,Kalgachia,0,05-07-2022
Dima-Hasao,Haflong,1407,05-07-2022
Tamulpur,Goreswar,102,05-07-2022
Bajali,Sarupeta,475,06-07-2022
Cachar,Silchar,41197,06-07-2022
Cachar,Katigorah,65295,06-07-2022
Cachar,Sonai,13430,06-07-2022
Cachar,Lakhipur,1550,06-07-2022
Cachar,Udharbond,0,06-07-2022
Chirang,Bijni,153,06-07-2022
Dibrugarh,Moran,0,06-07-2022
Dibrugarh,Chabua,0,06-07-2022
Dibrugarh,Naharkatia,0,06-07-2022
Dibrugarh,Dibrugarh,143,06-07-2022
Dibrugarh,Dibrugarh,0,06-07-2022
Dima-Hasao,Haflong,1405,06-07-2022
Tamulpur,Tamulpur,0,06-07-2022
Tamulpur,Goreswar,102,06-07-2022
Nagaon,Samaguri,0,06-07-2022
Nagaon,Kampur,2159,06-07-2022
Nagaon,Nagaon,2796,06-07-2022
Nagaon,Raha,1590,06-07-2022
Morigaon,Mikirbheta,0,06-07-2022
Morigaon,Mayong,0,06-07-2022
Morigaon,Morigaon,930,06-07-2022
Morigaon,Bhuragaon,468,06-07-2022
Karimganj,Nilambazar,368,06-07-2022
Karimganj,Rk,523,06-07-2022
Karimganj,Badarpur,512,06-07-2022
Karimganj,Karimganj,1080,06-07-2022
Kamrup,North,57,06-07-2022
Kamrup,Kayan,38,06-07-2022
Hailakandi,Algapur,895,06-07-2022
Hailakandi,Lala,0,06-07-2022
Hailakandi,Katlicherra,0,06-07-2022
Hailakandi,Hailakandi,0,06-07-2022
Hailakandi,Algapur,671,07-07-2022
Hailakandi,Lala,0,07-07-2022
Hailakandi,Katlicherra,0,07-07-2022
Hailakandi,Hailakandi,0,07-07-2022
Kamrup,Kamalpur,0,07-07-2022
Kamrup,Kayan,38,07-07-2022
Kamrup,North,57,07-07-2022
Tamulpur,Goreswar,102,07-07-2022
Chirang,Bijni,153,07-07-2022
Bajali,Sarupeta,475,07-07-2022
Nagaon,Nagaon,0,07-07-2022
Nagaon,Kampur,1216,07-07-2022
Nagaon,Raha,1590,07-07-2022
Dima-Hasao,Haflong,1374,07-07-2022
Karimganj,Rk,523,07-07-2022
Karimganj,Karimganj,941,07-07-2022
Karimganj,Nilambazar,368,07-07-2022
Karimganj,Badarpur,512,07-07-2022
Morigaon,Mikirbheta,0,07-07-2022
Morigaon,Mayong,0,07-07-2022
Morigaon,Bhuragaon,0,07-07-2022
Morigaon,Morigaon,573,07-07-2022
Cachar,Lakhipur,1550,07-07-2022
Cachar,Silchar,41197,07-07-2022
Cachar,Sonai,8982,07-07-2022
Cachar,Katigorah,31242,07-07-2022
Dibrugarh,Naharkatia,0,07-07-2022
Dibrugarh,Moran,0,07-07-2022
Dibrugarh,Dibrugarh,0,07-07-2022
Dibrugarh,Dibrugarh,30,07-07-2022
Tamulpur,Goreswar,56,08-07-2022
Morigaon,Mikirbheta,0,08-07-2022
Morigaon,Mayong,0,08-07-2022
Morigaon,Bhuragaon,0,08-07-2022
Morigaon,Morigaon,573,08-07-2022
Karimganj,Nilambazar,343,08-07-2022
Karimganj,Karimganj,732,08-07-2022
Karimganj,Badarpur,369,08-07-2022
Karimganj,Patherkandi,0,08-07-2022
Nagaon,Nagaon,0,08-07-2022
Nagaon,Raha,1591,08-07-2022
Hailakandi,Lala,0,08-07-2022
Hailakandi,Hailakandi,0,08-07-2022
Hailakandi,Katlicherra,0,08-07-2022
Hailakandi,Algapur,353,08-07-2022
Dima-Hasao,Haflong,1374,08-07-2022
Bajali,Sarupeta,355,08-07-2022
Chirang,Bijni,153,08-07-2022
Cachar,Sonai,302,08-07-2022
Cachar,Silchar,37197,08-07-2022
Cachar,Lakhipur,482,08-07-2022
Cachar,Katigorah,31242,08-07-2022
Kamrup,Kayan,38,08-07-2022
Kamrup,North,25,08-07-2022
Tamulpur,Goreswar,56,09-07-2022
Morigaon,Mikirbheta,0,09-07-2022
Morigaon,Mayong,0,09-07-2022
Morigaon,Morigaon,573,09-07-2022
Morigaon,Bhuragaon,0,09-07-2022
Karimganj,Nilambazar,288,09-07-2022
Karimganj,Karimganj,519,09-07-2022
Karimganj,Badarpur,369,09-07-2022
Hailakandi,Lala,0,09-07-2022
Hailakandi,Katlicherra,0,09-07-2022
Hailakandi,Hailakandi,0,09-07-2022
Hailakandi,Algapur,353,09-07-2022
Dima-Hasao,Haflong,1366,09-07-2022
Chirang,Bijni,153,09-07-2022
Cachar,Silchar,41197,09-07-2022
Cachar,Sonai,0,09-07-2022
Cachar,Lakhipur,433,09-07-2022
Cachar,Katigorah,4571,09-07-2022
Kamrup,North,0,09-07-2022
Kamrup,Kayan,38,09-07-2022
Bajali,Bajali,0,09-07-2022
Bajali,Sarupeta,251,09-07-2022
Morigaon,Morigaon,815,10-07-2022
Morigaon,Mayong,0,10-07-2022
Morigaon,Mikirbheta,0,10-07-2022
Morigaon,Bhuragaon,0,10-07-2022
Tamulpur,Goreswar,56,10-07-2022
Kamrup,Kayan,38,10-07-2022
Chirang,Bijni,153,10-07-2022
Cachar,Silchar,32197,10-07-2022
Cachar,Sonai,0,10-07-2022
Cachar,Lakhipur,433,10-07-2022
Cachar,Katigorah,3442,10-07-2022
Dima-Hasao,Haflong,1366,10-07-2022
Bajali,Sarupeta,251,10-07-2022
Tamulpur,Goreswar,56,11-07-2022
Morigaon,Mayong,0,11-07-2022
Morigaon,Morigaon,815,11-07-2022
Morigaon,Mikirbheta,0,11-07-2022
Kamrup,Kayan,38,11-07-2022
Chirang,Bijni,153,11-07-2022
Cachar,Udharbond,0,11-07-2022
Cachar,Silchar,15443,11-07-2022
Cachar,Katigorah,2844,11-07-2022
Cachar,Sonai,0,11-07-2022
Cachar,Lakhipur,60,11-07-2022
Dima-Hasao,Haflong,1304,11-07-2022
Bajali,Sarupeta,251,11-07-2022
Cachar,Silchar,15443,12-07-2022
Cachar,Lakhipur,60,12-07-2022
Cachar,Katigorah,1572,12-07-2022
Chirang,Bijni,153,12-07-2022
Dima-Hasao,Haflong,1138,12-07-2022
Morigaon,Mikirbheta,0,12-07-2022
Morigaon,Morigaon,815,12-07-2022
Tamulpur,Goreswar,56,12-07-2022
Cachar,Katigorah,1572,07-13-2022
Cachar,Lakhipur,60,07-13-2022
Cachar,Silchar,13485,07-13-2022
Chirang,Bijni,153,07-13-2022
Dima-Hasao,Haflong,1104,07-13-2022
Morigaon,Morigaon,640,07-13-2022
Morigaon,Bhuragaon,0,07-15-2022
Morigaon,Morigaon,738,07-15-2022
Morigaon,Mikirbheta,0,07-15-2022
Chirang,Bijni,153,07-15-2022
Dima-Hasao,Haflong,1063,07-15-2022
Cachar,Silchar,8346,07-15-2022
Morigaon ,Morigaon,738,07-16-2022
Dima-Hasao,Haflong,1070,07-16-2022
Chirang,Bijni,153,07-16-2022
Cachar,Silchar,8346,07-16-2022
Cachar,Katigorah,0,07-16-2022
Cachar,Silchar,5246,07-17-2022
Cachar,Katigorah,0,2022-07-17
Dima-Hasao,Haflong,327,2022-07-17
Morigaon,Morigaon,706,2022-07-17
Dima-Hasao,Haflong,291,2022-07-18
Cachar,Silchar,2748,2022-07-18
Cachar,Katigorah,0,2022-07-18
Morigaon,Morigaon,676,2022-07-18
Cachar,Silchar,1022,2022-07-19
Cachar,Katigorah,0,2022-07-19
Morigaon,Morigaon,676,2022-07-19
Dima-Hasao,Haflong,121,2022-07-19
Cachar,Katigorah,0,2022-07-20
Cachar,Silchar,788,2022-07-20
Dima-Hasao,Haflong,121,2022-07-20
Morigaon,Morigaon,626,2022-07-20
Cachar,Silchar,647,2022-07-21
Cachar,Katigorah,0,2022-07-21
Morigaon,Mikirbheta,0,2022-07-21
Morigaon,Morigaon,606,2022-07-21
Cachar,Silchar,488,2022-07-22
Cachar,Katigorah,0,2022-07-22
Morigaon,Morigaon,596,2022-07-22
Cachar,Silchar,86,2022-07-23
Cachar,Katigorah,0,2022-07-23
Morigaon,Morigaon,570,2022-07-23
Morigaon,Morigaon,542,2022-07-24
Morigaon,Morigaon,537,2022-07-25
Morigaon,Morigaon,278,2022-07-26
Morigaon,Morigaon,143,2022-07-27
Morigaon,Morigaon,118,2022-07-28
Charaideo,Sapekhati,0,2022-07-28
Charaideo,Sonari,74,2022-07-28
Charaideo,Sonari,75,2022-07-29
Morigaon,Mayong,0,2022-07-29
Morigaon,Morigaon,115,2022-07-29
Morigaon,Morigaon,76,2022-07-30
Morigaon,Morigaon,76,2022-07-31
Dhemaji,Gogamukh,0,2022-07-31
Dhemaji,Dhemaji,344,2022-07-31
Lakhimpur,Subansiri,366,2022-01-08
Dhemaji,Sissiborgaon,0,2022-01-08
Dhemaji,Dhemaji,355,2022-01-08
Dhemaji,Gogamukh,92,2022-01-08
Chirang,Sidli,0,2022-01-08
Chirang,Bengtal,0,2022-01-08
Chirang,Bijni,241,2022-01-08
Dhemaji,Gogamukh,0,2022-02-08
Dhemaji,Dhemaji,327,2022-02-08
Udalguri,Khairabari,902,2022-02-08
Udalguri,Harisinga,348,2022-02-08
Lakhimpur,Subansiri,38,2022-02-08
Chirang,Bengtal,0,2022-02-08
Chirang,Bijni,241,2022-02-08
Udalguri,Udalguri,0,2022-03-08
Udalguri,Khairabari,764,2022-03-08
Udalguri,Harisinga,348,2022-03-08
Dhemaji,Gogamukh,0,2022-03-08
Dhemaji,Dhemaji,176,2022-03-08
Chirang,Bijni,223,2022-03-08
Chirang,Bijni,223,2022-04-08
Udalguri,Khairabari,727,2022-04-08
Udalguri,Harisinga,349,04-08-2022
Udalguri,Khairabari,96,05-08-2022
Udalguri,Harisinga,138,05-08-2022
Udalguri,Khairabari,0,06-08-2022
Udalguri,Harisinga,138,06-08-2022
Udalguri,Harisinga,42,09-08-2022
Udalguri,Khairabari,0,09-08-2022
Udalguri,Khairabari,0,10-08-2022
Udalguri,Harisinga,42,10-08-2022
Udalguri,Khairabari,0,11-08-2022
Udalguri,Harisinga,42,11-08-2022
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
