District,RevenueCircle,Number of camps,Date
Tinsukia,sadiya,0,2022-07-20
Cachar,silchar,3,2022-07-21
Morigaon,morigaon,6,2022-07-21
Tinsukia,sadiya,0,2022-07-21
Tinsukia,tinsukia,0,2022-07-21
Cachar,silchar,1,2022-07-22
Morigaon,morigaon,6,2022-07-22
Cachar,silchar,1,2022-07-23
Dima-Hasao,haflong,0,2022-07-23
Morigaon,morigaon,6,2022-07-23
Morigaon,morigaon,6,2022-07-24
Morigaon,morigaon,6,2022-07-25
Tamulpur,goreswar,0,2022-07-25
Dima-Hasao,haflong,0,2022-07-26
Morigaon,morigaon,5,2022-07-26
Morigaon,morigaon,2,2022-07-27
Charaideo,sonari,1,2022-07-28
Charaideo,sapekhati,0,2022-07-28
Morigaon,morigaon,2,2022-07-28
Charaideo,sonari,1,2022-07-29
Morigaon,morigaon,2,2022-07-29
Morigaon,morigaon,2,2022-07-30
Morigaon,morigaon,2,2022-07-31
Dhemaji,dhemaji,2,2022-07-31
Dhemaji,dhemaji,2,2022-01-08
Dhemaji,gogamukh,1,2022-01-08
Lakhimpur,subansiri,2,2022-01-08
Chirang,bijni,2,2022-01-08
Chirang,sidli,0,2022-01-08
Bajali,sarupeta,0,2022-04-08
Chirang,bijni,1,2022-04-08
Udalguri,khairabari,3,2022-04-08
Udalguri,harisinga,3,2022-04-08
Udalguri,harisinga,2,2022-05-08
Udalguri,khairabari,3,2022-05-08
Udalguri,harisinga,2,2022-06-08
Udalguri,harisinga,1,2022-09-08
Udalguri,harisinga,1,2022-10-08
Udalguri,harisinga,1,2022-11-08
Lakhimpur,north,0,2022-12-10
Lakhimpur,nowboicha,0,2022-12-10
Dibrugarh,chabua,0,2022-12-10
Dhemaji,dhemaji,0,2022-12-10
Dhemaji,jonai,0,2022-12-10
Dhemaji,sissiborgaon,0,2022-12-10
Dhemaji,gogamukh,0,2022-12-10
Lakhimpur,subansiri,0,2022-10-13
Lakhimpur,nowboicha,0,2022-10-13
Lakhimpur,north,0,2022-10-13
Dibrugarh,chabua,0,2022-10-13
Lakhimpur,north,0,2022-10-14
Lakhimpur,nowboicha,0,2022-10-14
Lakhimpur,bihpuria,0,2022-10-14
Tinsukia,tinsukia,0,2022-10-14
Chirang,bijni,2,2022-02-08
Dhemaji,dhemaji,2,2022-02-08
Dhemaji,gogamukh,0,2022-02-08
Lakhimpur,subansiri,1,2022-02-08
Udalguri,khairabari,3,2022-02-08
Udalguri,harisinga,3,2022-02-08
Chirang,bijni,1,2022-03-08
Dhemaji,dhemaji,1,2022-03-08
Dhemaji,gogamukh,0,2022-03-08
Udalguri,khairabari,3,2022-03-08
Udalguri,harisinga,3,2022-03-08
Dhemaji,dhemaji,0,2022-11-10
Dhemaji,sissiborgaon,0,2022-11-10
Golaghat,golaghat,0,2022-09-14
Dhemaji,jonai,0,2022-09-09
Dhemaji,dhemaji,0,2022-11-06
Dhemaji,sissiborgaon,0,2022-11-06
Dhemaji,jonai,0,2022-08-09
Bajali,sarupeta,9,2022-06-19
Bajali,bajali,38,2022-06-19
Baksa,barama,3,2022-06-19
Baksa,baska,3,2022-06-19
Baksa,barnagar,0,2022-06-19
Barpeta,barpeta,33,2022-06-19
Barpeta,baghbar,4,2022-06-19
Barpeta,sarthebari,13,2022-06-19
Barpeta,chenga,32,2022-06-19
"Bongaigao
n",manikpur,3,2022-06-19
"Bongaigao
n",boitamari,3,2022-06-19
"Bongaigao
n",srijangram,26,2022-06-19
Cachar,katigorah,17,2022-06-19
Cachar,silchar,57,2022-06-19
Cachar,lakhipur,6,2022-06-19
Cachar,sonai,7,2022-06-19
Cachar,udharbond,1,2022-06-19
Chirang,bengtal,1,2022-06-19
Chirang,bijni,11,2022-06-19
Darrang,mangaldoi,9,2022-06-19
Darrang,dalgaon,1,2022-06-19
Darrang,sipajhar,4,2022-06-19
Darrang,patharighat,5,2022-06-19
Dhemaji,sissiborgaon,0,2022-06-19
Dhemaji,dhemaji,0,2022-06-19
Dhemaji,jonai,0,2022-06-19
Dhemaji,gogamukh,0,2022-06-19
Dhubri,chapar,3,2022-06-19
Dhubri,athani,4,2022-06-19
Dhubri,bilasipara,35,2022-06-19
Dhubri,golakganj,1,2022-06-19
Dibrugarh,chabua,0,2022-06-19
"Dima-
Hasao",haflong,25,2022-06-19
Goalpara,balijana,26,2022-06-19
Goalpara,lakhipur,30,2022-06-19
Goalpara,matia,3,2022-06-19
Hailakandi,hailakandi,5,2022-06-19
Hailakandi,algapur,3,2022-06-19
Hailakandi,katlicherra,0,2022-06-19
Hailakandi,lala,0,2022-06-19
Hojai,hojai,33,2022-06-19
Hojai,doboka,14,2022-06-19
Kamrup,rangia,9,2022-06-19
Kamrup,hajo,3,2022-06-19
Kamrup,north,4,2022-06-19
Kamrup,kamalpur,10,2022-06-19
Kamrup,kayan,0,2022-06-19
"Kamrup 
(M)",guwahati,2,2022-06-19
"Karbi 
Anglong 
West",donkamokam,0,2022-06-19
Karimganj,badarpur,10,2022-06-19
Karimganj,patherkandi,1,2022-06-19
Karimganj,karimganj,19,2022-06-19
Karimganj,nilambazar,0,2022-06-19
Karimganj,rk,0,2022-06-19
Kokrajhar,gossaigaon,2,2022-06-19
Kokrajhar,bagribari,9,2022-06-19
Kokrajhar,kokrajhar,3,2022-06-19
Kokrajhar,dotma,2,2022-06-19
Kokrajhar,bhawraguri,0,2022-06-19
Lakhimpur,north,0,2022-06-19
Lakhimpur,dhakuakhana,0,2022-06-19
Lakhimpur,bihpuria,0,2022-06-19
Lakhimpur,nowboicha,0,2022-06-19
Nagaon,kampur,17,2022-06-19
Nagaon,raha,5,2022-06-19
Nagaon,nagaon,11,2022-06-19
Nalbari,ghograpar,3,2022-06-19
Nalbari,tihu,20,2022-06-19
Nalbari,banekuchi,17,2022-06-19
Nalbari,paschim,21,2022-06-19
Nalbari,barbhag,20,2022-06-19
Nalbari,nalbari,30,2022-06-19
Sivasagar,sivsagar,0,2022-06-19
Sonitpur,dhekiajuli,1,2022-06-19
Sonitpur,chariduar,1,2022-06-19
Sonitpur,thelamara,0,2022-06-19
Sonitpur,tezpur,0,2022-06-19
Tamulpur,goreswar,8,2022-06-19
Tamulpur,tamulpur,14,2022-06-19
Tinsukia,doomdooma,4,2022-06-19
Tinsukia,tinsukia,0,2022-06-19
Udalguri,udalguri,10,2022-06-19
Udalguri,harisinga,5,2022-06-19
Udalguri,kalaigaon,6,2022-06-19
Udalguri,mazbat,9,2022-06-19
Udalguri,khairabari,0,2022-06-19
Cachar,silchar,63,2022-06-26
Cachar,sonai,50,2022-06-26
Cachar,katigorah,94,2022-06-26
Cachar,lakhipur,23,2022-06-26
Chirang,bijni,3,2022-06-26
Darrang,mangaldoi,2,2022-06-26
Darrang,sipajhar,1,2022-06-26
Dhemaji,sissiborgaon,0,2022-06-26
Dibrugarh,dibrugarh,0,2022-06-26
"Dima-
Hasao",haflong,25,2022-06-26
Goalpara,lakhipur,12,2022-06-26
Goalpara,balijana,6,2022-06-26
Hailakandi,algapur,5,2022-06-26
Hailakandi,hailakandi,0,2022-06-26
Hojai,hojai,3,2022-06-26
Kamrup,kayan,3,2022-06-26
Kamrup,kamalpur,2,2022-06-26
Kamrup,north,11,2022-06-26
Kamrup,rangia,3,2022-06-26
Kamrup,hajo,0,2022-06-26
"Karbi 
Anglong 
West",donkamokam,0,2022-06-26
Karimganj,badarpur,16,2022-06-26
Karimganj,nilambazar,7,2022-06-26
Karimganj,karimganj,29,2022-06-26
Karimganj,patherkandi,3,2022-06-26
Karimganj,rk,0,2022-06-26
Lakhimpur,north,0,2022-06-26
Lakhimpur,subansiri,0,2022-06-26
Lakhimpur,nowboicha,0,2022-06-26
Morigaon,morigaon,1,2022-06-26
Nagaon,raha,13,2022-06-26
Nagaon,nagaon,36,2022-06-26
Nagaon,kampur,17,2022-06-26
Nalbari,paschim,6,2022-06-26
Nalbari,barbhag,2,2022-06-26
Nalbari,tihu,1,2022-06-26
Sonitpur,dhekiajuli,1,2022-06-26
"South 
Salmara",mankachar,5,2022-06-26
Tamulpur,goreswar,2,2022-06-26
Udalguri,udalguri,2,2022-06-26
Udalguri,mazbat,0,2022-06-26
Bajali,sarupeta,0,2022-06-26
Bajali,bajali,0,2022-06-26
Baksa,baska,0,2022-06-26
Barpeta,barpeta,60,2022-06-26
Barpeta,baghbar,20,2022-06-26
Barpeta,chenga,37,2022-06-26
Barpeta,barnagar,0,2022-06-26
Barpeta,kalgachia,0,2022-06-26
Dima-Hasao,haflong,0,2022-06-14
Kamrup (M),guwahati,1,2022-06-14
Kamrup (M),dispur,1,2022-06-14
Bajali,sarupeta,2,2022-06-25
Bajali,bajali,0,2022-06-25
Baksa,barnagar,0,2022-06-25
Barpeta,barpeta,97,2022-06-25
Barpeta,baghbar,19,2022-06-25
Barpeta,chenga,37,2022-06-25
Barpeta,kalgachia,0,2022-06-25
Cachar,lakhipur,22,2022-06-25
Cachar,katigorah,94,2022-06-25
Cachar,udharbond,1,2022-06-25
Cachar,sonai,44,2022-06-25
Cachar,silchar,63,2022-06-25
Chirang,bijni,3,2022-06-25
Darrang,sipajhar,1,2022-06-25
Darrang,mangaldoi,3,2022-06-25
Darrang,patharighat,0,2022-06-25
Dhemaji,dhemaji,0,2022-06-25
Dhemaji,sissiborgaon,0,2022-06-25
Dhemaji,gogamukh,0,2022-06-25
Dibrugarh,dibrugarh,0,2022-06-25
"Dima-
Hasao",haflong,26,2022-06-25
Goalpara,lakhipur,13,2022-06-25
Goalpara,balijana,12,2022-06-25
"Hailakand
i",hailakandi,5,2022-06-25
"Hailakand
i",lala,0,2022-06-25
"Hailakand
i",algapur,0,2022-06-25
Hojai,doboka,4,2022-06-25
Hojai,hojai,4,2022-06-25
Kamrup,rangia,8,2022-06-25
Kamrup,kamalpur,12,2022-06-25
Kamrup,north,13,2022-06-25
Kamrup,kayan,2,2022-06-25
Kamrup,hajo,0,2022-06-25
"Karbi 
Anglong 
West",donkamokam,0,2022-06-25
Karimganj,nilambazar,8,2022-06-25
Karimganj,karimganj,29,2022-06-25
Karimganj,badarpur,20,2022-06-25
Karimganj,patherkandi,5,2022-06-25
"Lakhimpu
r",subansiri,0,2022-06-25
"Lakhimpu
r",bihpuria,0,2022-06-25
Morigaon,morigaon,1,2022-06-25
Morigaon,mikirbheta,0,2022-06-25
Nagaon,kampur,17,2022-06-25
Nagaon,nagaon,35,2022-06-25
Nagaon,raha,12,2022-06-25
Nalbari,paschim,6,2022-06-25
Nalbari,tihu,1,2022-06-25
Nalbari,barbhag,4,2022-06-25
Nalbari,nalbari,2,2022-06-25
Sonitpur,dhekiajuli,1,2022-06-25
"South 
Salmara",mankachar,8,2022-06-25
Tamulpur,goreswar,2,2022-06-25
Tamulpur,tamulpur,1,2022-06-25
Cachar,katigorah,29,2022-05-30
Cachar,sonai,1,2022-05-30
Cachar,silchar,39,2022-05-30
Dima-Hasao,haflong,0,2022-05-30
Morigaon,morigaon,3,2022-05-30
Nagaon,nagaon,3,2022-05-30
Nagaon,raha,7,2022-05-30
Nagaon,kampur,2,2022-05-30
Lakhimpur,nowboicha,0,2022-10-15
Cachar,katigorah,20,2022-07-13
Cachar,lakhipur,1,2022-07-13
Cachar,silchar,24,2022-07-13
Chirang,bijni,1,2022-07-13
Dima-Hasao,haflong,17,2022-07-13
Morigaon,morigaon,8,2022-07-13
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
