District,Number of damages,Details,Date,,,,,,,
Karimganj,2,"Patherkandi - Mantrigram Left Bank | Mantrigram | AEE, Water Resource, Patharkandi reported that on 08/07/22 due to rainfall a slump down occurred at left bank of river lonagai at mantrigram | (Long - 92.299703, Lat - 24.593836),  Pecharghat Left Bank | Pecharghat | AEE, Water Resource, Patharkandi reported that on 05/07/22 due to rainfall a slump down occurred at left bank of river lonagai at Pecharghat. | (Long - 92.326433, Lat - 24.480876)",13-07-2022,,,,,,,
Karimganj,2,"Nilambazar - Embankment along both bank of River Longai | From Patherkandi to Nilambazar Ph-II R/B | On 16-06-2022, the EE, Karimganj W.R. Division Karimganj reported that on 21-05-2022, sloughing is observed at Cherrarbazar, Teoghori, Issaganj and Bahadurpur and presently due to incessant rainfall, the embankment at the said locations is affected | (Long - 24.715558, Lat - 92.333643),  Embankment along both bank of River Longai | Nilambazar to Krishnanagar Ph-I L/B | On 16-06-2022, the EE, Karimganj W.R. Division Karimganj reported that on 21-05-2022, sloughing is observed at Krishnanagar, Gandhai and Medha and presently due to incessant rainfall, the embankment at the said locations is affected | (Long - 24.759522, Lat - 92.340291)",17-06-2022,,,,,,,
Karimganj,4,"Badarpur - Dyke along L/B of River Barak from Badarpur to Bhanga Ph-II | Naharpur to Kandigram area of Badarpur | On 09-06-2022, the EE, Cachar Invs. WR Division, Badarpur submitted report stating that on 19-05-2022, due to high rise of flood water, Over topping reached at Naharpur at Ch 3650m to 6100 m affecting the said dyke.,  Dyke along L/B of River Barak from Badarpur to Bhanga Ph-I | Bhairab Bari umarpur to Srigouri | On 09-06-2022, the EE, Cachar Invs. WR Division, Badarpur submitted report stating that on 19-05-2022, due to high rise of flood water, Over topping reached at Bhairab Bari Umarpur at Ch 4945 to 5200 m affecting the said dyke.,  Patherkandi - Tapadarpara Right Bank | Tapadarpara, Patharkandi | As reported by AEE, Water Resource, Patharkandi, due to incessant rainfall on 09/06/2022 an erosion (slump down) occured at right bank of river Longai at Village-Tapadarpara. Approx stretch is 22 meter. ,  Kachubari Left Bank | Kachubari | As reported by AEE, Water Resource, Patharkandi due to incessant rainfall on 09/06/2022 an erosion (slump down) occured at left bank of river Longai at Village-Kachubari. Approx stretch is 16 meter.",10-06-2022,,,,,,,
Karimganj,15,"RK Nagar - janatabazar Right Bank of Singla River | janatabazar Right Bank of Singla River | janatabazar Right Bank of Singla River Sloughing 300 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.395263, Lat - 24.304177),  Cheragibazarbazar Right Bank of Singla River | Cheragibazarbazar Right Bank of Singla River | Cheragibazarbazar Right Bank of Singla River Sloughing 400 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.392620, Lat - 24.357130),  Dullavcherra Borobazar Right Bank of Singla River | Dullavcherra Borobazar Right Bank of Singla River | Dullavcherra Borobazar Right Bank of Singla River Sloughing 400 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 0.000000, Lat - 0.000000),  Biswahindu Parisad River Right Bank of Singla River | Biswahindu Parisad River Bank | Biswahindu Parisad River Bank of Singla River Sloughing 200 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.436184, Lat - 24.485142),  Dullavchara Bridge River Right Bank of Singla River | Dullavchara Bridge River Right Bank of Singla River | Dullavchara Bridge River Right Bank of Singla River Sloughing 400 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.434382, Lat - 24.485139),  Chantilla Right Bank of Singla River | Chantilla Right Bank of Singla River | Chantilla Right Bank of Singla River Sloughing 100 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.414855, Lat - 24.499962),  Veterbond Left Bank of Singla River | Veterbond Left Bank of Singla River | Veterbond Left Bank of Singla River Sloughing 400 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.431366, Lat - 24.477406),  Bhavanipur Right Bank of Singla River | Bhavanipur Right Bank of Singla River | Bhavanipur Right Bank of Singla River Sloughing 400 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.441285, Lat - 24.612340),  Pakribaba Shiv Temple Right Bank of Singla River | Pakribaba Shiv Temple Right Bank of Singla River | Pakribaba Shiv Temple Right Bank of Singla River Sloughing 300 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 24.434914, Lat - 92.431623),  Rupagram Left Bank of Singla River | Rupagram Left Bank of Singla River | Rupagram Left Bank of Singla River Sloughing 270 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.429877, Lat - 24.514418),  Joynagar Left Bank of Singla River | Joynagar Left Bank of Singla River | Janatabazar Right Bank of Singla River Sloughing 100 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.428170, Lat - 24.518848),  Kalamagura Left Bank of Singla River | Kalamagura Left Bank of Singla River | Kalamagura Left Bank of Singla River Sloughing 160 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 24.303475, Lat - 92.392050),  Panchdali Ring Bund Left Bank of Singla River | Panchdali Ring Bund Left Bank of Singla River | Panchdali Ring Bund Left Bank of Singla River janatabazar Right Bank of Singla River Sloughing 250 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.435952, Lat - 24.533932),  Beratuk Left Bank of Singla River | Beratuk Left Bank of Singla River | Beratuk Left Bank of Singla River Sloughing 130 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.431162, Lat - 24.545776),  Amarkhal Right Bank of Singla River | Amarkhal Right Bank of Singla River | Amarkhal Right Bank of Singla River Sloughing 240 m due to flood as Reported by Assistant Executive Engineer, Karimganj Water Resourses Sub-Division , Karimganj on date 01-06-2022 | (Long - 92.432862, Lat - 24.549957)",03-07-2022,,,,,,,
Karimganj,15,"Karimganj - Flood emmbankment cum road along L/B | Laxmi Bazar to Lafasail, Deopur Ring Bund, Deopur Sluice Gate | Flood emmbankment cum road along L/B of river Kushiyara Ph-II (10115M-15785) on 18/05/22 and 22/06/2022 Damage of border fencing,border road and over topping, damage of border road , damage of culvert (breach like damage), damage of local houses,, embankment & lover topping. As reported by AEE WRD on 24/06/22 | (Long - 92.235243, Lat - 24.900932),  Flood emmbankment cum road along L/B | Steamerghat, Daspatty, Charbazar, Charakuri, sarisa, jabainpur, Bakarshal | Flood emmbankment cum road along L/B of river Kushiyara Ph-II (10115M-15785) damage of local houses,, embankment & lover topping. Damage of flood wall,sloughing of dowel bund & overtopping ,As reported by AEE WRD on 24/06/22 | (Long - 92.362467, Lat - 24.872000),  Embankment cum road along L/b of river Khusiyara | Lamajuar , Sheralipur | Embankment cum road along L/b of river Khusiyara horitikor BOP camp to Kachua confluence (0M-6780M) Damage of border fencing, border road ,sloughing & overtopping on 22/06/2022,As reported by AEE WRD on 24/06/22 | (Long - 92.444601, Lat - 24.870291),  Embankment cum road along L/b of river Khusiyara | Jaganati , Serulbhag | Embankment cum road along L/b of river Khusiyara from Tilabazar to Laxmibazar Ph-II (Ch.6780M-11970M) damage of border fencing and sloughing on 22/06/2022 As reported by AEE WRD on 24/06/22 | (Long - 92.269000, Lat - 24.904000),  Embankment cum road along L/b of river Kachua confluence. | Chargola | Embankment cum road along L/b of river Kachua confluence. to Karimganj (Ch 0M-10115M) damage of PWD Roads,embankment overtopping etc on 22/06/2022 As reported by AEE WRD on 24/06/22 | (Long - 92.421000, Lat - 24.847000),  Khatakhal LOngai Sluice | Khatakhal, Fatehpur | Damage of embankment sluice gate,over topping,Damage of PWD Roads ,Sloughing on 22/06/2022 As reported by AEE WRD on 24/06/22 | (Long - 92.344402, Lat - 24.844000),  Embankment cum road along of L/B of river Khusiyara | Sadarasi | Embankment cum road along of L/B of river Khusiyara from tila bazar to laxmibazar Ph-I(Ch .0M-6780) Damage of border fencing and sloughing on 22/06/2022 As reported by AEE WRD on 24/06/22 | (Long - 92.320000, Lat - 24.894000),  Patherkandi - Flood Protection and drainage in Patharkandi Ph-II | Kalkalighat Left Bank | As reported by AEE, Water Resource, Patharkandi on 22/06/2022 due to incessant rainfall slump down occurred at left bank of river Longai at Kalkalighat. Approx length is 80 meter. | (Long - 92.297321, Lat - 24.588311),  Flood Protection and drainage in Patharkandi Ph-II left bank of river Longai | Nurulcherra Left Bank | As reported by AEE, Water Resource, Patharkandi on 20/06/2022 due to incessant rainfall slump down occurred at left bank of river Longai at Nurulcherra. Approx length is 200 meter. | (Long - 92.288763, Lat - 24.596821),  Flood Protection and drainage in Patharkandi Ph-II right bank of river Longai | Separgaon | As reported by AEE, Water Resource, Patharkandi on 21/06/2022 due to incessant rainfall slump down occurred at right bank of river Longai at Separgaon. Approx length is 151 meter. | (Long - 92.325299, Lat - 24.580605),  Flood Protection and drainage in Patharkandi Ph-II | Jamirala Right Bank | As reported by AEE, Water Resource, Patharkandi on 21/06/2022 due to incessant rainfall slump down occurred at right bank of river Longai at Jamirala. Approx length is 120 meter. | (Long - 92.312684, Lat - 24.578447),  Extension of Embankment along both bank of river Longai from Chandkhira PWD bridge to Katabari | Nalibari Left Bank | As reported by AEE, Water Resource, Patharkandi on 20/06/2022 due to incessant rainfall slump down occurred at left bank of river Longai at Nalibari. Approx length is 200 meter. | (Long - 92.326950, Lat - 24.565874),  Extension of Embankment along both bank of river Longai from Chandkhira PWD bridge to Katabari | Moirangaon | As reported by AEE, Water Resource, Patharkandi on 27/06/2022 due to incessant rainfall slump down occurred at right bank of river Longai at Moirangaon. Approx length is 100 meter. | (Long - 92.335137, Lat - 24.568260),  Extension of Embankment along both bank of river Longai from Chandkhira PWD bridge to Katabari & Deolalhal | Deolakhal | As reported by AEE, Water Resource, Patharkandi on 25/06/2022 due to incessant rainfall slump down occurred at left bank of river Longai at Deolakhal. Approx length is 153 meter. | (Long - 0.000000, Lat - 0.000000),  Left Bank Embankment from Nilambazar to Patharkandi | Abdullahpur | As reported by AEE, Water Resource, Patharkandi on 20/06/2022 due to incessant rainfall slump down occurred at left bank of river Longai at Abdullahpur. Approx length is 180 meter. | (Long - 92.344125, Lat - 24.741953)",28-06-2022,,,,,,,
Lakhimpur,1,Bihpuria - Pabha R/B Embankment | No.1 Dharamapur | Overtopping in between CH 13200 M and CH 14300 M on 16/05/2022,16-05-2022,,,,,,,
Lakhimpur,1,"Kadam - Bodhakara Subansiri | Bodhakara village | Raincut occurred due to heavy rain, informed by Gaon pradhaan, dated 29/6/2022 | (Long - 0.000000, Lat - 0.000000)",30-06-2022,,,,,,,
Lakhimpur,1,Nowboicha - Singra River RB embankment  | Chamua village  | Wave cut and bank migration at Chamua village area ( CH. 1000m) of Singra RB embankment (DS of NH-15) for a reach about 100m on 16/05/2022,17-05-2022,,,,,,,
Lakhimpur,1,Nowboicha - Singra RB Embankment (D/S of NH-15) | Chomua Village | Raincut and damage of B/Bamboo Screens has been observed at 2nd KM (Chamuagaon) of Singra RB Embankment (D/S of NH-15) on 11.06.2022,11-06-2022,,,,,,,
Lakhimpur,1,"Bihpuria - Dikrong L/B Embankment | Chichapathar village near Trinayan Mandir | Seepage/Boiling of the embankment at CH. 13000 observed on 17th June 2022 as reported by WRD, Bihpuria | (Long - 93.937442, Lat - 27.031229)",17-06-2022,,,,,,,
Lakhimpur,1,"Nowboicha - Singra River RB embankment | Chamua | Damage due wear and tear during shower, seepage and raincuts (Approximate 10 Meter) has been observed at Chamuagaon of Singra RB Embankment under North Lakhimpur WR Divison on 20/05/2022",21-05-2022,,,,,,,
Lakhimpur,1,"Nowboicha - Earthen peripheral Bund | Pandhowa | Errosion of Earthen peripheral bundh Hasi Baperi bridge to asot Ali chuburi (wc/9010256743) under MGNREGA (BMP GP). Report received from Karunabari Dev. Block on 11.10.2022 | (Long - 0.000000, Lat - 0.000000)",11-10-2022,,,,,,,
Lakhimpur,1,"North Lakhimpur - Bogolijan 8th KM of Ranganadi Left Bank embankment | Bogalijan | Bank migration at Bogolijan 8th KM of Ranganadi Left Bank embankment as repoted by Water Resources Department, North Lakhimpur Divn. on 17-06-2022. | (Long - 0.000000, Lat - 0.000000)",18-06-2022,,,,,,,
Lakhimpur,1,"Nowboicha - singra River LB Embankment | Chumoni | Damage of Singra River LB Embankment due to rain cut has been observed at CH: 6050m (Chumoni area) on 01/08/2022. Report received from AE, Water Resource Department, North Lakhimpur. | (Long - 0.000000, Lat - 0.000000)",01-08-2022,,,,,,,
Lakhimpur,1,"Bihpuria - Dikrong L/B embankment at Gondhia | At CH. 21500 m | As reported by AE, WRD Bihpuria, slump down of embankment is observed on Dikrong L/B embankment at Gondhia at At CH. 21500 m since 28/06/2022.Temporary restoration measures are in progress. | (Long - 93.943375, Lat - 27.007690)",29-06-2022,,,,,,,
Lakhimpur,1,"Nowboicha - Singra L/B embankment (U/S of NH-15) | Bharaluwa | Rain cuts has been observed at Singra LB embankment (U/S of NH-15)about 10 mtr during last night shower i.e. 09.10.2022. Report received from, AE, Water Resources Dept. Lakhimpur on 10.10.2022 | (Long - 0.000000, Lat - 0.000000)",10-10-2022,,,,,,,
Lakhimpur,1,"North Lakhimpur - Subansiri Right Bank Ghancharai -Teliapathar Embankment | Teliapathar | against the breach like damage. Bank migration still active. The reach length has increased upto 400m. Report received from AE, Water Resource Department, North Lakhimpur on 25-09-2022 restoration work going on. | (Long - 0.000000, Lat - 0.000000)",25-09-2022,,,,,,,
Lakhimpur,4,"Dhakuakhana - Korha Bund | Maj Jalbhari | Bank erosion including shallow sliding of river side slope of embankment by River Korha at Maj Jalbhari in Korha Bund in between Ch. 15,800 M to Ch. 16,300 M. on 30th June, 2022. Damaged of the crest of the dyke to inadequate section in several sections in between Ch. 14,000 M to 19,000 M. on 30th June.| Report submitted by Dhakuakhana Water Resource Division. | (Long - 0.000000, Lat - 0.000000),  Bihpuria - Dikrong R/B embankment from Railway bridge to Bihpuria Town | CH. 11500 m (Sonari gaon) | Embankment has been cut for a length of 5-6 m at CH. 11500 for draining out the stagnant flood water from country side to the river side on 01/07/2022 as reported by officials of WRD, Bihpuria SD. | (Long - 93.912196, Lat - 27.045866),  Nowboicha - Singra RB Embankment (D/S of NH-15) | Chamuagaon and Kolakhowa | A bank migration of River Singra that has damaged the toe of the embankment has been attended by launching B/Bamboo bundles and constructing B/Bamboo screens as pro-siltation measures at Chamuagaon (In between CH:1000m to 1500m) and Kolakhowa (In between CH:5000m to 5600m) of Singra RB embankment (D/s of NH-15) as per instruction of EE, NLWRD and AEE, NLWRD. Report received from WRD, North Lakhimpur on 01.07.2022 | (Long - 94.006348, Lat - 27.156997),  North Lakhimpur - Ronganodi Left Embankment. | Deobil Bantow, Kadamial, and Kharkati Area | Bank migration has been observed at Deobil Bantow, Kadamial and Kharkati area of Ranganadi LB Embankment. No any bank margin is left. | (Long - 0.000000, Lat - 0.000000)",01-07-2022,,,,,,,
Nagaon,1,"Raha - Road cum embankment | Khalihamari | Date of Occurrence- 8/07/2022 Eroded - 150 m Department - Morigaon Water Resources Division | (Long - 0.000000, Lat - 0.000000)",12-07-2022,,,,,,,
Nagaon,1,"Raha - Charaihagi to Takalatup Embankment | Niz Jarabari | Date of Occurrence -30/06/2022 Eroded-350 m (Approx.) Department-Raha Water Resources Sub-Division | (Long - 0.000000, Lat - 0.000000)",03-07-2022,,,,,,,
Nagaon,1,Kampur - Bhalbhaliagaon Namghar to Bhalbhaligaon Railway Gate No 3 | Bhalbhaliagaon | Embankment at Bhalbhaliagon to Bhalbhaliagaon Railway Gate No 3 (Length-5.00M) affected at 3 Nos points. The Embankment belongs to DRDA dept. dtd-15.05.2022,16-05-2022,,,,,,,
Nagaon,1,"Dhing - Brahmaputra dyke at Muwamari | MUWAMARI | AS PER THE REPORT RECEIVED FROM JE WRD, MOIRABARI DIVISION, A DEVASTATING EROSION HAVE ERODED 60M WIDTH OF LAND AT MUWAMARI LEAVING NO BERM FOR THE EMBANKMENT ON RIVER SIDE HAVE BEEN ERODED AWAY. Dtd-04.08.2022 | (Long - 92.431542, Lat - 26.487426)",05-08-2022,,,,,,,
Nagaon,1,"Dhing - Brahmaputra dyke at Muwamari | MUWAMARI | AS PER THE REPORT RECEIVED FROM JE WRD, MOIRABARI DIVISION, A DEVASTATING EROSION HAVE ERODED ADDITIONAL 20M (TOTAL 80M) ON 04.08.2022 WIDTH OF LAND AT MUWAMARI LEAVING NO BERM FOR THE EMBANKMENT ON RIVER SIDE HAVE BEEN ERODED AWAY. | (Long - 92.431542, Lat - 26.487426)",06-08-2022,,,,,,,
Nagaon,1,"Nagaon - Noipam to Hariaghat area | Sukuatiputa,Nagaon | Noipam to Hariaghat area,submeged/damaged,dated-5/07/2022, about 600m Erosion are in progress at Noipam to Hariaghat area(in between Ch.500m to 7500m and slum down at sukatiputa area at Ch.3500m)reported by Water Resource Department Nagaon. | (Long - 0.000000, Lat - 0.000000)",05-07-2022,,,,,,,
Nagaon,2,"Raha - F/E along Kollong river (R/B) from Raha to Jagi | KHANDAJAN | DATE OF OCCURRENCE- 12/9/2022 LENGTH- 500 M DEPARTMENT- WR MORIGAON | (Long - 0.000000, Lat - 0.000000),  F/E along Kollong river (R/B) from Raha to Jagi | MANIPUR TUP | DATE OF OCCURRENCE- 12/9/2022 LENGTH- 1500 M DEPARTMENT- WR MORIGAON | (Long - 0.000000, Lat - 0.000000)",13-09-2022,,,,,,,
Nagaon,2,"Kampur - South Ghilani Embankment | South Ghilani | Bank Erosion and sloughening is in progress at South Ghilani area (In between Ch. 7000 to 8000m) on dated 01.07.2022 reported by Water Resources Department. | (Long - 0.000000, Lat - 0.000000),  Raha - Abargaon Manipurtup area | Manipurtup | Date of occurrence from-22/06/2022 Eroded and breach like situatioon at embankment. Department-Morigaon WR Division | (Long - 0.000000, Lat - 0.000000)",02-07-2022,,,,,,,
Nagaon,2,"Kampur - Uttar Changchaki And Dakhin Changchaki Embankment | Uttar Changchaki | Crack Observed a Uttar Changchakiand Dakhin Changchaki area (in between chainage 700m-1350m). There may be a chance of slum down in coming days. Reported by Water Resource Division. Dtd-30.06.2022 | (Long - 0.000000, Lat - 0.000000),  Raha - Charaihagi to Tuklaitup Dyke | Tokalatup to 1 no Nelipar Place-Piporagaon | Date of Occurence-30/6/2022 Total Submerged area-0.70km Department- WR, Raha | (Long - 0.000000, Lat - 0.000000)",01-07-2022,,,,,,,
Dhemaji,1,"Gogamukh - Kumatiya R/B from Nepalibasti to Gurathali Chapori | In between Ch.17000.00 m to Ch. 18720.00 m | Severe boiling and damage of R/S slope on 30/06/22 | (Long - 27.371021, Lat - 94.399312)",30-06-2022,,,,,,,
Dhemaji,1,"Gogamukh - Kumatiya River Right Bank | Ch. 15200m to Ch. 18720m, Ch. 11000m to Ch. 13000m | Severe Boiling, Seepage, Slump Down, Both side-slope damaged date-31-07-2022 | (Long - 94.417338, Lat - 27.382811)",01-08-2022,,,,,,,
Dhemaji,1,Sissiborgaon - Gainadi right bank down stream  | Gainadi Right bank down stream | Gainadi right bank down stream is affected on several portion in between chainage 1800 m to 1950 m on 17/05/2022 due to raincut.,17-05-2022,,,,,,,
Dhemaji,1,"Dhemaji - PWD road Dhemaji Railway Station to Hatipara road. | Dhemaji Railway Station to Hatipara road | Yesterday on 27/06/2022, Raod embankment partially damaged with earthen shoulder on Dhemaji Railway Station to Hatipara road,from ch.10390.00m to ch.10415.00m and ch. 10460.00m to ch. 10485.00m.( Length-50.00m) | (Long - 94.515677, Lat - 27.551380)",28-06-2022,,,,,,,
Dhemaji,4,"Dhemaji - Moridhal Dyke from Sarukacharigaon to Sissikalghar | Maridhal Dyke from Sarukacharigaon to Sissikalghar | Yesterday on 18/06/2022, Slump Down of Country side slope of the embankment occured at Maridhal Dyke from Sarukachari gaon to Sissikalghar , Inbetween ch.11020m to ch.11150m. | (Long - 0.000000, Lat - 0.000000),  Gogamukh - Kumatiya Left Bank | From NH-15 to Gurathali Chapori | In between Ch.10000m to Ch.10400m. Severe boiling due to damage of country side slope on 18/06/2022 | (Long - 0.000000, Lat - 0.000000),  Kumatiya Right Bank | Nepalibasti to Gurathali Chapori. | In between Ch.12600m to Ch.13590m. Severe boiling due to damage of country side slope on 18/06/2022 | (Long - 0.000000, Lat - 0.000000),  Kumatiya Right Bank | Nepalibasti to Gurathali Chapori. | In between Ch.15200m to Ch.16000m. Severe boiling due to damage of country side slope on 18/06/2022 | (Long - 0.000000, Lat - 0.000000)",19-06-2022,,,,,,,
Majuli,1,Majuli - B/dyke from kamalabari to Guwalgaon at Upper katoni Gaon  | Upper katoni Gaon  | Crest of B/dyke from kamalabari to Guwalgaon at Upper katoni Gaon got damaged due to incessant of rain from 16.05.2022 to 17.05.2022,17-05-2022,,,,,,,
Majuli,1,"Ujani Majuli - Ujani Gezera, Namoni Gezera, Maj Gezera & Lachon Baligaon | B/dyke at 1. Ujani Gezera 2. Namoni Gezera 3. Maj Gezera 4. Lachon Baligaon | Rain cuts due to rainfall on 08.07.2022 | (Long - 0.000000, Lat - 0.000000)",09-07-2022,,,,,,,
Majuli,1,Majuli - Balijokaibowa and Namoni Jokaibowa | Balijokaibowa and Namoni Jokaibowa dyke | Severe raincuts occured under PGJH dyke on 20.05.2022. Length=3 mtr. Breadth= 0.6 mtr. Depth= 0.40 mtr. Although stacking spreading is going on for recoupment by Water Resource Department.,20-05-2022,,,,,,,
Majuli,2,"Majuli - Tuni dyke. | Namkatoni | Rain cuts on slope of embankment is being recouped at Tuni dyke on 01/07/2022. | (Long - 0.000000, Lat - 0.000000),  Ujani Majuli - B/ Dyke | Namoni Gejera and Chawrekia | Rain cuts due to heavy rain fall at Namini Gejera and Chawrekia on 01/07/2022 . | (Long - 0.000000, Lat - 0.000000)",01-07-2022,,,,,,,
Majuli,3,"Ujani Majuli - B/Dyke | Jaborchuk Kathani | Bank erosion at Jaborchuk Kathani on 02-07-2022 | (Long - 94.492791, Lat - 27.135847),  B/Dyke | Maj Gejera | Bank erosion at Maj Gejera on 02-07-2022 | (Long - 94.455810, Lat - 27.123845),  B/Dyke | Namoni Gejera | Bank erosion at Namoni Gejera on 02-07-2022 | (Long - 94.442865, Lat - 27.118456)",02-07-2022,,,,,,,
Majuli,5,"Majuli - Kolonijan Un-Embankment | Kolonijan | Bank erosion occurred at 29.06.2022, affected reach = 1.5 km | (Long - 94.164650, Lat - 27.044180),  Kambong Borunchuk Un-Embankment | Kambong Borunchuk | Bank erosion occurred at 29.06.2022, affected reach = 1.00 km | (Long - 94.165720, Lat - 27.023990),  Moroliamukh Un-Embankment | Moroliamukh (U/S of Khabolu) | Bank erosion occurred at 29.06.2022, affected reach = 800 mtr. | (Long - 94.123430, Lat - 27.007610),  Hostinapur Un-Embankment | Hostinapur | Bank erosion occurred at 29.06.2022, affected reach = 1.80 km | (Long - 94.124740, Lat - 27.033160),  Major Chapori Un-Embankment | Major Chapori | Bank erosion occurred at 29.06.2022, affected reach = 1.00 km | (Long - 94.124740, Lat - 27.033160)",30-06-2022,,,,,,,
Nalbari,1,Paschim Nalbari - Kendubari (Gandhibasti) embankment | Between Kendubari and Lokhopur village.  | Affected and breached occurred on 16/05/2022. as per report received GB and LM.,17-05-2022,,,,,,,
Nalbari,1,"Barbhag - L/B of River Baralia from Bhoiratola to Dusutimukh | Dokoha | As per report of W. R department breach length 70 M dated : 18/06/2022 | (Long - 26.328253, Lat - 91.489736)",20-06-2022,,,,,,,
Nalbari,1,"Barbhag - L/B of river Pagaldaia from N.T. road to Bijulighat | At Ch. 27 k.m. L/B at village Dhaniagog | Due to incessant rainfall the water level of river Pagladia was rising , as a result erosion occurs. Dated: 24/05/2022",24-05-2022,,,,,,,
Nalbari,2,"Barbhag - R/B of river Pagladia from N.T road to Bijulighat | Sadhnapara | As per report submitted by Asst. Executive Engineer on 29/06/2022 | (Long - 91.470000, Lat - 26.350000),  R/B of river Pagladia from N.T road to Bijulighat | Gangapukhuri | As per report submitted by Asst. Executive Engineer on 29/06/2022 | (Long - 91.450000, Lat - 26.370000)",30-06-2022,,,,,,,
