District,RevenueCircle,Population affected,Date
Kamrup (M),sonapur,0,2022-05-29
Kamrup,hajo,0,2022-05-29
Cachar,lakhipur,4670,2022-05-29
Cachar,udharbond,2417,2022-05-29
Cachar,sonai,4815,2022-05-29
Cachar,katigorah,46871,2022-05-29
Cachar,silchar,9801,2022-05-29
Nagaon,nagaon,37447,2022-05-29
Nagaon,kampur,138598,2022-05-29
Nagaon,raha,115439,05-29-2022
Dima-Hasao,haflong,997,2022-05-29
Goalpara,balijana,0,2022-05-29
Goalpara,lakhipur,0,05-29-2022
Goalpara,rongjuli,0,2022-05-29
Goalpara,matia,0,2022-05-29
Goalpara,dudhnoi,0,2022-05-29
Morigaon,mayong,0,05-29-2022
Morigaon,morigaon,40818,2022-05-29
Nagaon,nagaon,28520,2022-05-30
Nagaon,raha,114669,2022-05-30
Nagaon,kampur,50736,2022-05-30
Morigaon,mayong,0,2022-05-30
Morigaon,morigaon,40795,2022-05-30
Cachar,lakhipur,3689,2022-05-30
Cachar,sonai,4815,2022-05-30
Cachar,silchar,9801,2022-05-30
Cachar,katigorah,37467,05-30-2022
Dima-Hasao,haflong,257,05-30-2022
Goalpara,lakhipur,0,05-30-2022
Kamrup (M),sonapur,0,2022-05-30
Cachar,katigorah,6317,01-06-2022
Cachar,silchar,7555,2022-01-06
Cachar,lakhipur,0,2022-01-06
Cachar,sonai,0,2022-01-06
Morigaon,morigaon,40700,2022-01-06
Nagaon,nagaon,4739,2022-01-06
Nagaon,raha,19759,2022-01-06
Nagaon,kampur,22780,2022-01-06
Dima-Hasao,haflong,76,2022-01-06
Kamrup (M),sonapur,0,2022-01-06
Cachar,silchar,7555,2022-02-06
Cachar,katigorah,6119,02-06-2022
Morigaon,morigaon,40096,02-06-2022
Nagaon,kampur,16106,02-06-2022
Nagaon,raha,4973,02-06-2022
Dima-Hasao,haflong,9,02-06-2022
Kamrup (M),sonapur,0,02-06-2022
Morigaon,morigaon,39976,03-06-2022
Kamrup (M),sonapur,0,03-06-2022
Dima-Hasao,haflong,275,03-06-2022
Cachar,silchar,6324,2022-03-06
Cachar,katigorah,6119,03-06-2022
Nagaon,raha,810,2022-03-06
Nagaon,kampur,16106,03-06-2022
Cachar,katigorah,6119,04-06-2022
Cachar,silchar,6324,04-06-2022
Dima-Hasao,haflong,238,2022-04-06
Kamrup (M),sonapur,0,2022-04-06
Nagaon,kampur,16106,2022-04-06
Nagaon,raha,0,2022-04-06
Morigaon,mayong,0,04-06-2022
Morigaon,morigaon,39803,2022-04-06
Cachar,silchar,6324,2022-05-06
Cachar,katigorah,4001,2022-05-06
Kamrup (M),sonapur,0,2022-05-06
Morigaon,morigaon,30448,2022-05-06
Cachar,silchar,6324,2022-06-06
Cachar,katigorah,4001,2022-06-06
Morigaon,morigaon,20760,2022-06-06
Cachar,katigorah,4001,2022-07-06
Cachar,silchar,6324,2022-07-06
Morigaon,morigaon,2422,2022-07-06
Cachar,katigorah,4001,2022-08-06
Cachar,silchar,6324,2022-08-06
Morigaon,morigaon,2187,2022-08-06
Morigaon,morigaon,0,09-06-2022
Dhemaji,gogamukh,1834,2022-09-06
Dhemaji,sissiborgaon,1096,2022-09-06
Dhemaji,gogamukh,1834,2022-10-06
Dhemaji,sissiborgaon,422,2022-10-06
Dhemaji,dhemaji,583,2022-10-06
Morigaon,morigaon,0,2022-10-06
South Salmara,mankachar,7,2022-10-06
South Salmara,mankachar,0,2022-11-06
Dhemaji,gogamukh,1834,2022-11-06
Dhemaji,dhemaji,644,2022-11-06
Dhemaji,sissiborgaon,420,11-06-2022
Morigaon,morigaon,0,2022-11-06
Lakhimpur,north,600,2022-11-06
South Salmara,mankachar,0,2022-12-06
Lakhimpur,subansiri,313,2022-12-06
Dhemaji,dhemaji,616,2022-12-06
Dhemaji,sissiborgaon,420,12-06-2022
South Salmara,mankachar,0,2022-06-13
Dhemaji,gogamukh,1832,2022-06-13
Dhemaji,dhemaji,236,2022-06-13
Dhemaji,sissiborgaon,1096,2022-06-13
Darrang,mangaldoi,750,2022-06-13
Dhemaji,jonai,1070,2022-06-14
Dhemaji,dhemaji,403,2022-06-14
Dhemaji,sissiborgaon,1096,2022-06-14
Darrang,mangaldoi,1214,06-14-2022
Dibrugarh,chabua,3857,2022-06-14
Goalpara,balijana,311,2022-06-14
Kamrup (M),sonapur,0,06-14-2022
Kamrup (M),dispur,0,06-14-2022
Kamrup (M),guwahati,67,06-14-2022
South Salmara,mankachar,0,06-14-2022
Udalguri,harisinga,0,2022-06-15
Udalguri,khairabari,239,2022-06-15
Udalguri,kalaigaon,1116,2022-06-15
Udalguri,udalguri,107,2022-06-15
Tamulpur,goreswar,8050,2022-06-15
Tamulpur,tamulpur,7115,2022-06-15
Nalbari,nalbari,575,2022-06-15
Nalbari,banekuchi,3140,2022-06-15
Nalbari,tihu,3420,2022-06-15
Nalbari,ghograpar,5832,2022-06-15
Nalbari,paschim,95,2022-06-15
Majuli,majuli,0,2022-06-15
Majuli,ujani,0,2022-06-15
Lakhimpur,north,600,2022-06-15
Lakhimpur,bihpuria,86,2022-06-15
Dhemaji,jonai,1070,2022-06-15
Dhemaji,dhemaji,453,2022-06-15
Dhemaji,sissiborgaon,1096,2022-06-15
Bajali,bajali,2258,2022-06-15
Baksa,jalah,745,2022-06-15
Baksa,barama,426,2022-06-15
Baksa,baska,1780,2022-06-15
Kamrup (M),guwahati,12500,06-15-2022
Kamrup (M),dispur,11800,2022-06-15
Kamrup,rangia,318,2022-06-15
Kamrup,kayan,0,2022-06-15
Kamrup,kamalpur,0,2022-06-15
Hojai,hojai,60,2022-06-15
Goalpara,balijana,2614,2022-06-15
Bongaigaon,manikpur,0,2022-06-15
Chirang,bijni,272,06-15-2022
Darrang,mangaldoi,1214,2022-06-15
Darrang,patharighat,1280,2022-06-15
Dibrugarh,chabua,3857,2022-06-15
Kokrajhar,dotma,1350,2022-06-15
Kokrajhar,bagribari,0,2022-06-15
Kokrajhar,kokrajhar,648,2022-06-15
Kamrup (M),sonapur,0,06-16-2022
Kamrup (M),chandrapur,0,2022-06-16
Kamrup (M),guwahati,12879,2022-06-16
Kamrup (M),dispur,21550,2022-06-16
Baksa,barnagar,0,2022-06-16
Baksa,baganpara,1284,2022-06-16
Baksa,barama,1231,2022-06-16
Baksa,baska,1356,2022-06-16
Baksa,jalah,6065,2022-06-16
Bajali,sarupeta,195000,2022-06-16
Bajali,bajali,160000,2022-06-16
Udalguri,khairabari,1801,2022-06-16
Udalguri,mazbat,4520,2022-06-16
Udalguri,udalguri,8644,2022-06-16
Udalguri,kalaigaon,13365,2022-06-16
Udalguri,harisinga,58,2022-06-16
Tamulpur,goreswar,17783,2022-06-16
Tamulpur,tamulpur,10810,2022-06-16
Sonitpur,thelamara,0,2022-06-16
Sonitpur,dhekiajuli,1411,2022-06-16
Sonitpur,chariduar,1638,2022-06-16
Sonitpur,tezpur,30,2022-06-16
Nalbari,ghograpar,11905,2022-06-16
Nalbari,barbhag,7735,2022-06-16
Nalbari,tihu,16745,06-16-2022
Nalbari,paschim,5900,2022-06-16
Nalbari,nalbari,7420,2022-06-16
Nalbari,banekuchi,16790,2022-06-16
Nalbari,barkhetri,253,2022-06-16
Nagaon,kampur,1126,2022-06-16
Nagaon,raha,0,2022-06-16
Lakhimpur,north,2646,2022-06-16
Lakhimpur,nowboicha,5175,2022-06-16
Lakhimpur,bihpuria,1777,2022-06-16
Kokrajhar,bagribari,18588,2022-06-16
Kokrajhar,bhawraguri,15437,06-16-2022
Kokrajhar,gossaigaon,1783,2022-06-16
Kokrajhar,kokrajhar,6528,2022-06-16
Kokrajhar,dotma,15389,2022-06-16
Karbi Anglong West,donkamokam,1908,2022-06-16
Kamrup,kayan,6629,2022-06-16
Kamrup,rangia,43508,2022-06-16
Kamrup,kamalpur,0,2022-06-16
Kamrup,palashbari,0,2022-06-16
Kamrup,boko,0,2022-06-16
Kamrup,hajo,0,2022-06-16
Majuli,majuli,0,2022-06-16
Majuli,ujani,0,2022-06-16
Goalpara,balijana,12000,2022-06-16
Goalpara,lakhipur,127000,2022-06-16
Goalpara,rongjuli,0,06-16-2022
Dibrugarh,chabua,3857,2022-06-16
Dhubri,chapar,900,2022-06-16
Dhubri,bilasipara,2687,2022-06-16
Dhubri,athani,184,2022-06-16
Dhemaji,jonai,4462,6-16-2022
Dhemaji,dhemaji,395,2022-06-16
Dhemaji,sissiborgaon,1096,2022-06-16
Darrang,mangaldoi,15268,2022-06-16
Darrang,dalgaon,52395,2022-06-16
Darrang,patharighat,31972,2022-06-16
Darrang,sipajhar,601,06-16-2022
Chirang,bengtal,1632,06-16-2022
Chirang,sidli,1805,2022-06-16
Chirang,bijni,12573,06-16-2022
Bongaigaon,manikpur,75850,06-16-2022
Bongaigaon,dangtol,995,06-16-2022
Bongaigaon,bongaigaon,925,2022-06-16
Biswanath,halem,180,2022-06-16
Hojai,lanka,212,06-16-2022
Hojai,hojai,39194,2022-06-16
Hojai,doboka,1450,2022-06-16
Barpeta,barpeta,9168,2022-06-16
Barpeta,barnagar,0,2022-06-16
Barpeta,kalgachia,0,2022-06-16
Barpeta,sarthebari,64530,2022-06-16
Barpeta,chenga,1302,2022-06-16
Majuli,majuli,0,2022-06-17
Majuli,ujani,0,2022-06-17
Dhemaji,jonai,4716,2022-06-17
Dhemaji,gogamukh,15759,2022-06-17
Dhemaji,sissiborgaon,8131,2022-06-17
Dhemaji,dhemaji,1599,2022-06-17
Dhubri,chapar,900,2022-06-17
Dhubri,south,11805,2022-06-17
Dhubri,athani,318,2022-06-17
Dhubri,bilasipara,9258,2022-06-17
Dhubri,agamoni,0,2022-06-17
Goalpara,balijana,63643,06-17-2022
Goalpara,lakhipur,117215,2022-06-17
Goalpara,matia,3644,2022-06-17
Goalpara,dudhnoi,0,2022-06-17
Goalpara,rongjuli,0,2022-06-17
Hojai,lanka,9047,2022-06-17
Hojai,hojai,73499,2022-06-17
Hojai,doboka,22795,2022-06-17
Lakhimpur,north,7853,2022-06-17
Lakhimpur,nowboicha,27412,2022-06-17
Lakhimpur,subansiri,257,2022-06-17
Lakhimpur,kadam,2926,2022-06-17
Lakhimpur,bihpuria,2517,06-17-2022
Kamrup (M),chandrapur,0,2022-06-17
Kamrup (M),guwahati,12879,2022-06-17
Kamrup (M),dispur,21450,2022-06-17
Karbi Anglong West,donkamokam,5153,2022-06-17
Kokrajhar,bagribari,20212,2022-06-17
Kokrajhar,kokrajhar,22186,2022-06-17
Kokrajhar,bhawraguri,17767,2022-06-17
Kokrajhar,gossaigaon,1989,2022-06-17
Kokrajhar,dotma,30261,2022-06-17
Darrang,patharighat,75294,2022-06-17
Darrang,dalgaon,120340,06-17-2022
Darrang,mangaldoi,81207,2022-06-17
Darrang,sipajhar,13564,2022-06-17
Kamrup,kayan,38122,06-17-2022
Kamrup,chaygaon,0,2022-06-17
Kamrup,north,221,06-17-2022
Kamrup,rangia,50253,06-17-2022
Kamrup,goroimari,0,2022-06-17
Kamrup,palashbari,0,2022-06-17
Kamrup,kamalpur,14071,2022-06-17
Kamrup,boko,0,2022-06-17
Kamrup,hajo,16272,2022-06-17
Chirang,sidli,1786,2022-06-17
Chirang,bengtal,846,06-17-2022
Chirang,bijni,12080,2022-06-17
Tinsukia,tinsukia,2666,2022-06-17
Tinsukia,doomdooma,2055,2022-06-17
Biswanath,halem,1191,2022-06-17
Barpeta,barpeta,45088,2022-06-17
Barpeta,sarthebari,122952,2022-06-17
Barpeta,kalgachia,0,2022-06-17
Barpeta,barnagar,0,2022-06-17
Barpeta,chenga,930,2022-06-17
Barpeta,baghbar,0,2022-06-17
Baksa,barnagar,51222,2022-06-17
Baksa,baska,1780,2022-06-17
Baksa,baganpara,3583,2022-06-17
Baksa,barama,1359,2022-06-17
Baksa,jalah,7976,2022-06-17
Bajali,sarupeta,195000,2022-06-17
Bajali,bajali,160000,2022-06-17
Nalbari,paschim,25102,2022-06-17
Nalbari,ghograpar,35610,2022-06-17
Nalbari,barbhag,8551,2022-06-17
Nalbari,nalbari,9460,2022-06-17
Nalbari,tihu,11500,2022-06-17
Nalbari,banekuchi,22196,2022-06-17
Nalbari,barkhetri,10616,2022-06-17
Sivasagar,demow,0,2022-06-17
Sonitpur,naduar,0,06-17-2022
Sonitpur,dhekiajuli,3703,2022-06-17
Sonitpur,thelamara,4840,2022-06-17
Sonitpur,chariduar,12947,2022-06-17
Sonitpur,tezpur,64,2022-06-17
South Salmara,south,6232,2022-06-17
South Salmara,mankachar,0,2022-06-17
Tamulpur,tamulpur,6070,06-17-2022
Tamulpur,goreswar,13128,06-17-2022
Udalguri,khairabari,4850,06-17-2022
Udalguri,udalguri,10393,2022-06-17
Udalguri,mazbat,4010,2022-06-17
Udalguri,kalaigaon,24903,2022-06-17
Udalguri,harisinga,770,2022-06-17
Nagaon,kampur,57126,2022-06-17
Nagaon,raha,0,2022-06-17
Bongaigaon,manikpur,75850,2022-06-17
Bongaigaon,bongaigaon,925,2022-06-17
Bongaigaon,srijangram,1569,2022-06-17
Bongaigaon,boitamari,585,2022-06-17
Bongaigaon,dangtol,1657,2022-06-17
Morigaon,mayong,0,2022-06-17
Dibrugarh,chabua,6667,2022-06-17
Tinsukia,doomdooma,10778,2022-06-18
Udalguri,khairabari,5332,2022-06-18
Udalguri,udalguri,11035,2022-06-18
Udalguri,mazbat,9525,2022-06-18
Udalguri,kalaigaon,49671,2022-06-18
Udalguri,harisinga,3681,06-18-2022
Dibrugarh,chabua,6667,2022-06-18
Dibrugarh,dibrugarh,22,06-18-2022
Dibrugarh,naharkatia,0,06-18-2022
Goalpara,balijana,93322,2022-06-18
Goalpara,lakhipur,122317,2022-06-18
Goalpara,matia,5336,2022-06-18
Goalpara,rongjuli,0,2022-06-18
Golaghat,khumtai,0,06-18-2022
Bajali,bajali,160000,06-18-2022
Bajali,sarupeta,192550,6-18-2022
Hojai,lanka,12494,2022-06-18
Hojai,hojai,88148,2022-06-18
Hojai,doboka,24693,2022-06-18
Kamrup,rangia,50242,2022-06-18
Kamrup,chaygaon,0,2022-06-18
Kamrup,kayan,38122,2022-06-18
Kamrup,boko,0,2022-06-18
Kamrup,goroimari,0,2022-06-18
Kamrup,kamalpur,26362,2022-06-18
Kamrup,palashbari,0,06-18-2022
Kamrup,north,463,2022-06-18
Kamrup,hajo,102964,6-18-2022
Kamrup (M),chandrapur,0,2022-06-18
Kamrup (M),sonapur,0,2022-06-18
Kamrup (M),guwahati,863,06-18-2022
Kamrup (M),azara,0,06-18-2022
Kamrup (M),dispur,13700,2022-06-18
Karbi Anglong West,donkamokam,16307,2022-06-18
Karimganj,rk,30425,2022-06-18
Karimganj,badarpur,50,2022-06-18
Karimganj,patherkandi,1335,2022-06-18
Karimganj,karimganj,3151,2022-06-18
Karimganj,nilambazar,17293,2022-06-18
Kokrajhar,bagribari,22829,2022-06-18
Kokrajhar,bhawraguri,5078,2022-06-18
Kokrajhar,gossaigaon,987,2022-06-18
Kokrajhar,dotma,23705,06-18-2022
Kokrajhar,kokrajhar,2093,06-18-2022
Lakhimpur,narayanpur,0,2022-06-18
Lakhimpur,north,51619,2022-06-18
Lakhimpur,nowboicha,37898,2022-06-18
Lakhimpur,subansiri,5257,2022-06-18
Lakhimpur,bihpuria,17271,2022-06-18
Lakhimpur,dhakuakhana,629,2022-06-18
Lakhimpur,kadam,1160,2022-06-18
Morigaon,bhuragaon,0,2022-06-18
Morigaon,mayong,0,2022-06-18
Morigaon,morigaon,0,2022-06-18
Morigaon,laharighat,0,2022-06-18
Nagaon,samaguri,380,06-18-2022
Nagaon,raha,33863,2022-06-18
Nagaon,kampur,205026,2022-06-18
Nagaon,nagaon,1548,2022-06-18
Nagaon,kaliabor,374,2022-06-18
Majuli,majuli,0,2022-06-18
Majuli,ujani,0,06-18-2022
Sivasagar,sivsagar,118,06-18-2022
Sivasagar,demow,0,2022-06-18
Baksa,barnagar,22064,2022-06-18
Baksa,baska,1140,2022-06-18
Baksa,jalah,3317,2022-06-18
Baksa,baganpara,4855,06-18-2022
Baksa,barama,1434,06-18-2022
Barpeta,kalgachia,105700,06-18-2022
Barpeta,chenga,121150,2022-06-18
Barpeta,barpeta,105228,2022-06-18
Barpeta,barnagar,9865,06-18-2022
Barpeta,sarthebari,335837,06-18-2022
Barpeta,baghbar,53264,06-18-2022
Biswanath,halem,2091,06-18-2022
Bongaigaon,manikpur,103609,06-18-2022
Bongaigaon,bongaigaon,0,06-18-2022
Bongaigaon,dangtol,0,06-18-2022
Bongaigaon,srijangram,8718,06-18-2022
Bongaigaon,boitamari,585,06-18-2022
Nalbari,ghograpar,41171,06-18-2022
Nalbari,tihu,14470,06-18-2022
Nalbari,nalbari,12500,06-18-2022
Nalbari,banekuchi,43820,2022-06-18
Nalbari,paschim,31329,2022-06-18
Nalbari,barbhag,11500,2022-06-18
Nalbari,barkhetri,10616,06-18-2022
Chirang,bijni,9082,06-18-2022
Chirang,sidli,2808,2022-06-18
Chirang,bengtal,2882,2022-06-18
Cachar,silchar,4570,06-18-2022
Cachar,katigorah,17871,06-18-2022
Cachar,udharbond,96,06-18-2022
Cachar,lakhipur,80,2022-06-18
Cachar,sonai,290,2022-06-18
Dhemaji,gogamukh,17117,06-18-2022
Dhemaji,sissiborgaon,7721,2022-06-18
Dhemaji,jonai,4462,06-18-2022
Dhemaji,dhemaji,3534,2022-06-18
Dhubri,dhubri,0,2022-06-18
Dhubri,gauripur,0,2022-06-18
Dhubri,south,12655,2022-06-18
Dhubri,bilasipara,6545,2022-06-18
Dhubri,golakganj,66,2022-06-18
Dhubri,athani,503,06-18-2022
Dhubri,chapar,570,2022-06-18
Tamulpur,goreswar,20955,2022-06-18
Tamulpur,tamulpur,6010,06-18-2022
South Salmara,mankachar,43,2022-06-18
South Salmara,south,6801,2022-06-18
Sonitpur,thelamara,4954,2022-06-18
Sonitpur,chariduar,57261,2022-06-18
Sonitpur,dhekiajuli,7365,2022-06-18
Sonitpur,tezpur,363,2022-06-18
Darrang,dalgaon,122440,2022-06-18
Darrang,patharighat,75294,2022-06-18
Darrang,mangaldoi,120007,2022-06-18
Darrang,sipajhar,36471,2022-06-18
Bajali,sarupeta,188300,2022-06-19
Bajali,bajali,160000,2022-06-19
Baksa,barnagar,22064,2022-06-19
Baksa,barama,1450,06-19-2022
Baksa,baska,835,2022-06-19
Baksa,baganpara,3941,2022-06-19
Baksa,jalah,1700,2022-06-19
Bongaigaon,manikpur,12360,06-19-2022
Bongaigaon,srijangram,0,2022-06-19
Bongaigaon,boitamari,6849,06-19-2022
Barpeta,barpeta,214076,06-19-2022
Barpeta,baghbar,370497,2022-06-19
Barpeta,kalgachia,198692,2022-06-19
Barpeta,sarthebari,335837,2022-06-19
Barpeta,barnagar,8857,2022-06-19
Barpeta,chenga,148150,2022-06-19
Biswanath,gohpur,2889,2022-06-19
Biswanath,halem,16247,2022-06-19
Biswanath,naduar,0,2022-06-19
Biswanath,biswanath,512,2022-06-19
Cachar,katigorah,87108,2022-06-19
Cachar,silchar,28390,2022-06-19
Cachar,lakhipur,2925,06-19-2022
Cachar,sonai,25602,2022-06-19
Cachar,udharbond,1797,2022-06-19
Dibrugarh,chabua,6667,2022-06-19
Darrang,mangaldoi,125007,2022-06-19
Darrang,dalgaon,123940,06-19-2022
Darrang,sipajhar,58537,2022-06-19
Darrang,patharighat,86485,2022-06-19
Udalguri,udalguri,11035,2022-06-19
Udalguri,mazbat,1039,2022-06-19
Udalguri,khairabari,2514,2022-06-19
Udalguri,harisinga,2078,2022-06-19
Udalguri,kalaigaon,48556,06-19-2022
Tinsukia,tinsukia,76,2022-06-19
Tinsukia,doomdooma,12931,2022-06-19
Tamulpur,goreswar,20177,2022-06-19
Tamulpur,tamulpur,7369,2022-06-19
South Salmara,south,71016,2022-06-19
South Salmara,mankachar,412,06-19-2022
Sonitpur,naduar,0,2022-06-19
Sonitpur,dhekiajuli,6260,6-19-2022
Sonitpur,chariduar,55743,06-19-2022
Sonitpur,thelamara,4954,2022-06-19
Sonitpur,tezpur,4220,06-19-2022
Sivasagar,sivsagar,6292,2022-06-19
Sivasagar,demow,0,2022-06-19
Nalbari,ghograpar,58214,2022-06-19
Nalbari,tihu,44605,2022-06-19
Nalbari,banekuchi,39093,2022-06-19
Nalbari,paschim,49621,2022-06-19
Nalbari,barbhag,11500,2022-06-19
Nalbari,nalbari,12500,06-19-2022
Nalbari,barkhetri,19260,06-19-2022
Nagaon,kampur,221738,06-19-2022
Nagaon,raha,119133,2022-06-19
Nagaon,nagaon,22690,2022-06-19
Nagaon,samaguri,459,2022-06-19
Nagaon,kaliabor,439,2022-06-19
Morigaon,morigaon,42068,2022-06-19
Morigaon,bhuragaon,26751,2022-06-19
Morigaon,mayong,0,2022-06-19
Morigaon,laharighat,0,2022-06-19
Majuli,majuli,0,2022-06-19
Majuli,ujani,0,2022-06-19
Lakhimpur,north,51619,2022-06-19
Lakhimpur,narayanpur,0,06-19-2022
Lakhimpur,nowboicha,37898,06-19-2022
Lakhimpur,dhakuakhana,1358,2022-06-19
Lakhimpur,bihpuria,21027,06-19-2022
Lakhimpur,kadam,0,2022-06-19
Lakhimpur,subansiri,4699,2022-06-19
Kokrajhar,bagribari,22884,2022-06-19
Kokrajhar,bhawraguri,2659,2022-06-19
Kokrajhar,gossaigaon,542,2022-06-19
Kokrajhar,kokrajhar,483,2022-06-19
Kokrajhar,dotma,11942,2022-06-19
Karimganj,rk,34425,2022-06-19
Karimganj,badarpur,10833,2022-06-19
Karimganj,patherkandi,5250,2022-06-19
Karimganj,karimganj,13150,2022-06-19
Karimganj,nilambazar,25146,2022-06-19
Karbi Anglong West,donkamokam,14614,2022-06-19
Kamrup (M),guwahati,455,2022-06-19
Kamrup (M),chandrapur,0,2022-06-19
Kamrup (M),dispur,10300,2022-06-19
Kamrup (M),sonapur,0,2022-06-19
Kamrup,rangia,76850,2022-06-19
Kamrup,goroimari,0,2022-06-19
Kamrup,kayan,38122,2022-06-19
Kamrup,chamaria,0,2022-06-19
Kamrup,chaygaon,0,2022-06-19
Kamrup,kamalpur,27382,2022-06-19
Kamrup,palashbari,0,2022-06-19
Kamrup,hajo,101164,6-19-2022
Kamrup,north,11751,2022-06-19
Jorhat,jorhat,321,2022-06-19
Jorhat,teok,71,06-19-2022
Hojai,lanka,12494,06-19-2022
Hojai,hojai,68874,2022-06-19
Hojai,doboka,27378,2022-06-19
Hailakandi,hailakandi,1300,2022-06-19
Hailakandi,lala,550,2022-06-19
Hailakandi,katlicherra,145,06-19-2022
Hailakandi,algapur,932,06-19-2022
Golaghat,dergaon,33,2022-06-19
Golaghat,bokakhat,5106,06-19-2022
Golaghat,khumtai,0,2022-06-19
Goalpara,balijana,98319,2022-06-19
Goalpara,lakhipur,161317,06-19-2022
Goalpara,matia,6632,2022-06-19
Goalpara,rongjuli,0,2022-06-19
Dhubri,dhubri,0,2022-06-19
Dhubri,gauripur,0,2022-06-19
Dhubri,south,96013,06-19-2022
Dhubri,chapar,570,2022-06-19
Dhubri,athani,1695,06-19-2022
Dhubri,bilasipara,7422,2022-06-19
Dhubri,golakganj,866,06-19-2022
Dhubri,agamoni,0,2022-06-19
Dhemaji,sissiborgaon,11196,2022-06-19
Dhemaji,jonai,9126,06-19-2022
Dhemaji,gogamukh,17117,06-19-2022
Dhemaji,dhemaji,3534,06-19-2022
Chirang,sidli,599,06-19-2022
Chirang,bijni,6823,2022-06-19
Chirang,bengtal,2714,2022-06-19
Dhubri,agamoni,430,06-20-2022
Dhubri,chapar,690,06-20-2022
Dhubri,south,265395,06-20-2022
Dhubri,athani,1758,2022-06-20
Dhubri,dhubri,40,2022-06-20
Dhubri,gauripur,0,2022-06-20
Dhubri,golakganj,1179,2022-06-20
Dhubri,bilasipara,21707,2022-06-20
Kamrup,rangia,82230,2022-06-20
Kamrup,kayan,38122,2022-06-20
Kamrup,chamaria,0,2022-06-20
Kamrup,chaygaon,0,2022-06-20
Kamrup,kamalpur,20972,2022-06-20
Kamrup,goroimari,0,2022-06-20
Kamrup,hajo,121438,2022-06-20
Kamrup,palashbari,590,2022-06-20
Kamrup,north,18892,2022-06-20
Tinsukia,doomdooma,6361,2022-06-20
Tinsukia,tinsukia,4521,2022-06-20
Barpeta,baghbar,370497,2022-06-20
Barpeta,barpeta,158760,2022-06-20
Barpeta,sarthebari,335837,2022-06-20
Barpeta,barnagar,12452,6-20-2022
Barpeta,kalgachia,198692,6-20-2022
Barpeta,chenga,154483,6-20-2022
Biswanath,gohpur,668,2022-06-20
Biswanath,naduar,0,2022-06-20
Biswanath,biswanath,138,06-20-2022
Biswanath,halem,15746,06-20-2022
Bongaigaon,boitamari,12843,06-20-2022
Bongaigaon,srijangram,130808,2022-06-20
Bongaigaon,manikpur,2780,2022-06-20
Cachar,silchar,42782,2022-06-20
Cachar,sonai,61300,2022-06-20
Cachar,udharbond,2724,06-20-2022
Cachar,katigorah,87119,2022-06-20
Cachar,lakhipur,13218,2022-06-20
Chirang,bijni,6129,06-20-2022
Chirang,sidli,0,2022-06-20
Chirang,bengtal,2084,2022-06-20
Darrang,mangaldoi,125007,2022-06-20
Darrang,patharighat,77096,2022-06-20
Darrang,dalgaon,185900,2022-06-20
Darrang,sipajhar,81238,2022-06-20
Dhemaji,sissiborgaon,12196,2022-06-20
Dhemaji,jonai,18295,06-20-2022
Dhemaji,gogamukh,1358,2022-06-20
Dhemaji,dhemaji,2787,06-20-2022
Dibrugarh,chabua,3857,2022-06-20
Goalpara,balijana,99311,06-20-2022
Goalpara,matia,9408,2022-06-20
Goalpara,lakhipur,171429,2022-06-20
Goalpara,rongjuli,0,2022-06-20
Golaghat,bokakhat,26532,2022-06-20
Golaghat,khumtai,0,06-20-2022
Hailakandi,lala,5500,06-20-2022
Hailakandi,algapur,6510,06-20-2022
Hailakandi,hailakandi,5150,2022-06-20
Hailakandi,katlicherra,863,2022-06-20
Hojai,lanka,10757,06-20-2022
Hojai,doboka,27378,2022-06-20
Hojai,hojai,51663,06-20-2022
Kamrup (M),guwahati,759,2022-06-20
Kamrup (M),sonapur,5050,06-20-2022
Kamrup (M),chandrapur,0,06-20-2022
Kamrup (M),azara,981,06-20-2022
Kamrup (M),dispur,1850,06-20-2022
Karbi Anglong West,donkamokam,12088,06-20-2022
Karimganj,rk,38425,2022-06-20
Karimganj,badarpur,26920,06-20-2022
Karimganj,patherkandi,7751,2022-06-20
Karimganj,karimganj,17569,2022-06-20
Karimganj,nilambazar,43200,2022-06-20
Kokrajhar,bhawraguri,0,2022-06-20
Kokrajhar,gossaigaon,0,06-20-2022
Kokrajhar,bagribari,22884,2022-06-20
Lakhimpur,narayanpur,0,2022-06-20
Lakhimpur,nowboicha,43094,2022-06-20
Lakhimpur,north,28818,06-20-2022
Lakhimpur,bihpuria,17756,06-20-2022
Lakhimpur,dhakuakhana,1358,2022-06-20
Lakhimpur,kadam,0,6-20-2022
Lakhimpur,subansiri,5192,2022-06-20
Majuli,ujani,0,2022-06-20
Majuli,majuli,17397,2022-06-20
Morigaon,morigaon,56587,2022-06-20
Morigaon,bhuragaon,26751,2022-06-20
Morigaon,mayong,0,2022-06-20
Morigaon,laharighat,0,06-20-2022
Nagaon,nagaon,44238,06-20-2022
Nagaon,raha,130046,2022-06-20
Nagaon,samaguri,5844,06-20-2022
Nagaon,kampur,259500,2022-06-20
Nagaon,rupahi,0,2022-06-20
Nagaon,dhing,0,06-20-2022
Nagaon,kaliabor,507,06-20-2022
Nalbari,ghograpar,34928,2022-06-20
Nalbari,tihu,30369,2022-06-20
Nalbari,paschim,48121,2022-06-20
Nalbari,banekuchi,27760,2022-06-20
Nalbari,barbhag,11500,2022-06-20
Nalbari,nalbari,12500,2022-06-20
Nalbari,barkhetri,19260,2022-06-20
