District,Number of damages,Details,Date,,,,,,,
Hojai,1,Lanka - PWD Road cum Embankment has been breached at Manduli Village. work Done By PWD. Apx. damage 31 ft. dated 17-05-2022 | Manduli | work Done By PWD. Apx. damage 31 ft.,17-05-2022,,,,,,,
Hojai,8,"Doboka - Sarupather to Jamunamukh road | Jamunamukh | Sarupather to Jamunamukh road from 4th km PWD Deptt dated 16/05/2022,  Doboka to Jamunamukh road | Doboka | Doboka to Jamunamukh road from 8th km to 15th km PWD Deptt dated 16/05/2022,  Patia pather to Kathkatia Bhakat gaon road | Patia pather | Patia pather to Kathkatia bhakat gaon road 1st and 3rd km PWD Deptt dated 16/05/2022,  Kampur jamunamukh road | jamunamukh | Kampur jamunamukh road 1st and 2nd km PWD Deptt dated 16/05/2022,  Doboka Jamunamukh road | Doboka | Doboka Jamunamukh road to Patibaya gaon from 1st to 3rd km PWD Depttdated 16/05/2022,  Sarlock to Binakandi | Binakandi | Sarlock to Binakandi via jugijan at 1st to 2nd km PWD Deptt dated 16/05/2022,  Sarlock to Nikhari Mukh | Nikhari Mukh | Sarlock to Nikhari Mukh 1st and 2 nd km PWD Deptt dated 16/05/2022,  Borjhari Majhagoan to Baliram gaon | Borjhari Majhagoan | Borjhari Majhagoan to Baliram gaon via Kalia daman than 1st km. PWD Deptt dated 16/05/2022",20-05-2022,,,,,,,
Hojai,10,"Lanka - Kharikhana to Maduli Road | Kharikhana to Maduli Road | Kharikhana to Maduli Road Submerged on 16/06/2022 | (Long - 25.525400, Lat - 92.525000),  Hojai - Hojai to Tumprang road | Hojai to Tumprang | Hojai to Tumprang road Submarged on 16-06-2022 | (Long - 25.595400, Lat - 92.481900),  NH54 To Sildubi road | NH54 To Sildubi | NH54 To Sildubi road Submarged on 16-06-2022 | (Long - 25.525400, Lat - 92.525000),  Hojai Tumprang to nawbhanga Kali mandir road | Hojai Tumprang to nawbhanga Kali mandir | Hojai Tumprang to nawbhanga Kali mandir road Submarged on 16-06-2022 | (Long - 26.023000, Lat - 92.471500),  Raikata Islam pur Submarged on 16-06-2022 | Raikata Islam pur | Raikata Islam pur Submarged on 16-06-2022 | (Long - 25.967100, Lat - 92.778600),  Uttar Bidyanagar to Kendurguri Road | Uttar Bidyanagar to Kendurguri | Uttar Bidyanagar to Kendurguri Road Submarged on 16-06-2022 | (Long - 26.111000, Lat - 92.491000),  Dakhin Laskar Pather to Udaypur | Dakhin Laskar Pather to Udaypur | Dakhin Laskar Pather to Udaypur Road Submarged on 16-06-2022 | (Long - 25.912300, Lat - 92.891200),  Barajapur to Fakuli Road | Barajapur to Fakuli Road | Barajapur to Fakuli Road Submarged on 16-06-2022 | (Long - 92.776300, Lat - 26.068200),  Barafuti to fakuli road | Barafuti to fakuli | Barafuti to fakuli Submarged on 16-06-2022 | (Long - 92.472400, Lat - 26.334000),  Nawbhanga Kali Mandir Approach Road | Nawbhanga Kali Mandir Approach Road | Nawbhanga Kali Mandir Approach Road Submarged on 16-06-2022 | (Long - 92.471600, Lat - 26.210000)",20-06-2022,,,,,,,
Hojai,26,"Hojai - NH-54 to Sildubi road at 9th km affected due to flood water on dated 16/05/2022 | Vill- Komorakata forest village | As per report received from PWD Department, Hojai Division,  Raikata Islampur road affected on dated 16/05/2022 | Vill- Raikata Islampur | As per report received from PWD Department, Hojai Division,  Amtola to Dighalbali road affected on dated 16/05/2022 | Vill- Pachim Amtola | As per report received from PWD Department, Hojai Division,  Brajapur to Barafuti Road affected on dated 16/05/2022 | Vill- Barafuti | As per report received from PWD Department, Hojai Division,  T-08 Solmarijan to Ashinagar road affected on dated 16/05/2022 | Vill- Solmarijan | As per report received from PWD Department, Hojai Division,  Uttar Bidyanagar to Rajbari road affected on dated 16/05/2022 | Rajbari | As per report received from PWD Department, Hojai Division,  Rajbari to kenduguri road affected on dated 16/05/2022 | Kenduguri | As per report received from PWD Department, Hojai Division,  Kenduguri to Hayong Gaon road affected on dated 16/05/2022 | vill- Hayong Gaon | As per report received from PWD Department, Hojai Division,  Radhanagar to Kumurakata road is affected on dated 16/05/2022 | Vill- Radhanagar | As per report received from PWD Department, Hojai Division,  Hojai tumpreng road to Dighalbali road is affected on dated 16/05/2022 | Vill- dighalbali | As per report received from PWD Department, Hojai Division,  Borhula to Nahar gaon road is affected on dated 16/05/2022 | Borhula | As per report received from PWD Department, Hojai Division,  Jugijan Bazar to borhula road is affected on 16/05/2022 | Jugijan Bajar | As per report received from PWD Department, Hojai Division,  Kenduguri to west hatimara road is affected on 16/05/2022 | Hatimara | As per report received from PWD Department, Hojai Division,  Kenduguri RN part 2 road is affected on 16/05/2022 | kenduguri part 2 | As per report received from PWD Department, Hojai Division,  Kenduguri to Toradubi road is affected on 16/05/2022 | Toradubi | As per report received from PWD Department, Hojai Division,  Shivpur village road is affected on 16/05/2022 | Shivpur | As per report received from PWD Department, Hojai Division,  Nabhanga Kalimandir road is affected on 16/05/2022 | Nabhanga | As per report received from PWD Department, Hojai Division,  Rajbari to Sangkha devi road is affected on 16/05/2022 | Rajbari | As per report received from PWD Department, Hojai Division,  Hojai Tumpreng to 1 no kumurakata road is affected on 16/05/2022 | kumurakata | As per report received from PWD Department, Hojai Division,  Rajbari to nabhanga road is affected on 16/05/2022 | Nabhanga | As per report received from PWD Department, Hojai Division,  Hojai Tumpreng road to 2 no kumurakata road is affected on 16/05/2022 | 2 no kumurakata | As per report received from PWD Department, Hojai Division,  Hojai Tumpreng road to Kumurakata forest village road is affected on 16/05/2022 | Kumurakata forest village | As per report received from PWD Department, Hojai Division,  Pub bogori to Pachim bogori road is affected on 16/05/2022 | Pachim bogori | As per report received from PWD Department, Hojai Division,  Hojai Mubarak basti to pachim nilbagan road is affected on 16/05/2022 | Nilbagan | As per report received from PWD Department, Hojai Division,  Amtola to dighalbali road is affected on 16/05/2022 | Dighalbali | As per report received from PWD Department, Hojai Division,  Singimari to bishnupur road is affected on 16/05/2022 | Bishnupur | As per report received from PWD Department, Hojai Division",24-05-2022,,,,,,,
Hojai,33,"Lanka - Kharikhana to Dakhin Laskar Pather | Kharikhana to Dakhin Laskar Pather | Culvert approach , Base course, Surface course and shoulder damaged on Dated 15 June22 to 20 June 2022 | (Long - 92.567000, Lat - 26.056000),  Doboka - Doboka Jamunamukh Road | Doboka Jamunamukh Road | Culvert approach , Base course , Surface course and shoulder damaged on Dated 16 June 2022 | (Long - 92.824350, Lat - 26.081288),  Doboka Jamunamukh Road to Patidayagaon | Doboka Jamunamukh Road to Patidayagaon | Culvert approach , Base course , Surface course and shoulder damaged On dated 16/06/22 | (Long - 92.176330, Lat - 26.110862),  Sarupather Jamunamukh Road | Sarupather Jamunamukh Road | Base course , Surface course and shoulder damaged On dated 16/06/22 | (Long - 92.751972, Lat - 26.128514),  Sarlok to Niharimukh Road | Sarlok to Niharimukh Road | Road embankment including road surface is damaged. On dated 16/06/22 | (Long - 92.812575, Lat - 26.089725),  Pata Pather to Kathkatia Bhakat Gaon. | Pata Pather to Kathkatia Bhakat Gaon. | Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.715505, Lat - 25.128163),  Borjari Majgaon to Baliramgaon | Borjari Majgaon to Baliramgaon | Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.745000, Lat - 26.108366),  Sarlok to Binakandi via Jugijan | Sarlok to Binakandi via Jugijan | Base course , Surface course and shoulder damaged on Dated 16/06/22 | (Long - 92.817936, Lat - 26.091367),  Kampur Jamunamukh Road | Kampur Jamunamukh Road | Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.741088, Lat - 26.105838),  Nagaya Pam to Sarupathar | Nagaya Pam to Sarupathar | Culvert approach , Base course , Surface course and shoulder damaged On dated 16/06/22 | (Long - 92.740540, Lat - 26.124650),  Nilbagan Murajhar Howraghat | Nilbagan Murajhar Howraghat | Bridge approach, base course, surface course damaged On dated 16/06/22 | (Long - 92.900924, Lat - 26.065933),  Hojai - Amtola To Dighalbali road | Amtola To Dighalbali road | Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.816000, Lat - 25.972000),  Solmarijan To Ashinagar Road | Solmarijan To Ashinagar Road | Road embankment including road surface is damaged. on dated 16/06/22 | (Long - 92.800870, Lat - 25.975000),  Uttar Bidyanagar To Rajbari Road | Uttar Bidyanagar To Rajbari Road | Base course , Surface course and shoulder damaged on 16/06/22 | (Long - 92.816000, Lat - 26.019000),  Rajbari To Kenduguri Road | Rajbari To Kenduguri Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.785900, Lat - 26.028400),  Kenduguri To Hayang Gaon Road | Kenduguri To Hayang Gaon Road | Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.785600, Lat - 26.027300),  Radhanagar To Kumurakata Road | Radhanagar To Kumurakata Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.480900, Lat - 26.000000),  Hojai Tumpreng Road To Dighalbali Road | Hojai Tumpreng Road To Dighalbali Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.802500, Lat - 25.992400),  Borhola To Nahargaon Road | Borhola To Nahargaon Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.778000, Lat - 26.058000),  Hojai Tumpreng Road To Kumurakata No 1 Road | Hojai Tumpreng Road To Kumurakata No 1 Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/2022 | (Long - 92.801000, Lat - 25.998000),  Rajbari To Sankha Devi Road | Rajbari To Sankha Devi Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/2022 | (Long - 92.785600, Lat - 26.027300),  Lanka Dhalapukhuri Road To Nandapur Tongia Forset Village Road | Lanka Dhalapukhuri Road To Nandapur Tongia Forset Village Road | Culvert approach , Base course , Surface course and shoulder damaged on dated16/06/2022 | (Long - 92.836603, Lat - 25.945852),  Hojai Tumpreng Road to Dakhin Kumurakata Forest village Road | Hojai Tumpreng Road to Dakhin Kumurakata Forest village Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.047330, Lat - 26.000330),  Mathura Bazar To Kenduguri Road | Mathura Bazar To Kenduguri Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/2022 | (Long - 92.301000, Lat - 25.130000),  Pub Bagori To Pachim Bagori Road | Pub Bagori To Pachim Bagori Road | Bridge approach, base course, surface course damaged on dated 16.06.22 | (Long - 92.821243, Lat - 26.062889),  Hojai Mubarak Basti to Pachim Nilbagan Rd | Hojai Mubarak Basti to Pachim Nilbagan Rd | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.014000, Lat - 26.120000),  Singimari to Bishnupur Road | Singimari to Bishnupur Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.800900, Lat - 25.975000),  Jugijan Bazar to Barafuti Barjapur Road | Jugijan Bazar to Barafuti Barjapur Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.813600, Lat - 26.022000),  Hojai Tumpreng Road Ch. at 7th Km | Hojai Tumpreng Road Ch. at 7th Km | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/06/22 | (Long - 92.785900, Lat - 26.028000),  Rajabari to Nabhanga Road | Rajabari to Nabhanga Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/6/22 | (Long - 92.787340, Lat - 26.006070),  Bishnupur to Dighalbali Road | Bishnupur to Dighalbali Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/6/22 | (Long - 92.803770, Lat - 25.976000),  Hojai Tumpreng Road To Dakhin Kumurakata No 2 Road | Hojai Tumpreng Road To Dakhin Kumurakata No 2 Road | Culvert approach , Base course , Surface course and shoulder damaged on dated 16/6/22 | (Long - 92.805000, Lat - 25.998000),  Hojai Tumpreng Road to kenduguri | Hojai Tumpreng Road to kenduguri | Base course, surface cource and shoulder damage on 16/6/22 | (Long - 92.787000, Lat - 26.005900)",02-07-2022,,,,,,,
Kamrup,1,"Rangia - Niz Borigog Road | Vill - Niz Borigog | Niz Borigog road partially damaged as it submerged completly. Dated- 18/06/2022 | (Long - 0.000000, Lat - 0.000000)",19-06-2022,,,,,,,
Kamrup,1,"Rangia - Gurkuchi Road | vill-Gurkuchi | The road from village Gurkuchi to Paschim Sitara was partially damaged as reported by SDO, PWD, NKT, Roads Rangia on 17-05-2022",17-05-2022,,,,,,,
Kamrup,1,Nagarbera - Hekra to nagarbera road | Village -Nagarbera | Road submergence of the road namely nagarbera to hekra road had taken place on 9-6-2022 and the same has been reported by EE PWD Boko territorial road sub division dated 10-6-2022,11-06-2022,,,,,,,
Kamrup,1,"Chamaria - Chamaria Satra to Barua Pathar | Vill- Chamaria | Road submergence of the road namely Chamaria Satra to Barua Pathar had taken place on 20.5.2022 and the same has been reported by EE, PWD, Boko Territorial Roads Sub Division, dated : 26.05.2022",27-05-2022,,,,,,,
Kamrup,1,"Rangia - Approach road to Kanikuchi Nadipar Suba SPT Bridge 2/1 on Bagals Road | Vill - Niz Borigog (Kanikuchi) | The approach road to Kanikuchi Nadipar Suba SPT bridge was partly eroded on 8.6.2022 due to incessant rain as per report of AEE,PWD NKT Roads, Rangia",09-06-2022,,,,,,,
Kamrup,2,"Kayan - Rangia-Hajo road to Simaluwa village. 50% surface damage. Date: 18/06/2022. | Simaluwa, Dhuhi & Balisatra. Reported by PWRD, North Kamrup Territorial Road Division, Rangia. | | (Long - 91.595763, Lat - 26.371951),  Murara-Baranghati to Barpulla road. Side berm damage & ICBP. Date: 18/06/2022. | Baranghati, Palepara, Barpulla & Kayan. Reported by PWRD, North Kamrup Territorial Road Division, Rangia. | | (Long - 91.548772, Lat - 26.362369)",05-07-2022,,,,,,,
Kamrup,2,"Rangia - Old N.T Road | Vill- Rangia Town | The Old N.T Road was damaged by the flood waters as per report of AEE, PWD, NKT, Roads, Rangia on 20.6.2022 | (Long - 91.609246, Lat - 26.439255),  Chamaria - Howli to Howlitary | Howlitary | Road submerged of the road namely Howli to Howlitary had taken place on dated 23.06.2022 and the same has been reported by AEE, PWD, Boko territorial road sub-division on dated 23.06.2022 | (Long - 91.036878, Lat - 26.285753)",23-06-2022,,,,,,,
Kamrup,2,"Kamalpur - Jalimura to Changsari road | Vill-Jalimura | Total Lenght of the Road 10.30km. Submerged at 2nd km for a length of 100 Meter as per report of the Executive Engineer PWD North KMP Territorial road division rangia Dated: 21-05-2022,  Madanpur to Katanipara | Vill-Madanpur | Total Lenght of the Road 2.00 km. Submerged at 1st km for a length of 250 Meter as per report of the Executive Engineer PWD North KMP Territorial road division rangia Dated: 21-05-2022",22-05-2022,,,,,,,
Kamrup,2,"Rangia - Dipteswari Temple Road RCC Bridge 2/1 approach road | Village- Nakul | The approach road to Dipteswari Temple Road RCC Bridge 2/1 was damaged on the north side due to incessant rain on 13.06.2022 as per report of A.E.E, PWD NKT Roads, Rangia | (Long - 91.651964, Lat - 26.415844),  Rangia Dhamdhama Road Bridge approach No. 7/1 | Village - Hairandab | The approach road to Rangia Dhamdhama Road Bridge (RCC) approach No. 7/1 was damaged on the west side due to incessant rain on 13.06.2022 as per report of A.E.E, PWD NKT Roads, Rangia | (Long - 91.555649, Lat - 26.481539)",14-06-2022,,,,,,,
Kamrup,3,"Kamalpur - Jalimura Sangsari road | Vill-Jalimura | Total Length 100 M Submergence for a depth of about 45 to 50 CM on 15.06.2022 as per as per report of the Executive Engineer PWD North KMP Territorial Road Sub-Division Rangia | (Long - 26.357698, Lat - 91.726525),  Madanpur to Katnipara Road | Vill-Madanpur | Total length about 250 M Submergence for a depth of about 35 to 45 CM on 15.06.2022 as per report of the Executive Engineer PWD North KMP Territorial Road Sub-Division Rangia | (Long - 26.318327, Lat - 91.739796),  Goroimari - Hatisolapam to Dakshin Laruajan | Goroimari | Submerge Length 800 m, Breadth 6 m. Reported by PWRD Chhaygaon. Date: 16/06/2022. | (Long - 91.206634, Lat - 26.066046)",16-06-2022,,,,,,,
Kamrup,4,"Rangia - Haradutta Biradutta Road | Vill- Rangia Town near Rangia Municipality | Haradutta Biradutta Road in Rangia Town is partially damaged due to submergence as per report of AEE, PWD, NKT, Roads, Rangia on 20.06.2022 | (Long - 0.000000, Lat - 0.000000),  Kanikuchi Road | Village Kanikuchi near SPT Bridge | Kanikuchi Road in vill Kanikuchi was damaged due to submergence as per report of AEE, PWD, NKT, Roads, Rangia on 20.06.2022 | (Long - 91.598572, Lat - 26.382534),  Chamaria - Neoldoba Batiamari | Neoldoba | Road submerged of the road namely Neoldoba batiamari had taken place on dated 20.06.2022 and the same has been reported by JE, PWD, Boko territorial road sub-division on dated 20.06.2022 | (Long - 91.156191, Lat - 26.096008),  Dekachange to Jaokatadia, AS-11-681 | Dekachange | Road submerged of the road namely Dekachang to Jaokatadia, AS-11-681, had taken place on dated 20.06.2022 and the same has been reported by JE, PWD, Boko territorial road sub-division on dated 20.06.2022 | (Long - 91.118153, Lat - 26.104305)",21-06-2022,,,,,,,
Kamrup,4,"Kayan - Gorput Garamsung Vithera Road to Baralia Embankment (80 m breach with one slab culvert damaged and side berm eroded). Date: 16/06/2022. | Vithera. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 26/06/2022. | GPS co-ordinates couldn't be provided by the respective department at the moment. | (Long - 0.000000, Lat - 0.000000),  Kamalpur Morowa Road to Chamukha via Sepon L.P School (70 m breach and side berm eroded). Date: 16/06/2022. | Sepon. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 26/06/2022. | GPS co-ordinates couldn't be provided by the respective department at the moment. | (Long - 0.000000, Lat - 0.000000),  Souramuri Road (50 m breach with culvert damaged and side berm eroded). Date: 16/06/2022. | Souramuri. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 26/06/2022. | GPS co-ordinates couldn't be provided by the respective department at the moment. | (Long - 0.000000, Lat - 0.000000),  Dhuhi Higher Secondary Road (Road surface damaged). Date: 16/06/2022. | Dhuhi. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 26/06/2022. | GPS co-ordinates couldn't be provided by the respective department at the moment. | (Long - 0.000000, Lat - 0.000000)",27-06-2022,,,,,,,
Kamrup,9,"Rangia - Gurkuchi village road | vill- Gurkuchi | Gurkuchi Village Road is submerged in flood water and is partially damaged as per report of AEE, PWD NKT, Roads, Rangia on 16.05.2022 | (Long - 0.000000, Lat - 0.000000),  N.T Road | vill- Rangia Town | N.T Road is submerged in flood water and is partially damaged as per report of AEE, PWD NKT, Roads, Rangia on 16.05.2022 | (Long - 0.000000, Lat - 0.000000),  Rangia Baralia West Embankment to Noona Embankment via Barkukuria village Road | Vill- Barkukuria | Rangia Baralia West Embankment to Noona Embankment is submerged (1 KM) in flood water and is partially damaged as per report of AEE, PWD NKT, Roads, Rangia on 16.05.2022 | (Long - 0.000000, Lat - 0.000000),  Udiana Gurkuchi Road | Vill- Udiana | Udiana Village Road is submerged in flood water and is partially damaged as per report of AEE, PWD NKT, Roads, Rangia on 16.05.2022 | (Long - 0.000000, Lat - 0.000000),  Kayan - Bagals Road near choumukha bazar chowk, Dhuhi Balisatra Road near Bathan, Garamsung Gorput Road, Kamalpur Morowa road at Baranghati Bokultol, Kayan Kampith road side berm and one culvert damaged. | Kayan Revenue Circle. Date: 16/06/2022. Reported by PWRD, Hajo Division. | GPS co-ordinates couldn't be provided at the moment. | (Long - 0.000000, Lat - 0.000000)",17-06-2022,,,,,,,
Kamrup,5,"Nagarbera - Jamlai to Naitor khameri | Jamlai | Road submerged of the road namely jamlai to Naitor khameri had taken place on 21-6-2022 and the same has been reported by EE PWD Boko territorial road sub-division dated 3-7-2022 | (Long - 26.069440, Lat - 91.003890),  Bhukradia nagarbera road | Bhukradia | Road submerged of the road namely Bhukradia nagarbera road had taken place on 21-6-2022 and the same has been reported by EE PWD Boko territorial road sub-division dated 3-7-2022 | (Long - 26.132455, Lat - 91.044053),  Mandira nislamari to Mandira puran bazar | Mandira | Road submerged of the road namely Mandira nislamari to malibari puran bazar road had taken place on 21-6-2022 and the same has been reported by EE PWD Boko territorial road sub-division dated 3-7-2022 | (Long - 26.060195, Lat - 91.004067),  Tupamari to tupmari No 2 | Tupmari | Road submerged of the road namely tupamari to tupmari No road had taken place on 21-6-2022 and the same has been reported by EE PWD Boko territorial road sub-division dated 3-7-2022 | (Long - 26.123230, Lat - 91.038809),  Palahatari Naitor khola reserved | Palahatari | Road submerged of the road namely palahatari Naitor khola reserved road had taken place on 21-6-2022 and the same has been reported by EE PWD Boko territorial road sub-division dated 3-7-2022 | (Long - 26.055830, Lat - 91.979023)",03-07-2022,,,,,,,
Kamrup,6,"Kamalpur - Bihdia Saledal PHC Road | Vill-Bihdia | Submerged length 550M Depth of Submergence 0.45M on 14.06.2022 as per report of the Executive Engineer PWD North KMP Territorial Road Sub Division Rangia | (Long - 26.407231, Lat - 91.735505),  Kamalpur Borka Road | Vill- Borka | Submerged length 500M Depth of Submergence 0.30M on 14.06.2022 as per report of the Executive Engineer PWD North KMP Territorial Road Sub Division Rangia | (Long - 26.289609, Lat - 91.666904),  Athgaon Bahbori to Kabila road | Vill-Athgaon | Submerged length 200M Depth of Submergence 0.40 M on 14.06.2022 as per report of the Executive Engineer PWD North KMP Territorial Road Sub Division Rangia | (Long - 26.298000, Lat - 91.631076),  Kendukuna Panitema road | Vill-Kendukuna | Erosion of embankment cum shoulder at ch. 10500M for a length of 15 M on 14.06.2022 as per report of the Executive Engineer PWD North KMP Territorial Road Sub Division Rangia | (Long - 26.297592, Lat - 91.639205),  Dorakohora to Bhitorkhola road | Vill-Dorakohora | Damaged length 15M at ch. 230 M on 14.06.2022 as per report of the Executive Engineer PWD North KMP Territorial Road Sub Division Rangia | (Long - 26.297436, Lat - 91.717172),  Deuduar to Doloipeath Village road | Vill-Deuduar | Damaged length 150M at different stretches on 14.06.2022 as per report of the Executive Engineer PWD North KMP Territorial Road Sub Division Rangia | (Long - 26.297592, Lat - 91.639205)",15-06-2022,,,,,,,
Kamrup,6,"Rangia - WBM Road from Nabin Boro House | Vill- Doloigaon | WBM Road from Nabin Boro House was washed away on 18.06.2022 as per report of ABDO (P), Rangia Dev Block | (Long - 0.000000, Lat - 0.000000),  Paver Block road from Baralia Mathauri to 31 NH | Balagaon | Paver Block road from Baralia Mathauri to 31 NH was washed away on 18.06.2022 as per report of ABDO (P), Rangia Dev Block | (Long - 0.000000, Lat - 0.000000),  Paver Block road from Naburka Sankar Sevak Sangha to Mukunda Deka House | Naburka Satra | Paver Block road from Naburka Sankar Sevak Sangha to Mukunda Deka House was damaged on 18.06.2022 as per report of ABDO (P), Rangia Dev Block | (Long - 0.000000, Lat - 0.000000),  WBM Road from Mahat Deka house to Pradip Deka house | Naburka Satra | WBM Road from Mahat Deka house to Pradip Deka house was damaged on 18.06.2022 as per report of ABDO (P), Rangia Dev Block | (Long - 0.000000, Lat - 0.000000),  Kamalpur - Dorakahara Minora petrol pump to Bhakajan | Bhitorkhola | Total length of damage 1 KM Submergence length 800 M Depth of submergence .60 M as per report of the Asstt. Executive Engineer PWD R Kamalpur Territorial on 24-06-2022 | (Long - 26.287924, Lat - 91.710742),  Bhakajan Chowk to Bhakajan LPS | Bhitorkhola | Total length of damage 1.2 KM Submergence length 1 k Depth of submergence .55 M as per report of the Asstt. Executive Engineer PWD R Kamalpur Territorial on 24-06-2022 | (Long - 26.280068, Lat - 91.709539)",25-06-2022,,,,,,,
Kamrup,6,"Rangia - Chepti Bihdia Road at Ch 600.00 m | Vill- Chepti | Chepti Bihdia Road at Ch 600.00 m was washed away as per report of AEE, PWD, NKT Roads, Rangia on 22.06.2022 | (Long - 91.636262, Lat - 26.414157),  Katrakhat Kendukona Road | Vill- Kaniha Dagharia | Katrakhat Kendukona Road was damaged as per report of AEE, PWD, NKT Roads, Rangia on 22.06.2022 | (Long - 26.378128, Lat - 91.626082),  Kayan - Morowa Baranghati Road via Dhuhi Hospital Chowk to Kayan Circle Office (breaches 80 m and side berm eroded). Damage Date: 16/06/2022. | Vill- Dhuhi. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 23/06/2022. | GPS co-ordinates couldn't be provided at the moment by respective department. | (Long - 0.000000, Lat - 0.000000),  Kumtibari Bathan Road via Irrigation Project (breaches 60 m and side berm eroded). Damage Date: 16/06/2022. | Vill- Bordongabatakuchi. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 23/06/2022. | GPS co-ordinates couldn't be provided at the moment by respective department. | (Long - 0.000000, Lat - 0.000000),  Nabajyoti High School Road (breaches 70 m and side berm eroded). Damage Date: 16/06/2022. | Vill- Larmagourhati. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 23/06/2022. | GPS co-ordinates couldn't be provided at the moment by respective department. | (Long - 0.000000, Lat - 0.000000),  Kamalpur morowa road (breaches 150 m and side berm eroded). Damage Date: 16/06/2022. | Vill- Borpulla, Bokultol. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 23/06/2022. | GPS co-ordinates couldn't be provided at the moment by respective department. | (Long - 0.000000, Lat - 0.000000)",24-06-2022,,,,,,,
Kamrup,100,"Rangia - Rangia Dhamdhama Road | Gurkuchi, Batakuchi, Jamtola | Rangia Dhamdhama Road was damaged on 18.6.22 as per report of AEE, PWD NKT Roads, Rangia | (Long - 91.597984, Lat - 26.454269),  Rangia Dhamdhama Road Br. No. 2/1 | Gurkuchi, Batakuchi, Jamtola | Approach road of Rangia Dhamdhama Road Br. No. 2/1 was damaged on 18.6.22 as per report of AEE, PWD NKT Roads, Rangia | (Long - 91.599811, Lat - 26.451458),  NH Colony Opp. Road- Rangia ASTC Bus Stand to Bangaon Village | Bangaon, Ward No. 3 | NH Colony Opp. Road- Rangia ASTC Bus Stand to Bangaon Village was damaged on 18.6.22 as per report of AEE, PWD NKT Roads, Rangia | (Long - 91.614564, Lat - 26.427918),  By Weekly Market Road including SPT Br. No. 1/1 | Rangia Ward No. 8 | Approach road of By Weekly Market Road including SPT Br. No. 1/1 was damaged on 18.6.22 as per report of AEE, PWD NKT Roads, Rangia | (Long - 91.624208, Lat - 26.439940),  2nd Km of Chepti Bihdia to Dipteshwari Temple Road via Nakul | Nakul, Kekerikuchi | ICBP and Shoulder Erosion & Damage of 2nd Km of Chepti Bihdia to Dipteshwari Temple Road via Nakul as per report of AEE, PWD NKT Roads, Rangia on 18.6.22 | (Long - 0.000000, Lat - 0.000000),  NH-31 to motkuchi Ghat Part-1 | Naukuchi | NH-31 to motkuchi Ghat Part-1 was damaged on 18.6.22 as per report of AEE, PWD NKT Roads, Rangia | (Long - 0.000000, Lat - 0.000000),  Moranjana to Kekerikuchi Village Road | Village- Naukuchi | Moranjana to Kekerikuchi Village Road was damaged on 18.6.22 as per report of AEE, PWD NKT Roads, Rangia | (Long - 0.000000, Lat - 0.000000),  Biharpara Kaurbaha Road including RCC Br. No. 2/1 | Totarkuchi, Balagaon, Gogmalasa | BT Road Damage & Erosion of Bridge No. 2/1 approach East & West End was damaged on 18.6.22 as per",29-06-2022,,,,,,,
