District,RevenueCircle,Crop Area Affected (Hectares),Date
Morigaon,mayong,9000,2022-06-20
Morigaon,laharighat,101,2022-06-20
Nagaon,nagaon,152,2022-06-20
Nagaon,raha,7047.57,2022-06-20
Nagaon,samaguri,252,2022-06-20
Nagaon,kampur,7835,2022-06-20
Nagaon,rupahi,160,2022-06-20
Nagaon,dhing,328,06-20-2022
Nagaon,kaliabor,40,2022-06-20
Nalbari,ghograpar,718,2022-06-20
Nalbari,tihu,367,2022-06-20
Nalbari,paschim,554,2022-06-20
Nalbari,banekuchi,111,2022-06-20
Nalbari,barbhag,83.5,2022-06-20
Nalbari,nalbari,338.1,2022-06-20
Nalbari,barkhetri,4004.5,2022-06-20
Sivasagar,sivsagar,40,2022-06-20
Sivasagar,demow,16,2022-06-20
Sonitpur,naduar,66,2022-06-20
Sonitpur,chariduar,0,2022-06-20
Sonitpur,thelamara,656,2022-06-20
Sonitpur,dhekiajuli,2347.7,2022-06-20
Sonitpur,tezpur,732.6,2022-06-20
South Salmara,south,0,2022-06-20
South Salmara,mankachar,405,2022-06-20
Tamulpur,tamulpur,400,06-20-2022
Tamulpur,goreswar,1310,06-20-2022
Udalguri,udalguri,0,06-20-2022
Udalguri,khairabari,48,06-20-2022
Udalguri,mazbat,475.44,2022-06-20
Udalguri,kalaigaon,246.5,2022-06-20
Udalguri,harisinga,40,2022-06-20
Baksa,barnagar,410,2022-06-20
Baksa,baska,21.33,2022-06-20
Baksa,baganpara,12,2022-06-20
Baksa,barama,5,2022-06-20
Baksa,jalah,220,2022-06-20
Bajali,sarupeta,490,2022-06-20
Bajali,bajali,0,2022-06-20
Tinsukia,tinsukia,1268.33,2022-06-21
Tinsukia,doomdooma,44.5,2022-06-21
Biswanath,gohpur,0,2022-06-21
Biswanath,naduar,22.5,2022-06-21
Biswanath,halem,411,2022-06-21
Biswanath,biswanath,10,2022-06-21
Bongaigaon,srijangram,0,2022-06-21
Bongaigaon,manikpur,172,06-21-2022
Bongaigaon,boitamari,0,06-21-2022
Udalguri,udalguri,0,06-21-2022
Udalguri,mazbat,0,06-21-2022
Udalguri,khairabari,0,2022-06-21
Udalguri,harisinga,146,2022-06-21
Udalguri,kalaigaon,81,2022-06-21
Tamulpur,goreswar,0,2022-06-21
Tamulpur,tamulpur,500,06-21-2022
South Salmara,south,692,2022-06-21
South Salmara,mankachar,199,06-21-2022
Sonitpur,naduar,66,2022-06-21
Sonitpur,chariduar,69,2022-06-21
Sonitpur,thelamara,120,2022-06-21
Sonitpur,dhekiajuli,1920,2022-06-21
Sonitpur,tezpur,727.9,2022-06-21
Sivasagar,sivsagar,30,2022-06-21
Nalbari,ghograpar,718,06-21-2022
Nalbari,banekuchi,80,2022-06-21
Nalbari,tihu,200,06-21-2022
Nalbari,barbhag,83.5,2022-06-21
Nalbari,paschim,554,2022-06-21
Nalbari,nalbari,338.1,2022-06-21
Nalbari,barkhetri,0,2022-06-21
Nagaon,nagaon,218,2022-06-21
Nagaon,kampur,8320,2022-06-21
Nagaon,rupahi,118,2022-06-21
Nagaon,raha,7938.02,2022-06-21
Nagaon,samaguri,252,2022-06-21
Nagaon,kaliabor,35,2022-06-21
Nagaon,dhing,241,2022-06-21
Morigaon,mayong,14000,2022-06-21
Morigaon,bhuragaon,832,2022-06-21
Morigaon,morigaon,855,2022-06-21
Morigaon,laharighat,101,2022-06-21
Majuli,ujani,132.84,2022-06-21
Majuli,majuli,269.36,2022-06-21
Lakhimpur,nowboicha,644.3,2022-06-21
Lakhimpur,narayanpur,0,2022-06-21
Lakhimpur,north,38,2022-06-21
Lakhimpur,bihpuria,0,2022-06-21
Lakhimpur,dhakuakhana,387,2022-06-21
Lakhimpur,subansiri,73,2022-06-21
Kokrajhar,gossaigaon,0,06-21-2022
Kokrajhar,kokrajhar,0,2022-06-21
Kokrajhar,bhawraguri,0,2022-06-21
Kokrajhar,bagribari,0,2022-06-21
Barpeta,barpeta,870,2022-06-21
Barpeta,chenga,2693,2022-06-21
Barpeta,baghbar,18983,2022-06-21
Barpeta,sarthebari,2028,2022-06-21
Barpeta,kalgachia,1823.5,2022-06-21
Barpeta,barnagar,1203.5,2022-06-21
Karimganj,patherkandi,0,2022-06-21
Karimganj,rk,0,2022-06-21
Karimganj,badarpur,275.2,2022-06-21
Karimganj,nilambazar,0,2022-06-21
Karimganj,karimganj,0,06-21-2022
Kamrup (M),chandrapur,173,06-21-2022
Kamrup (M),guwahati,0,06-21-2022
Kamrup (M),sonapur,368.5,06-21-2022
Kamrup (M),dispur,0,2022-06-21
Kamrup,rangia,798.5,2022-06-21
Kamrup,goroimari,600,2022-06-21
Kamrup,kayan,407,2022-06-21
Kamrup,nagarbera,245,2022-06-21
Kamrup,chaygaon,144,2022-06-21
Kamrup,kamalpur,694.9,2022-06-21
Kamrup,chamaria,95.5,2022-06-21
Kamrup,hajo,610,2022-06-21
Kamrup,palashbari,274.5,06-21-2022
Kamrup,north,175,2022-06-21
Hojai,hojai,1022,2022-06-21
Hojai,doboka,436,2022-06-21
Hojai,lanka,815,2022-06-21
Hailakandi,algapur,42,2022-06-21
Hailakandi,hailakandi,16,06-21-2022
Hailakandi,lala,29,2022-06-21
Hailakandi,katlicherra,19,2022-06-21
Golaghat,bokakhat,80,06-21-2022
Golaghat,khumtai,16,06-21-2022
Goalpara,matia,614,06-21-2022
Goalpara,balijana,762.5,06-21-2022
Goalpara,lakhipur,0,06-21-2022
Goalpara,dudhnoi,0,2022-06-21
Goalpara,rongjuli,0,2022-06-21
Dibrugarh,chabua,2.5,2022-06-21
Dhubri,dhubri,711,6-21-2022
Dhubri,agamoni,0,2022-06-21
Dhubri,gauripur,695.1,06-21-2022
Dhubri,chapar,1018.2,06-21-2022
Dhubri,bilasipara,0,2022-06-21
Dhubri,south,3769,2022-06-21
Dhubri,golakganj,378,2022-06-21
Dhubri,athani,2407.53,2022-06-21
Dhemaji,jonai,6158.5,2022-06-21
Dhemaji,sissiborgaon,912,2022-06-21
Dhemaji,dhemaji,9,2022-06-21
Cachar,silchar,0,2022-06-21
Cachar,lakhipur,0,2022-06-21
Cachar,sonai,41,2022-06-21
Cachar,udharbond,0,2022-06-21
Cachar,katigorah,0,2022-06-21
Bajali,sarupeta,460,2022-06-21
Bajali,bajali,0,2022-06-21
Chirang,bijni,2444.9,2022-06-21
Chirang,bengtal,0,2022-06-21
Darrang,mangaldoi,2838,2022-06-21
Darrang,dalgaon,3795.5,2022-06-21
Darrang,sipajhar,1593,2022-06-21
Darrang,patharighat,1400,2022-06-21
Karbi Anglong West,donkamokam,0,2022-06-21
Baksa,barnagar,410,2022-06-21
Baksa,baska,0,2022-06-21
Baksa,barama,0,06-21-2022
Baksa,baganpara,0,06-21-2022
Baksa,jalah,42,06-21-2022
Udalguri,udalguri,0,06-22-2022
Udalguri,harisinga,1.34,06-22-2022
Udalguri,mazbat,0,06-22-2022
Udalguri,khairabari,0,06-22-2022
Udalguri,kalaigaon,10,2022-06-22
Baksa,barnagar,410,2022-06-22
Baksa,barama,0,2022-06-22
Baksa,baganpara,0,2022-06-22
Tinsukia,doomdooma,28,2022-06-22
Tamulpur,goreswar,0,2022-06-22
Tamulpur,tamulpur,200,2022-06-22
South Salmara,south,692,2022-06-22
South Salmara,mankachar,199,2022-06-22
Sonitpur,dhekiajuli,1424,2022-06-22
Sonitpur,thelamara,0,2022-06-22
Sonitpur,chariduar,0,2022-06-22
Sonitpur,tezpur,195,2022-06-22
Sivasagar,sivsagar,20,06-22-2022
Nalbari,tihu,200,2022-06-22
Nalbari,paschim,554,2022-06-22
Nalbari,ghograpar,718,2022-06-22
Nalbari,barbhag,200,2022-06-22
Nalbari,banekuchi,8,2022-06-22
Nalbari,nalbari,381.5,2022-06-22
Nalbari,barkhetri,0,2022-06-22
Nagaon,nagaon,218,2022-06-22
Nagaon,kampur,8320,2022-06-22
Nagaon,samaguri,225,2022-06-22
Nagaon,raha,7941.51,2022-06-22
Nagaon,kaliabor,18,2022-06-22
Nagaon,rupahi,43,2022-06-22
Nagaon,dhing,107,2022-06-22
Morigaon,mayong,14000,2022-06-22
Morigaon,bhuragaon,832,2022-06-22
Morigaon,morigaon,952,2022-06-22
Morigaon,mikirbheta,0,2022-06-22
Morigaon,laharighat,8.5,2022-06-22
Bajali,sarupeta,412,2022-06-22
Bajali,bajali,0,2022-06-22
Lakhimpur,narayanpur,0,2022-06-22
Lakhimpur,nowboicha,239.6,2022-06-22
Lakhimpur,north,0,2022-06-22
Lakhimpur,subansiri,207,2022-06-22
Lakhimpur,bihpuria,0,2022-06-22
Lakhimpur,dhakuakhana,387,2022-06-22
Karimganj,nilambazar,914,2022-06-22
Karimganj,badarpur,0,2022-06-22
Karimganj,patherkandi,348.5,2022-06-22
Karimganj,rk,300,06-22-2022
Karimganj,karimganj,0,06-22-2022
Karbi Anglong West,donkamokam,0,06-22-2022
Kamrup (M),azara,0,06-22-2022
Kamrup (M),chandrapur,173,06-22-2022
Kamrup (M),sonapur,687,06-22-2022
Kamrup,rangia,798.5,06-22-2022
Kamrup,kamalpur,694,06-22-2022
Kamrup,kayan,407,06-22-2022
Kamrup,chaygaon,144,06-22-2022
Kamrup,nagarbera,245,06-22-2022
Kamrup,chamaria,117.5,06-22-2022
Kamrup,hajo,690,06-22-2022
Kamrup,goroimari,700,06-22-2022
Kamrup,north,175,06-22-2022
Kamrup,palashbari,267.5,06-22-2022
Majuli,majuli,169.26,06-22-2022
Majuli,ujani,15.19,06-22-2022
Hailakandi,algapur,45,06-22-2022
Hailakandi,hailakandi,19,2022-06-22
Hailakandi,lala,31,2022-06-22
Hailakandi,katlicherra,0,2022-06-22
Hojai,hojai,539,2022-06-22
Hojai,lanka,815,2022-06-22
Hojai,doboka,446,2022-06-22
Biswanath,gohpur,0,2022-06-22
Biswanath,halem,167,2022-06-22
Bongaigaon,manikpur,0,2022-06-22
Bongaigaon,srijangram,0,06-22-2022
Bongaigaon,boitamari,0,06-22-2022
Cachar,katigorah,0,06-22-2022
Cachar,lakhipur,0,06-22-2022
Cachar,silchar,0,06-22-2022
Cachar,sonai,0,06-22-2022
Cachar,udharbond,0,06-22-2022
Chirang,sidli,0,06-22-2022
Chirang,bijni,0,06-22-2022
Chirang,bengtal,0,06-22-2022
Barpeta,baghbar,18983,06-22-2022
Barpeta,barpeta,869,2022-06-22
Barpeta,sarthebari,2080,2022-06-22
Barpeta,kalgachia,1823.5,2022-06-22
Barpeta,barnagar,780.5,2022-06-22
Barpeta,chenga,2693,2022-06-22
Dhemaji,jonai,5685.5,2022-06-22
Dhemaji,sissiborgaon,910,2022-06-22
Dhemaji,dhemaji,7,2022-06-22
Dhubri,dhubri,711,2022-06-22
Dhubri,bilasipara,0,2022-06-22
Dhubri,golakganj,189,2022-06-22
Dhubri,south,3769,2022-06-22
Dhubri,athani,0,2022-06-22
Dhubri,gauripur,695.1,2022-06-22
Dhubri,chapar,1012.6,2022-06-22
Dhubri,agamoni,0,2022-06-22
Dibrugarh,chabua,2.5,2022-06-22
Goalpara,matia,321,2022-06-22
Goalpara,lakhipur,0,2022-06-22
Goalpara,balijana,623.4,2022-06-22
Goalpara,rongjuli,0,2022-06-22
Goalpara,dudhnoi,0,2022-06-22
Golaghat,bokakhat,108.5,06-22-2022
Golaghat,khumtai,16,06-22-2022
Darrang,dalgaon,3795.5,2022-06-22
Darrang,patharighat,1400,06-22-2022
Darrang,sipajhar,1654,06-22-2022
Darrang,mangaldoi,2838,06-22-2022
Karbi Anglong West,donkamokam,0,06-23-2022
Karimganj,nilambazar,0,06-23-2022
Karimganj,rk,3148,06-23-2022
Karimganj,badarpur,0,06-23-2022
Karimganj,patherkandi,0,06-23-2022
Karimganj,karimganj,0,06-23-2022
Lakhimpur,north,0,2022-06-23
Lakhimpur,nowboicha,0,2022-06-23
Lakhimpur,bihpuria,0,06-23-2022
Lakhimpur,kadam,0,2022-06-23
Majuli,majuli,126.38,2022-06-23
Majuli,ujani,14.39,2022-06-23
Morigaon,bhuragaon,721,2022-06-23
Morigaon,morigaon,1100,2022-06-23
Morigaon,mayong,13090,2022-06-23
Morigaon,mikirbheta,109,2022-06-23
South Salmara,mankachar,199,2022-06-23
South Salmara,south,692,2022-06-23
Sonitpur,thelamara,13,2022-06-23
Sonitpur,dhekiajuli,1205,2022-06-23
Sonitpur,tezpur,14,2022-06-23
Tamulpur,goreswar,0,2022-06-23
Tamulpur,tamulpur,125,2022-06-23
Tinsukia,tinsukia,29.23,2022-06-23
Tinsukia,doomdooma,20.2,2022-06-23
Udalguri,udalguri,0,2022-06-23
Udalguri,harisinga,0,06-23-2022
Udalguri,khairabari,0,06-23-2022
Udalguri,kalaigaon,0,06-23-2022
Udalguri,mazbat,0,06-23-2022
Kamrup (M),sonapur,726.5,06-23-2022
Kamrup (M),chandrapur,173,06-23-2022
Nalbari,ghograpar,718,06-23-2022
Nalbari,paschim,554,06-23-2022
Nalbari,barbhag,140,06-23-2022
Nalbari,tihu,50,06-23-2022
Nalbari,barkhetri,5019.5,06-23-2022
Nalbari,nalbari,381.5,2022-06-23
Kamrup,rangia,698.5,2022-06-23
Kamrup,hajo,750,2022-06-23
Kamrup,chaygaon,84,2022-06-23
Kamrup,nagarbera,220,2022-06-23
Kamrup,kayan,344.5,06-23-2022
Kamrup,chamaria,88.25,06-23-2022
Kamrup,goroimari,700,06-23-2022
Kamrup,kamalpur,1045,06-23-2022
Kamrup,palashbari,256,2022-06-23
Kamrup,north,175,2022-06-23
Nagaon,nagaon,728,2022-06-23
Nagaon,kampur,8320,2022-06-23
Nagaon,raha,8012.45,2022-06-23
Nagaon,samaguri,182,2022-06-23
Nagaon,dhing,44,2022-06-23
Nagaon,rupahi,21,2022-06-23
Hailakandi,algapur,47,2022-06-23
Hailakandi,hailakandi,21,2022-06-23
Hailakandi,katlicherra,0,2022-06-23
Hailakandi,lala,33,2022-06-23
Hojai,hojai,178,2022-06-23
Hojai,doboka,446,2022-06-23
Hojai,lanka,815,2022-06-23
Bajali,sarupeta,365,2022-06-23
Bajali,bajali,812,06-23-2022
Baksa,baska,0,06-23-2022
Baksa,barama,0,2022-06-23
Baksa,barnagar,410,2022-06-23
Barpeta,barpeta,880,2022-06-23
Barpeta,baghbar,18983,2022-06-23
Barpeta,chenga,2693,2022-06-23
Barpeta,barnagar,780.5,2022-06-23
Barpeta,sarthebari,2080,2022-06-23
Barpeta,kalgachia,1823.5,2022-06-23
Bongaigaon,boitamari,0,2022-06-23
Bongaigaon,manikpur,0,2022-06-23
Bongaigaon,srijangram,0,2022-06-23
Cachar,katigorah,0,2022-06-23
Cachar,silchar,0,06-23-2022
Cachar,sonai,0,06-23-2022
Cachar,lakhipur,0,06-23-2022
Cachar,udharbond,0,2022-06-23
Chirang,bijni,0,2022-06-23
Chirang,bengtal,0,2022-06-23
Biswanath,halem,93,2022-06-23
Biswanath,gohpur,0,2022-06-23
Dhemaji,jonai,4021.5,2022-06-23
Dhemaji,sissiborgaon,787.56,2022-06-23
Dhemaji,dhemaji,19,2022-06-23
Dhubri,bilasipara,0,2022-06-23
Dhubri,dhubri,711,2022-06-23
Dhubri,south,3769,2022-06-23
Dhubri,athani,0,2022-06-23
Dhubri,golakganj,106,2022-06-23
Dhubri,gauripur,695.1,06-23-2022
Dhubri,agamoni,0,2022-06-23
Dhubri,chapar,0,2022-06-23
Dibrugarh,chabua,2.5,2022-06-23
Dibrugarh,dibrugarh,0,2022-06-23
Goalpara,matia,308,2022-06-23
Goalpara,lakhipur,0,2022-06-23
Goalpara,balijana,598.2,2022-06-23
Goalpara,rongjuli,0,2022-06-23
Golaghat,bokakhat,90,2022-06-23
Golaghat,khumtai,16,2022-06-23
Darrang,mangaldoi,2838,2022-06-23
Darrang,sipajhar,1615,2022-06-23
Darrang,dalgaon,3795.5,2022-06-23
Darrang,patharighat,1000,2022-06-23
Darrang,sipajhar,1615,2022-06-24
Darrang,patharighat,703.5,2022-06-24
Darrang,mangaldoi,3418,2022-06-24
Darrang,dalgaon,1735.71,2022-06-24
Kamrup (M),sonapur,726.5,2022-06-24
Kamrup (M),chandrapur,173,2022-06-24
Dhemaji,jonai,4581.5,2022-06-24
Dhemaji,sissiborgaon,1717.56,2022-06-24
Dhemaji,gogamukh,0,2022-06-24
Dhemaji,dhemaji,52,2022-06-24
Dhubri,bilasipara,0,2022-06-24
Dhubri,dhubri,711,2022-06-24
Dhubri,gauripur,0,2022-06-24
Dhubri,athani,0,2022-06-24
Dhubri,south,3769,2022-06-24
Dhubri,agamoni,0,2022-06-24
Goalpara,matia,284,2022-06-24
Goalpara,lakhipur,0,2022-06-24
Goalpara,balijana,598.2,2022-06-24
Goalpara,rongjuli,0,2022-06-24
Golaghat,bokakhat,65,2022-06-24
Golaghat,khumtai,16,2022-06-24
Hojai,hojai,117,2022-06-24
Hojai,doboka,139,2022-06-24
Hojai,lanka,815,2022-06-24
Kamrup,rangia,654.24,2022-06-24
Kamrup,hajo,781,2022-06-24
Kamrup,chamaria,79.2,2022-06-24
Kamrup,chaygaon,33,2022-06-24
Kamrup,kamalpur,1045,2022-06-24
Kamrup,nagarbera,200,2022-06-24
Kamrup,goroimari,500,06-24-2022
Kamrup,kayan,344.5,06-24-2022
Kamrup,palashbari,46,06-24-2022
Kamrup,north,202.5,06-24-2022
Karbi Anglong West,donkamokam,0,06-24-2022
Sonitpur,thelamara,11,06-24-2022
Sonitpur,dhekiajuli,989,06-24-2022
Sonitpur,tezpur,6,06-24-2022
Lakhimpur,north,0,06-24-2022
Lakhimpur,nowboicha,0,06-24-2022
Lakhimpur,bihpuria,0,06-24-2022
Lakhimpur,subansiri,20,06-24-2022
Majuli,ujani,13.76,06-24-2022
Majuli,majuli,7.98,06-24-2022
Morigaon,bhuragaon,721,06-24-2022
Morigaon,morigaon,1200,2022-06-24
Morigaon,mikirbheta,436,2022-06-24
Morigaon,mayong,9100,2022-06-24
Nagaon,kampur,8320,2022-06-24
Nagaon,nagaon,728,2022-06-24
Nagaon,raha,9834.14,2022-06-24
Nagaon,samaguri,148,2022-06-24
Nagaon,dhing,32,2022-06-24
Nagaon,rupahi,5,2022-06-24
Nalbari,paschim,554,2022-06-24
Nalbari,barbhag,140,2022-06-24
Nalbari,tihu,50,2022-06-24
Nalbari,barkhetri,5019.5,06-24-2022
Nalbari,nalbari,110,06-24-2022
Chirang,bijni,0,06-24-2022
South Salmara,mankachar,138,06-24-2022
South Salmara,south,692,06-24-2022
Tamulpur,tamulpur,100,06-24-2022
Udalguri,khairabari,0,06-24-2022
Udalguri,harisinga,0,06-24-2022
Udalguri,udalguri,0,06-24-2022
Udalguri,kalaigaon,0,06-24-2022
Udalguri,mazbat,0,06-24-2022
Karimganj,rk,300,06-24-2022
Karimganj,badarpur,0,2022-06-24
Karimganj,nilambazar,0,2022-06-24
Karimganj,patherkandi,0,2022-06-24
Karimganj,karimganj,0,2022-06-24
Cachar,katigorah,0,2022-06-24
Cachar,lakhipur,77.7,2022-06-24
Cachar,silchar,0,2022-06-24
Cachar,sonai,0,2022-06-24
Cachar,udharbond,0,2022-06-24
Hailakandi,katlicherra,0,2022-06-24
Hailakandi,lala,42,2022-06-24
Hailakandi,algapur,59,2022-06-24
Hailakandi,hailakandi,37,2022-06-24
Biswanath,halem,63,2022-06-24
Barpeta,barpeta,657,2022-06-24
Barpeta,baghbar,18983,2022-06-24
Barpeta,barnagar,780.5,2022-06-24
Barpeta,kalgachia,1823.5,2022-06-24
Barpeta,chenga,2693,2022-06-24
Barpeta,sarthebari,2080,2022-06-24
Baksa,baska,0,2022-06-24
Baksa,barnagar,410,2022-06-24
Baksa,baganpara,0,2022-06-24
Baksa,jalah,0,06-24-2022
Bajali,sarupeta,155,06-24-2022
Bajali,bajali,0,06-24-2022
Bongaigaon,manikpur,0,06-24-2022
Bongaigaon,srijangram,0,2022-06-24
Biswanath,halem,43,2022-06-25
Cachar,lakhipur,0,2022-06-25
Cachar,katigorah,0,2022-06-25
Cachar,udharbond,0,2022-06-25
Cachar,sonai,0,2022-06-25
Cachar,silchar,0,2022-06-25
Chirang,bijni,0,2022-06-25
Darrang,dalgaon,467.85,2022-06-25
Darrang,patharighat,703.5,2022-06-25
Darrang,sipajhar,1615,2022-06-25
Darrang,mangaldoi,3418,2022-06-25
Dhemaji,jonai,3205,2022-06-25
Dhemaji,sissiborgaon,789,2022-06-25
Dhemaji,gogamukh,65,2022-06-25
Dhemaji,dhemaji,35,2022-06-25
Dhubri,south,3769,2022-06-25
Dhubri,bilasipara,0,06-25-2022
Dhubri,dhubri,0,2022-06-25
Dhubri,athani,0,2022-06-25
Goalpara,lakhipur,0,2022-06-25
Goalpara,matia,255,06-25-2022
Goalpara,balijana,568.5,2022-06-25
Goalpara,rongjuli,0,2022-06-25
Golaghat,bokakhat,65,06-25-2022
Golaghat,khumtai,13,06-25-2022
Hailakandi,algapur,0,2022-06-25
Hailakandi,hailakandi,0,2022-06-25
Hailakandi,lala,0,2022-06-25
Hojai,doboka,40,2022-06-25
Hojai,hojai,52,2022-06-25
Hojai,lanka,300,2022-06-25
Kamrup (M),chandrapur,173,2022-06-25
Kamrup (M),sonapur,726,2022-06-25
Karbi Anglong West,donkamokam,0,2022-06-25
Karimganj,rk,300,2022-06-25
Karimganj,nilambazar,0,06-25-2022
Karimganj,badarpur,0,06-25-2022
Karimganj,patherkandi,0,06-25-2022
Karimganj,karimganj,0,06-25-2022
Lakhimpur,nowboicha,0,06-25-2022
Lakhimpur,subansiri,261,2022-06-25
Lakhimpur,bihpuria,0,2022-06-25
Morigaon,mikirbheta,436,2022-06-25
Morigaon,mayong,8620,2022-06-25
Morigaon,bhuragaon,680,2022-06-25
Morigaon,morigaon,1200,2022-06-25
Nagaon,kampur,8250,2022-06-25
Nagaon,nagaon,610,2022-06-25
Nagaon,raha,9940.33,2022-06-25
Nagaon,dhing,32,2022-06-25
Nalbari,paschim,554,2022-06-25
Nalbari,tihu,50,2022-06-25
Nalbari,barbhag,139,2022-06-25
Nalbari,nalbari,180,2022-06-25
Sonitpur,thelamara,11,06-25-2022
Sonitpur,dhekiajuli,560.5,06-25-2022
South Salmara,south,692,2022-06-25
South Salmara,mankachar,138,2022-06-25
Tamulpur,goreswar,0,2022-06-25
Tamulpur,tamulpur,126.3,2022-06-25
Kamrup,hajo,790,06-25-2022
Kamrup,rangia,350,06-25-2022
Kamrup,nagarbera,190,2022-06-25
Kamrup,chamaria,85.8,2022-06-25
Kamrup,chaygaon,33,2022-06-25
Kamrup,kamalpur,1045,2022-06-25
Kamrup,palashbari,46,2022-06-25
Kamrup,north,174.5,2022-06-25
Kamrup,kayan,344.5,2022-06-25
Barpeta,barpeta,670,2022-06-25
Barpeta,barnagar,456,2022-06-25
Barpeta,baghbar,18983,2022-06-25
Barpeta,kalgachia,1676.5,2022-06-25
Barpeta,chenga,2693,2022-06-25
Barpeta,sarthebari,2080,2022-06-25
Bajali,sarupeta,20,2022-06-25
Bajali,bajali,1216,2022-06-25
Udalguri,kalaigaon,0,2022-06-25
Udalguri,harisinga,0,2022-06-25
Udalguri,khairabari,0,2022-06-25
Udalguri,mazbat,0,2022-06-25
Baksa,baska,0,2022-06-25
Baksa,barnagar,410,2022-06-25
Baksa,barama,0,2022-06-25
Baksa,baganpara,0,06-25-2022
Baksa,baska,0,06-26-2022
Baksa,barnagar,410,2022-06-26
Chirang,bijni,0,2022-06-26
Darrang,dalgaon,467.85,2022-06-26
Darrang,mangaldoi,3418,2022-06-26
Darrang,patharighat,1,2022-06-26
Darrang,sipajhar,1615,2022-06-26
Dhemaji,jonai,1836.4,2022-06-26
Dhemaji,sissiborgaon,750,06-26-2022
Dhemaji,gogamukh,60,2022-06-26
Dhemaji,dhemaji,9,06-26-2022
Dhubri,gauripur,0,2022-06-26
Dhubri,dhubri,0,2022-06-26
Dhubri,south,0,2022-06-26
Dhubri,bilasipara,0,2022-06-26
Dhubri,athani,0,2022-06-26
Dibrugarh,dibrugarh,0,2022-06-26
Nalbari,paschim,554,2022-06-26
Nalbari,barbhag,139,2022-06-26
Nalbari,tihu,50,2022-06-26
Nagaon,raha,9997.82,2022-06-26
Nagaon,nagaon,610,2022-06-26
Nagaon,kampur,8250,2022-06-26
Morigaon,mikirbheta,436,2022-06-26
Morigaon,mayong,8620,2022-06-26
Morigaon,morigaon,1715,2022-06-26
Morigaon,bhuragaon,580,2022-06-26
Lakhimpur,north,0,2022-06-26
Lakhimpur,nowboicha,0,2022-06-26
Lakhimpur,bihpuria,0,2022-06-26
Lakhimpur,subansiri,513,2022-06-26
Karimganj,badarpur,0,2022-06-26
Karimganj,nilambazar,0,2022-06-26
Karimganj,patherkandi,0,2022-06-26
Karimganj,rk,3500,2022-06-26
Karimganj,karimganj,0,2022-06-26
Kamrup,chamaria,75.2,2022-06-26
Kamrup,hajo,790,2022-06-26
Kamrup,kamalpur,1045,2022-06-26
Kamrup,chaygaon,33,2022-06-26
Kamrup,rangia,350,2022-06-26
Kamrup,kayan,344.5,2022-06-26
Kamrup,palashbari,46,2022-06-26
Kamrup,north,99,2022-06-26
Kamrup (M),chandrapur,173,2022-06-26
Kamrup (M),sonapur,726.5,2022-06-26
Golaghat,bokakhat,50,2022-06-26
Golaghat,khumtai,13,2022-06-26
Goalpara,matia,195,2022-06-26
Goalpara,rongjuli,0,2022-06-26
Goalpara,lakhipur,0,2022-06-26
Goalpara,balijana,153,2022-06-26
Hailakandi,hailakandi,0,2022-06-26
Hailakandi,lala,0,2022-06-26
Hailakandi,algapur,0,2022-06-26
Cachar,silchar,0,06-26-2022
Cachar,sonai,0,06-26-2022
Cachar,katigorah,0,06-26-2022
Cachar,udharbond,0,06-26-2022
Cachar,lakhipur,0,06-26-2022
Biswanath,halem,39,06-26-2022
Barpeta,barpeta,670,06-26-2022
Barpeta,barnagar,349,06-26-2022
Barpeta,kalgachia,1676.5,06-26-2022
Barpeta,baghbar,18983,2022-06-26
Barpeta,sarthebari,2080,2022-06-26
Barpeta,chenga,2693,06-26-2022
Hojai,lanka,0,2022-06-26
Hojai,hojai,27,2022-06-26
Hojai,doboka,0,2022-06-26
Karbi Anglong West,donkamokam,0,2022-06-26
Bajali,sarupeta,9,06-26-2022
Bajali,bajali,0,06-26-2022
Udalguri,kalaigaon,0,2022-06-26
Udalguri,harisinga,0,06-26-2022
Udalguri,udalguri,0,06-26-2022
Udalguri,khairabari,0,2022-06-26
Udalguri,mazbat,0,2022-06-26
Tamulpur,goreswar,0,2022-06-26
South Salmara,south,0,2022-06-26
South Salmara,mankachar,138,2022-06-26
Sonitpur,dhekiajuli,419,2022-06-26
Nalbari,paschim,554,2022-06-27
Nalbari,barbhag,139,2022-06-27
Goalpara,matia,54,2022-06-27
Goalpara,balijana,98,2022-06-27
Goalpara,lakhipur,0,2022-06-27
Dhemaji,sissiborgaon,150,2022-06-27
Dhemaji,jonai,1842.7,2022-06-27
Dhemaji,dhemaji,17,2022-06-27
Darrang,dalgaon,465.85,2022-06-27
Darrang,sipajhar,1615,06-27-2022
Darrang,patharighat,1000,06-27-2022
Darrang,mangaldoi,3418,06-27-2022
Chirang,sidli,0,06-27-2022
Chirang,bijni,0,06-27-2022
Chirang,bengtal,0,06-27-2022
Cachar,sonai,0,06-27-2022
Cachar,udharbond,0,06-27-2022
Cachar,silchar,0,06-27-2022
Cachar,lakhipur,0,06-27-2022
Cachar,katigorah,0,06-27-2022
Bajali,sarupeta,10,06-27-2022
Bajali,bajali,0,2022-06-27
Baksa,barnagar,410,2022-06-27
Baksa,jalah,0,2022-06-27
Barpeta,baghbar,18983,2022-06-27
Barpeta,sarthebari,2080,2022-06-27
Barpeta,barpeta,550,2022-06-27
Barpeta,chenga,3348.5,2022-06-27
Barpeta,kalgachia,1648,2022-06-27
